Depth,TVD,DX,DY,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN,GRN
4667.75,4654.342,138.709,-2.092,2932.509,1121.196,1.209,3.162,11.237,0.008,45.844,2.681,6.166,14.883
4667.875,4654.455,138.734,-2.045,3296.451,1223.541,1.367,2.922,11.641,0.006,45.721,2.682,6.094,15.507
4668,4654.568,138.76,-1.998,3509.083,1286.168,1.624,2.596,13.07,0.004,45.659,2.675,5.645,16.518
4668.125,4654.682,138.785,-1.952,3464.219,1274.071,1.671,2.66,12.759,0.004,45.859,2.673,5.408,16.703
4668.25,4654.794,138.811,-1.905,3058.29,1153.316,1.464,2.738,13.186,0.005,45.859,2.676,5.213,15.89
4668.375,4654.908,138.836,-1.858,2482.505,975.316,1.133,3.24,11.959,0.009,46.437,2.691,5.505,14.581
4668.5,4655.021,138.861,-1.811,2228.763,895.039,1.066,3.707,10.698,0.015,47.446,2.7,5.789,14.316
4668.625,4655.134,138.887,-1.764,1825.4,762.857,1.208,4.232,10.102,0.027,48.707,2.711,6.474,14.879
4668.75,4655.247,138.912,-1.718,1495.331,644.23,1.512,4.813,9.586,0.053,50.028,2.709,7.135,16.079
4668.875,4655.36,138.938,-1.671,1355.72,590.121,1.629,5.205,9.165,0.084,50.926,2.704,7.387,16.54
4669,4655.473,138.963,-1.624,1160.57,510.668,1.701,5.404,9.53,0.106,50.926,2.69,7.635,16.823
4669.125,4655.586,138.989,-1.577,1106.591,487.939,1.672,5.628,9.294,0.137,51.401,2.685,7.656,16.708
4669.25,4655.699,139.014,-1.53,1067.774,470.5,1.534,5.779,9.167,0.164,51.446,2.677,7.673,16.166
4669.375,4655.812,139.04,-1.483,1124.573,491.057,1.416,5.722,9.019,0.153,51.011,2.675,7.723,15.702
4669.5,4655.925,139.065,-1.436,1190.616,517.054,1.427,5.43,9.338,0.109,50.198,2.676,7.7,15.747
4669.625,4656.038,139.091,-1.389,1361.052,587.913,1.621,4.874,9.944,0.057,49.316,2.683,7.434,16.509
4669.75,4656.151,139.116,-1.342,1507.036,654.601,1.877,4.473,10.48,0.036,49.316,2.695,6.92,17.508
4669.875,4656.264,139.142,-1.295,1549.386,677.794,1.944,3.94,12.128,0.019,48.411,2.701,6.61,17.768
4670,4656.377,139.167,-1.248,1542.545,690.807,1.924,3.29,15.297,0.009,47.552,2.711,5.932,17.69
4670.125,4656.49,139.193,-1.201,1393.953,647.781,1.781,2.856,19.386,0.005,46.847,2.713,5.374,17.133
4670.25,4656.603,139.218,-1.154,1277.208,605.3,1.726,2.777,21.095,0.005,46.684,2.712,5.245,16.92
4670.375,4656.716,139.244,-1.107,1023.905,507.535,1.826,2.811,23.5,0.005,46.684,2.705,5.33,17.309
4670.5,4656.829,139.269,-1.06,912.721,462.302,1.99,2.701,26.362,0.005,46.48,2.699,5.467,17.946
4670.625,4656.942,139.295,-1.013,745.367,393.104,2.357,2.678,29.842,0.004,46.522,2.686,5.708,19.365
4670.75,4657.055,139.321,-0.966,631.714,347.064,2.464,2.956,28.861,0.006,46.849,2.675,5.925,19.774
4670.875,4657.167,139.346,-0.919,585.081,328.111,2.385,3.26,26.603,0.009,47.219,2.675,6.101,19.47
4671,4657.28,139.372,-0.872,506.981,295.151,2.103,3.689,24.62,0.014,47.674,2.686,6.575,18.384
4671.125,4657.394,139.397,-0.824,456.658,274.43,1.745,3.756,25.506,0.016,47.674,2.71,6.858,16.992
4671.25,4657.506,139.423,-0.777,442.271,269.722,1.533,3.898,24.765,0.018,48.084,2.723,6.833,16.162
4671.375,4657.619,139.448,-0.73,429.068,268.14,1.16,3.834,25.731,0.017,48.423,2.749,6.544,14.689
4671.5,4657.732,139.474,-0.683,427.14,270.802,1.12,3.7,26.987,0.015,48.755,2.761,6.152,14.529
4671.625,4657.845,139.5,-0.636,426.284,271.489,1.232,3.781,26.285,0.016,48.974,2.755,6.128,14.975
4671.75,4657.958,139.525,-0.589,416.764,266.971,1.479,3.949,25.185,0.02,48.974,2.732,6.232,15.951
4671.875,4658.071,139.551,-0.541,397.39,253.938,1.487,4.335,22.963,0.031,49.221,2.707,6.425,15.982
4672,4658.184,139.577,-0.494,388.786,246.928,1.457,4.528,21.995,0.038,49.363,2.696,6.501,15.863
4672.125,4658.296,139.602,-0.447,384.666,239.304,1.483,4.743,20.856,0.049,49.503,2.679,6.544,15.965
4672.25,4658.409,139.628,-0.4,391.227,240.254,1.514,4.789,20.409,0.052,49.536,2.673,6.517,16.089
4672.375,4658.522,139.653,-0.352,422.135,252.322,1.402,4.833,19.33,0.055,49.389,2.665,6.443,15.648
4672.5,4658.635,139.679,-0.305,473.879,276.703,1.041,4.974,17.471,0.064,49.389,2.665,6.414,14.216
4672.625,4658.748,139.705,-0.258,507.486,293.118,0.901,4.873,17.261,0.057,49.062,2.669,6.374,13.654
4672.75,4658.86,139.73,-0.21,596.375,335.912,0.9,4.496,17.472,0.037,48.73,2.684,6.058,13.65
4672.875,4658.973,139.756,-0.163,714.977,392.394,1.118,3.806,19.524,0.017,48.287,2.707,5.443,14.522
4673,4659.086,139.782,-0.116,778.428,422.86,1.225,3.409,21.421,0.01,47.933,2.72,5.14,14.945
4673.125,4659.199,139.807,-0.068,890.017,477.158,1.409,2.982,23.57,0.006,47.933,2.745,4.784,15.674
4673.25,4659.312,139.833,-0.021,948.753,506.909,1.7,2.544,27.851,0.004,47.368,2.76,4.796,16.819
4673.375,4659.424,139.859,0.026,947.976,507.536,1.883,2.322,31.297,0.003,46.955,2.762,4.883,17.531
4673.5,4659.537,139.885,0.074,884.367,478.569,2.042,2.353,31.994,0.003,46.884,2.755,5.117,18.15
4673.625,4659.65,139.91,0.121,774.964,425.226,1.684,2.735,28.426,0.005,46.885,2.739,5.433,16.753
4673.75,4659.763,139.936,0.169,723.226,398.734,1.4,3.098,25.217,0.007,47.055,2.728,5.629,15.64
4673.875,4659.875,139.962,0.216,655.383,361.196,1.081,3.578,22.174,0.013,47.055,2.708,6.039,14.376
4674,4659.988,139.988,0.264,644.936,353.63,1.147,3.715,21.327,0.015,47.23,2.703,6.202,14.638
4674.125,4660.101,140.013,0.311,675.614,364.929,1.496,3.687,20.982,0.014,47.542,2.705,6.33,16.019
4674.25,4660.214,140.039,0.359,768.08,408.761,1.535,3.517,20.74,0.012,47.698,2.722,6.15,16.17
4674.375,4660.326,140.065,0.406,830.863,439.427,1.378,3.414,20.614,0.011,47.65,2.732,5.962,15.55
4674.5,4660.439,140.091,0.454,969.574,507.083,1.032,3.25,20.141,0.009,47.65,2.747,5.477,14.18
4674.625,4660.552,140.116,0.501,1091.767,564.737,1.033,2.9,21.791,0.006,47.356,2.753,4.94,14.183
4674.75,4660.665,140.142,0.549,1136.57,584.498,1.124,2.653,23.861,0.004,47.095,2.756,4.677,14.547
4674.875,4660.777,140.168,0.596,1193.078,605.818,1.2,2.268,28.367,0.003,46.727,2.765,4.257,14.848
4675,4660.89,140.194,0.644,1221.567,612.603,1.205,2.018,32.485,0.002,46.574,2.781,4.102,14.869
4675.125,4661.002,140.22,0.691,1231.245,613.732,1.31,1.825,36.759,0.002,46.371,2.791,4.119,15.283
4675.25,4661.115,140.245,0.739,1255.58,617.087,1.672,1.625,42.157,0.001,46.371,2.803,4.19,16.707
4675.375,4661.228,140.271,0.787,1278.559,623.144,1.789,1.535,44.855,0.001,46.25,2.803,4.184,17.165
4675.5,4661.34,140.297,0.834,1375.116,658.643,1.682,1.537,42.984,0.001,46.054,2.792,4.058,16.746
4675.625,4661.453,140.323,0.882,1570.611,746.516,1.394,1.68,35.653,0.001,45.989,2.777,3.872,15.615
4675.75,4661.566,140.349,0.93,1697.717,810.015,1.317,1.71,33.36,0.001,45.971,2.773,3.794,15.311
4675.875,4661.678,140.374,0.977,1934.837,945.944,1.292,1.619,33.25,0.001,45.752,2.772,3.748,15.212
4676,4661.791,140.4,1.025,2039.882,1037.023,1.324,1.676,30.89,0.001,45.752,2.77,3.939,15.338
4676.125,4661.904,140.426,1.073,2026.453,1052.954,1.342,1.521,35.1,0.001,45.313,2.766,4.109,15.408
4676.25,4662.016,140.452,1.121,1896.511,1028.527,1.362,1.531,36.109,0.001,45.087,2.753,4.434,15.49
4676.375,4662.129,140.478,1.168,1702.284,956.927,1.385,1.659,34.634,0.001,45.135,2.74,4.513,15.579
4676.5,4662.241,140.503,1.216,1615.456,918.613,1.402,1.797,32.211,0.002,45.318,2.735,4.447,15.647
4676.625,4662.354,140.529,1.264,1529.346,869.797,1.411,1.76,34.086,0.002,45.318,2.732,4.241,15.684
4676.75,4662.466,140.555,1.312,1568.045,872.809,1.297,1.92,30.105,0.002,45.532,2.733,4.111,15.231
4676.875,4662.579,140.581,1.36,1607.193,887.019,1.218,2.033,27.605,0.002,45.712,2.735,4.087,14.919
4677,4662.692,140.607,1.407,1667.765,922.1,1.192,2.013,27.383,0.002,45.824,2.744,4.037,14.815
4677.125,4662.804,140.632,1.455,1686.712,940.634,1.308,1.973,27.904,0.002,46.038,2.752,3.987,15.274
4677.25,4662.917,140.658,1.503,1722.718,976.698,1.767,1.524,38.321,0.001,45.852,2.77,3.888,17.078
4677.375,4663.029,140.684,1.551,1772.984,1001.411,2.074,1.286,46.807,0.001,45.852,2.787,3.887,18.274
4677.5,4663.142,140.71,1.599,1821.503,1011.957,2.011,1.155,52.907,0.001,45.599,2.792,3.915,18.027
4677.625,4663.254,140.736,1.647,2076.717,1066.872,1.608,1.109,51.757,0.001,45.223,2.794,3.955,16.457
4677.75,4663.367,140.761,1.695,2623.359,1212.318,1.475,1.059,48.155,0.001,45.048,2.794,3.942,15.936
4677.875,4663.479,140.787,1.743,2939.954,1306.539,1.626,0.967,50.731,0.001,45.054,2.797,3.927,16.526
4678,4663.592,140.813,1.791,3427.556,1465.86,1.982,0.72,67.874,0,45.054,2.812,3.893,17.916
4678.125,4663.705,140.839,1.839,3687.461,1552.1,1.956,0.577,86.271,0,44.919,2.823,3.815,17.814
4678.25,4663.817,140.865,1.887,3790.65,1579.725,1.856,0.602,80.453,0,44.903,2.821,3.731,17.427
4678.375,4663.93,140.89,1.935,3956.487,1626.592,1.82,0.692,65.817,0,44.898,2.795,3.478,17.288
4678.5,4664.042,140.916,1.983,3966.772,1640.626,1.9,0.772,57.165,0,44.956,2.775,3.371,17.597
4678.625,4664.154,140.942,2.031,3761.948,1631.709,1.993,0.91,47.81,0.001,44.97,2.737,3.41,17.96
4678.75,4664.267,140.968,2.079,3373.869,1578.674,1.767,1.23,34.59,0.001,44.97,2.717,3.862,17.078
4678.875,4664.379,140.994,2.127,3168.634,1538.243,1.571,1.65,24.65,0.001,45.221,2.717,4.155,16.31
4679,4664.492,141.019,2.175,2774.569,1427.814,1.222,2.202,18.379,0.003,45.684,2.729,4.583,14.934
4679.125,4664.604,141.045,2.223,2440.597,1294.205,1.11,2.29,18.776,0.003,46.126,2.751,4.582,14.491
4679.25,4664.717,141.071,2.271,2329.354,1231.889,1.15,2.269,19.508,0.003,46.458,2.762,4.451,14.65
4679.375,4664.829,141.097,2.319,2285.511,1140.346,1.401,1.936,24.13,0.002,46.458,2.779,4.178,15.643
4679.5,4664.941,141.123,2.367,2495.905,1103.386,1.797,1.893,23.642,0.002,46.691,2.779,4.206,17.197
4679.625,4665.054,141.148,2.416,2694.549,1106.889,2.014,1.846,23.376,0.002,46.752,2.778,4.198,18.04
4679.75,4665.167,141.174,2.464,3335.029,1162.098,2.336,1.638,24.174,0.001,46.743,2.784,4.017,19.284
4679.875,4665.279,141.2,2.512,4572.768,1297.114,2.431,1.144,31.993,0.001,45.974,2.794,3.819,19.649
4680,4665.391,141.226,2.56,5641.809,1394.44,2.472,0.898,38.749,0.001,45.588,2.798,3.797,19.803
4680.125,4665.504,141.251,2.608,9275.687,1592.536,2.655,0.844,31.749,0.001,45.588,2.797,3.89,20.505
4680.25,4665.616,141.277,2.657,11749.718,1665.101,2.732,0.53,50.383,0,45.154,2.795,3.956,20.796
4680.375,4665.729,141.303,2.705,15973.324,1728.697,2.684,0.392,62.359,0,44.948,2.788,4.03,20.614
4680.5,4665.841,141.329,2.753,15919.799,1708.611,2.448,0.3,87.617,0,44.738,2.781,3.952,19.713
4680.625,4665.953,141.355,2.801,14077.242,1676.687,2.336,0.294,96.513,0,44.676,2.776,3.844,19.285
4680.75,4666.065,141.38,2.85,9127.246,1560.832,2.093,0.716,39.535,0,44.959,2.768,3.512,18.348
4680.875,4666.178,141.406,2.898,5611.531,1403.782,1.667,0.892,39.213,0.001,44.959,2.766,3.149,16.688
4681,4666.29,141.432,2.946,4700.101,1340.875,1.423,1.183,30.199,0.001,45.369,2.769,3.015,15.728
4681.125,4666.403,141.458,2.995,3983.947,1287.592,1.127,1.159,33.986,0.001,45.306,2.777,2.9,14.558
4681.25,4666.515,141.484,3.043,4233.747,1308.716,1.236,1.02,38.672,0.001,45.088,2.784,2.978,14.992
4681.375,4666.627,141.509,3.092,4620.688,1326.714,1.398,0.903,43.017,0.001,44.973,2.785,3.064,15.63
4681.5,4666.74,141.535,3.14,5561.373,1353.506,1.712,0.801,45.209,0.001,44.973,2.783,3.204,16.865
4681.625,4666.852,141.561,3.188,5887.218,1359.359,1.82,0.869,39.45,0.001,45.141,2.781,3.2,17.287
4681.75,4666.964,141.587,3.237,5821.737,1348.48,1.922,1.136,28.23,0.001,45.894,2.777,3.049,17.684
4681.875,4667.077,141.613,3.285,5008.396,1303.504,1.933,1.037,34.496,0.001,45.88,2.78,2.94,17.727
4682,4667.189,141.638,3.334,4601.458,1277.695,1.941,1.206,29.839,0.001,46.523,2.785,2.952,17.758
4682.125,4667.301,141.664,3.382,4296.959,1255.269,1.985,1.311,27.866,0.001,47.177,2.801,3.023,17.929
4682.25,4667.414,141.69,3.431,5019.715,1305.348,1.994,1.207,28.376,0.001,47.177,2.819,3.046,17.963
4682.375,4667.526,141.716,3.479,5884.346,1360.023,1.914,1.38,21.903,0.001,48.142,2.827,3.046,17.651
4682.5,4667.638,141.742,3.528,8564.499,1500.091,1.583,1.388,17.617,0.001,48.357,2.839,3.026,16.359
4682.625,4667.75,141.767,3.576,11375.436,1610.767,1.372,1.066,21.059,0.001,47.008,2.842,2.919,15.527
4682.75,4667.862,141.793,3.625,12341.776,1636.354,1.393,1.118,18.922,0.001,47.378,2.838,2.84,15.61
4682.875,4667.975,141.819,3.673,13014.838,1636.447,1.568,1.147,17.783,0.001,47.378,2.82,2.736,16.301
4683,4668.087,141.845,3.722,12488.367,1613.096,1.764,1.668,11.294,0.001,48.699,2.787,2.802,17.066
4683.125,4668.199,141.87,3.771,11965.531,1605.198,1.851,2.06,8.841,0.002,49.664,2.769,2.784,17.407
4683.25,4668.312,141.896,3.819,10552.185,1593.514,1.949,2.135,9.061,0.002,49.101,2.736,2.772,17.788
4683.375,4668.424,141.922,3.868,9747.172,1579.96,1.894,1.458,15.402,0.001,46.78,2.726,2.766,17.575
4683.5,4668.536,141.948,3.917,8204.583,1526.23,1.599,1.306,19.498,0.001,45.992,2.717,2.73,16.42
4683.625,4668.648,141.974,3.965,6931.564,1469.501,1.447,1.379,20.001,0.001,45.992,2.717,2.712,15.825
4683.75,4668.76,141.999,4.014,6414.516,1455.081,1.478,1.354,21.386,0.001,45.99,2.719,2.712,15.946
4683.875,4668.873,142.025,4.063,5614.1,1451.934,1.52,1.432,21.442,0.001,46.381,2.731,2.712,16.11
4684,4668.985,142.051,4.111,4966.514,1422.085,1.399,1.401,23.605,0.001,46.502,2.754,2.712,15.634
4684.125,4669.097,142.077,4.16,4597.294,1376.835,1.321,1.253,28.414,0.001,45.838,2.767,2.839,15.325
4684.25,4669.209,142.103,4.209,3697.232,1235.435,1.212,1.455,26.526,0.001,45.838,2.782,3.272,14.893
4684.375,4669.321,142.128,4.258,2790.395,1086.607,1.139,1.55,28.637,0.001,45.721,2.773,3.396,14.605
4684.5,4669.434,142.154,4.306,2430.985,1027.801,1.092,1.629,29.034,0.001,45.653,2.761,3.354,14.418
4684.625,4669.545,142.18,4.355,1981.919,947.202,0.998,1.968,25.584,0.002,45.952,2.733,3.284,14.042
4684.75,4669.658,142.206,4.404,1863.33,900.958,0.988,2.192,23.089,0.003,46.16,2.712,3.303,14.004
4684.875,4669.77,142.231,4.453,1899.913,892.245,1.01,2.215,22.542,0.003,46.039,2.705,3.331,14.091
4685,4669.882,142.257,4.502,2101.74,899.249,1.14,2.198,21.51,0.003,46.039,2.697,3.333,14.61
4685.125,4669.994,142.283,4.55,2244.255,907.618,1.241,1.936,24.375,0.002,45.609,2.698,3.276,15.011
4685.25,4670.106,142.309,4.599,2562.764,919.746,1.482,1.403,34.118,0.001,45.309,2.711,3.067,15.963
4685.375,4670.218,142.335,4.648,2874.985,931.53,1.703,0.97,51.174,0.001,45.24,2.737,2.875,16.83
4685.5,4670.331,142.36,4.697,3004.432,943.218,1.8,0.758,68.34,0,45.074,2.747,2.826,17.209
4685.625,4670.442,142.386,4.746,3135.219,976.535,2.014,0.67,78.098,0,45.074,2.751,2.861,18.042
4685.75,4670.555,142.412,4.795,3030.112,984.307,2.215,0.572,97.299,0,44.794,2.729,3.058,18.816
4685.875,4670.667,142.438,4.844,2895.28,968.531,2.255,0.278,99.99,0,44.579,2.715,3.18,18.97
4686,4670.779,142.463,4.893,2527.494,906.436,2.129,0.662,89.444,0,44.712,2.692,3.395,18.486
4686.125,4670.891,142.489,4.942,2132.153,833.465,1.806,1.59,32.225,0.001,45.229,2.684,3.632,17.23
4686.25,4671.003,142.515,4.991,1960.885,799.961,1.653,2.005,25.144,0.002,45.577,2.684,3.811,16.633
4686.375,4671.115,142.541,5.04,1726.09,744.552,1.508,2.186,24.175,0.003,45.577,2.688,4.261,16.063
4686.5,4671.227,142.567,5.089,1667.204,726.282,1.505,2.393,21.967,0.003,45.834,2.69,4.471,16.053
4686.625,4671.339,142.592,5.138,1649.298,716.701,1.498,2.425,21.732,0.003,45.73,2.689,4.776,16.024
4686.75,4671.451,142.618,5.187,1769.518,740.572,1.411,2.625,18.885,0.004,45.687,2.673,4.951,15.681
4686.875,4671.563,142.644,5.236,2030.298,781.708,1.399,2.634,17.415,0.004,45.557,2.661,4.968,15.635
4687,4671.675,142.67,5.285,2369.307,827.551,1.571,2.284,19.153,0.003,45.267,2.646,4.751,16.311
4687.125,4671.787,142.695,5.334,2546.14,853.175,1.65,2.131,20.107,0.002,45.267,2.651,4.532,16.62
4687.25,4671.899,142.721,5.384,2905.628,914.525,1.687,1.697,24.963,0.001,45.15,2.684,4.121,16.766
4687.375,4672.011,142.747,5.433,3273.571,982.975,1.715,1.16,37.904,0.001,44.896,2.729,4.012,16.878
4687.5,4672.123,142.773,5.482,3434.294,1011.918,1.778,0.816,57.728,0.001,44.688,2.744,4.059,17.122
4687.625,4672.235,142.799,5.531,3614.126,1045.19,1.9,0.082,99.99,0,44.323,2.75,4.15,17.598
4687.75,4672.347,142.824,5.58,3610.785,1047.332,1.86,0.125,99.99,0,44.323,2.743,4.128,17.443
4687.875,4672.459,142.85,5.629,3443.975,1025.848,1.516,1.055,41.556,0.001,44.639,2.721,3.984,16.097
4688,4672.571,142.876,5.679,3191.005,990.739,1.134,1.745,22.856,0.002,44.887,2.704,3.948,14.586
4688.125,4672.683,142.902,5.728,3078.255,978.464,1.045,2.269,16.695,0.003,45.45,2.698,4.026,14.229
4688.25,4672.795,142.927,5.777,2927.943,975.941,1.151,2.44,15.645,0.003,45.615,2.69,4.31,14.651
4688.375,4672.907,142.953,5.826,2891.87,997.017,1.405,2.366,16.386,0.003,45.592,2.683,4.533,15.658
4688.5,4673.019,142.979,5.876,2902.689,1010.534,1.49,2.314,16.823,0.003,45.592,2.682,4.537,15.992
4688.625,4673.131,143.005,5.925,2918.207,1038.136,1.591,2.347,16.474,0.003,45.857,2.684,4.325,16.389
4688.75,4673.243,143.03,5.974,2829.625,1055.482,1.725,1.896,21.991,0.002,45.589,2.703,4.09,16.916
4688.875,4673.355,143.056,6.024,2727.577,1048.814,1.792,1.691,25.964,0.001,45.504,2.718,4.056,17.178
4689,4673.467,143.082,6.073,2449.666,986.962,1.776,1.647,28.526,0.001,45.81,2.756,4.102,17.114
4689.125,4673.579,143.108,6.122,2199.496,893.653,1.614,1.499,34.142,0.001,45.81,2.786,4.086,16.479
4689.25,4673.69,143.134,6.172,2136.459,860.795,1.547,1.658,30.531,0.001,46.289,2.793,4.023,16.218
4689.375,4673.802,143.159,6.221,2233.913,854.471,1.436,1.955,24.144,0.002,47.078,2.789,3.832,15.779
4689.5,4673.915,143.185,6.27,2416.345,876.382,1.352,2.15,20.47,0.002,47.432,2.779,3.726,15.45
4689.625,4674.026,143.211,6.32,2947.611,932.452,1.096,2.354,16.321,0.003,47.399,2.758,3.567,14.433
4689.75,4674.138,143.237,6.369,3314.481,959.596,0.792,2.434,14.642,0.003,47.04,2.748,3.573,13.219
4689.875,4674.25,143.262,6.419,3310.379,954.913,0.661,2.487,14.262,0.004,47.04,2.749,3.615,12.69
4690,4674.362,143.288,6.468,2955.747,913.927,0.521,2.341,16.406,0.003,46.654,2.758,3.65,12.124
4690.125,4674.474,143.314,6.518,2466.129,852.902,0.651,2.133,20.439,0.002,46.369,2.763,3.595,12.65
4690.25,4674.585,143.34,6.567,2283.68,825.101,0.788,2.037,22.63,0.002,46.236,2.763,3.595,13.201
4690.375,4674.697,143.365,6.617,2115.545,795.656,0.991,2.032,23.688,0.002,46.357,2.757,3.518,14.015
4690.5,4674.809,143.391,6.666,2171.137,807.355,1.009,2.099,22.401,0.002,46.357,2.741,3.415,14.089
4690.625,4674.921,143.417,6.716,2264.012,819.321,0.991,2.23,20.258,0.003,46.698,2.731,3.361,14.017
4690.75,4675.033,143.443,6.765,2574.577,835.22,1.008,2.579,15.665,0.004,47.188,2.708,3.326,14.084
4690.875,4675.145,143.468,6.815,2799.293,841.201,1.057,2.705,14.072,0.005,47.278,2.697,3.374,14.279
4691,4675.256,143.494,6.865,3363.625,867.887,1.164,2.934,11.447,0.006,47.155,2.678,3.591,14.706
4691.125,4675.368,143.52,6.914,3878.432,912.269,1.32,2.796,11.241,0.005,46.536,2.671,3.802,15.324
4691.25,4675.48,143.546,6.964,3998.779,929.935,1.474,2.692,11.599,0.005,46.536,2.675,3.831,15.929
4691.375,4675.592,143.571,7.014,3853.729,940.459,1.934,2.116,16.096,0.002,46.046,2.684,3.796,17.73
4691.5,4675.704,143.597,7.063,3437.809,927.123,2.358,1.342,30.634,0.001,45.563,2.714,3.606,19.367
4691.625,4675.815,143.623,7.113,3279.448,917.141,2.455,1.234,34.997,0.001,45.648,2.733,3.498,19.741
4691.75,4675.927,143.649,7.163,3272.345,900.123,2.531,1.013,45.067,0.001,45.654,2.763,3.303,20.031
4691.875,4676.039,143.674,7.212,3890.576,901.126,2.714,1.13,35.591,0.001,46.338,2.768,3.198,20.728
4692,4676.151,143.7,7.262,4518.25,908.95,2.849,1.124,32.969,0.001,46.338,2.762,3.232,21.239
4692.125,4676.263,143.726,7.312,6254.42,931.366,3.067,1.398,20.816,0.001,46.694,2.747,3.486,22.065
4692.25,4676.374,143.752,7.362,7747.546,953.852,2.912,1.535,16.394,0.001,46.552,2.745,3.752,21.479
4692.375,4676.486,143.777,7.411,8088.143,966.132,2.651,1.517,16.246,0.001,46.341,2.748,3.801,20.489
4692.5,4676.598,143.803,7.461,7954.029,994.307,1.977,1.511,16.481,0.001,45.869,2.751,3.733,17.896
4692.625,4676.709,143.829,7.511,7665.337,1007.193,1.699,1.642,15.136,0.001,45.869,2.747,3.652,16.812
4692.75,4676.821,143.855,7.561,7092.659,1019.375,1.487,1.476,18.103,0.001,45.313,2.734,3.443,15.983
4692.875,4676.933,143.88,7.611,6761.583,1008.976,1.51,1.201,24.179,0.001,44.976,2.73,3.206,16.071
4693,4677.044,143.906,7.66,6719.609,999.223,1.484,0.908,34.651,0.001,44.68,2.736,3.111,15.969
4693.125,4677.156,143.932,7.71,6916.374,991.407,1.328,0.797,40.259,0.001,44.582,2.759,3.053,15.356
4693.25,4677.268,143.958,7.76,7376.407,1023.664,1.329,0.502,69.906,0,44.379,2.784,3.17,15.357
4693.375,4677.379,143.983,7.81,7617.166,1057.108,1.341,0.471,74.558,0,44.379,2.793,3.247,15.406
4693.5,4677.491,144.009,7.86,7985.544,1137.448,1.315,0.28,99.99,0,44.221,2.805,3.364,15.303
4693.625,4677.603,144.035,7.91,8167.059,1186.515,1.341,0.029,99.99,0,43.962,2.812,3.468,15.405
4693.75,4677.715,144.061,7.96,8162.466,1189.195,1.408,0.028,99.99,0,44.088,2.815,3.545,15.67
4693.875,4677.826,144.086,8.01,7766.763,1166.571,1.746,0.208,99.99,0,44.381,2.82,3.746,16.997
4694,4677.938,144.112,8.06,6665.627,1145.177,2.236,0.02,99.99,0,44.381,2.823,3.906,18.898
4694.125,4678.049,144.138,8.11,5932.504,1140.871,2.378,0.393,99.99,0,44.888,2.823,3.944,19.444
4694.25,4678.161,144.164,8.16,4551.347,1136.532,2.181,0.823,48.824,0.001,45.374,2.817,3.98,18.685
4694.375,4678.273,144.189,8.21,4057.522,1133.925,1.896,1.152,33.93,0.001,45.748,2.812,4.004,17.582
4694.5,4678.384,144.215,8.26,3550.788,1133.106,1.433,1.66,22.941,0.001,46.365,2.802,4.071,15.77
4694.625,4678.496,144.241,8.31,3445.287,1157.962,1.471,1.865,20.123,0.002,46.873,2.8,4.123,15.92
4694.75,4678.607,144.267,8.36,3468.156,1186.03,1.678,1.785,21.203,0.002,46.873,2.803,4.151,16.733
4694.875,4678.719,144.292,8.41,3679.387,1266.911,2.287,1.581,23.932,0.001,46.938,2.813,4.26,19.094
4695,4678.831,144.318,8.46,4221.229,1356.784,2.795,1.391,26.094,0.001,46.886,2.818,4.302,21.034
4695.125,4678.942,144.344,8.51,4629.785,1397.592,2.933,0.973,39.062,0.001,46.056,2.815,4.173,21.559
4695.25,4679.054,144.369,8.56,6111.431,1477.38,3.091,0.675,53.317,0,45.65,2.799,3.562,22.153
4695.375,4679.166,144.395,8.611,9649.094,1589.994,3.386,0.439,71.371,0,45.65,2.778,3.002,23.259
4695.5,4679.277,144.421,8.661,12098.668,1658.089,3.588,0.123,99.99,0,45.336,2.769,2.95,24.01
4695.625,4679.389,144.447,8.711,15837.604,1783.738,3.847,0.034,99.99,0,45.128,2.756,3.267,24.968
4695.75,4679.5,144.472,8.761,16038.351,1824.092,3.897,0.018,99.99,0,44.736,2.754,3.486,25.153
4695.875,4679.612,144.498,8.811,12970.075,1834.19,4.079,0.017,99.99,0,44.665,2.757,3.712,25.822
4696,4679.723,144.524,8.862,8727.223,1778.793,4.45,0.014,99.99,0,44.481,2.766,3.577,27.174
4696.125,4679.835,144.55,8.912,7244.395,1740.422,4.622,0.013,99.99,0,44.481,2.77,3.418,27.796
4696.25,4679.946,144.575,8.962,5412.441,1644.618,4.711,0.011,99.99,0,44.422,2.777,3.059,28.117
4696.375,4680.058,144.601,9.012,4098.007,1529.846,4.534,0.01,99.99,0,44.357,2.784,2.918,27.478
4696.5,4680.169,144.627,9.063,3558.313,1476.376,4.42,0.01,99.99,0,44.241,2.787,3.001,27.067
4696.625,4680.281,144.652,9.113,2916.096,1418.255,4.108,0.012,99.99,0,44.341,2.792,3.355,25.93
4696.75,4680.393,144.678,9.163,2818.242,1439.287,3.663,0.015,99.99,0,44.341,2.789,3.571,24.288
4696.875,4680.504,144.704,9.214,2903.632,1472.126,3.436,0.016,99.99,0,44.341,2.784,3.531,23.446
4697,4680.615,144.73,9.264,3497.544,1590.485,3.175,0.13,99.99,0,44.931,2.773,3.229,22.469
4697.125,4680.727,144.755,9.314,5047.714,1794.006,3.3,0.692,57.486,0,46.017,2.767,3.056,22.939
