Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY116,88.75,0.524,101.17,88.748
SY116,88.875,0.524,101.131,88.873
SY116,89,0.524,101.05,88.998
SY116,89.125,0.524,101.013,89.123
SY116,89.25,0.524,100.981,89.248
SY116,89.375,0.524,100.941,89.373
SY116,89.5,0.524,100.877,89.498
SY116,89.625,0.524,100.86,89.623
SY116,89.75,0.524,100.874,89.748
SY116,89.875,0.524,100.897,89.873
SY116,90,0.524,100.913,89.998
SY116,90.125,0.525,100.96,90.123
SY116,90.25,0.525,100.954,90.248
SY116,90.375,0.525,100.955,90.373
SY116,90.5,0.526,100.972,90.498
SY116,90.625,0.526,100.988,90.623
SY116,90.75,0.527,101.005,90.748
SY116,90.875,0.527,101.052,90.873
SY116,91,0.527,101.061,90.998
SY116,91.125,0.528,101.067,91.123
SY116,91.25,0.528,101.09,91.248
SY116,91.375,0.528,101.096,91.373
SY116,91.5,0.529,101.091,91.498
SY116,91.625,0.529,101.091,91.623
SY116,91.75,0.529,101.133,91.748
SY116,91.875,0.53,101.142,91.873
SY116,92,0.53,101.156,91.998
SY116,92.125,0.53,101.189,92.123
SY116,92.25,0.531,101.223,92.248
SY116,92.375,0.531,101.204,92.373
SY116,92.5,0.532,101.205,92.498
SY116,92.625,0.532,101.234,92.623
SY116,92.75,0.533,101.256,92.748
SY116,92.875,0.534,101.271,92.873
SY116,93,0.534,101.274,92.998
SY116,93.125,0.535,101.263,93.123
SY116,93.25,0.535,101.279,93.248
SY116,93.375,0.536,101.284,93.373
SY116,93.5,0.537,101.227,93.498
SY116,93.625,0.538,101.234,93.623
SY116,93.75,0.538,101.234,93.748
SY116,93.875,0.539,101.261,93.873
SY116,94,0.54,101.241,93.998
SY116,94.125,0.54,101.224,94.123
SY116,94.25,0.541,101.216,94.248
SY116,94.375,0.542,101.218,94.373
SY116,94.5,0.542,101.229,94.498
SY116,94.625,0.543,101.203,94.623
SY116,94.75,0.543,101.189,94.748
SY116,94.875,0.544,101.161,94.873
SY116,95,0.544,101.139,94.998
SY116,95.125,0.545,101.132,95.123
SY116,95.25,0.545,101.096,95.248
SY116,95.375,0.546,101.048,95.373
SY116,95.5,0.546,101.032,95.498
SY116,95.625,0.546,101.01,95.623
SY116,95.75,0.547,100.965,95.748
SY116,95.875,0.547,100.951,95.873
SY116,96,0.548,100.928,95.998
SY116,96.125,0.549,100.873,96.123
SY116,96.25,0.549,100.852,96.248
SY116,96.375,0.55,100.82,96.373
SY116,96.5,0.55,100.828,96.498
SY116,96.625,0.551,100.797,96.623
SY116,96.75,0.552,100.778,96.748
SY116,96.875,0.552,100.779,96.873
SY116,97,0.553,100.685,96.998
SY116,97.125,0.553,100.63,97.123
SY116,97.25,0.554,100.611,97.248
SY116,97.375,0.554,100.575,97.373
SY116,97.5,0.555,100.56,97.498
SY116,97.625,0.555,100.541,97.623
SY116,97.75,0.556,100.504,97.748
SY116,97.875,0.556,100.481,97.873
SY116,98,0.556,100.462,97.998
SY116,98.125,0.557,100.454,98.123
SY116,98.25,0.557,100.445,98.248
SY116,98.375,0.558,100.428,98.373
SY116,98.5,0.559,100.403,98.498
SY116,98.625,0.559,100.392,98.623
SY116,98.75,0.56,100.393,98.748
SY116,98.875,0.561,100.39,98.873
SY116,99,0.561,100.418,98.998
SY116,99.125,0.561,100.403,99.123
SY116,99.25,0.562,100.392,99.248
SY116,99.375,0.562,100.395,99.373
SY116,99.5,0.563,100.414,99.498
SY116,99.625,0.563,100.421,99.623
SY116,99.75,0.564,100.423,99.748
SY116,99.875,0.565,100.417,99.873
SY116,100,0.565,100.441,99.998
SY116,100.125,0.566,100.441,100.123
SY116,100.25,0.566,100.444,100.248
SY116,100.375,0.566,100.441,100.373
SY116,100.5,0.567,100.418,100.498
SY116,100.625,0.568,100.421,100.623
SY116,100.75,0.569,100.431,100.748
SY116,100.875,0.569,100.421,100.873
SY116,101,0.57,100.405,100.998
SY116,101.125,0.571,100.411,101.123
SY116,101.25,0.571,100.391,101.248
SY116,101.375,0.572,100.388,101.373
SY116,101.5,0.572,100.388,101.498
SY116,101.625,0.573,100.404,101.623
SY116,101.75,0.573,100.388,101.748
SY116,101.875,0.574,100.364,101.873
SY116,102,0.574,100.383,101.998
SY116,102.125,0.574,100.38,102.123
SY116,102.25,0.575,100.342,102.248
SY116,102.375,0.575,100.344,102.373
SY116,102.5,0.575,100.33,102.498
SY116,102.625,0.576,100.314,102.623
SY116,102.75,0.576,100.308,102.748
SY116,102.875,0.577,100.263,102.873
SY116,103,0.577,100.262,102.998
SY116,103.125,0.577,100.266,103.123
SY116,103.25,0.578,100.271,103.248
SY116,103.375,0.579,100.261,103.373
SY116,103.5,0.579,100.234,103.498
SY116,103.625,0.58,100.272,103.623
SY116,103.75,0.58,100.304,103.748
SY116,103.875,0.581,100.277,103.873
SY116,104,0.581,100.279,103.998
SY116,104.125,0.582,100.302,104.123
SY116,104.25,0.582,100.286,104.248
SY116,104.375,0.583,100.257,104.373
SY116,104.5,0.583,100.254,104.498
SY116,104.625,0.583,100.226,104.623
SY116,104.75,0.583,100.202,104.748
SY116,104.875,0.584,100.184,104.873
SY116,105,0.584,100.153,104.998
SY116,105.125,0.584,100.117,105.123
SY116,105.25,0.584,100.109,105.248
SY116,105.375,0.584,100.088,105.373
SY116,105.5,0.584,100.094,105.498
SY116,105.625,0.584,100.092,105.623
SY116,105.75,0.584,100.1,105.748
SY116,105.875,0.584,100.112,105.873
SY116,106,0.584,100.091,105.998
SY116,106.125,0.585,100.076,106.123
SY116,106.25,0.584,100.057,106.248
SY116,106.375,0.585,100.05,106.373
SY116,106.5,0.585,100.055,106.498
SY116,106.625,0.585,100.048,106.623
SY116,106.75,0.585,100.028,106.748
SY116,106.875,0.586,100.049,106.873
SY116,107,0.586,100.043,106.998
SY116,107.125,0.587,100.037,107.123
SY116,107.25,0.587,100.012,107.247
SY116,107.375,0.587,100.008,107.372
SY116,107.5,0.588,99.996,107.497
SY116,107.625,0.588,100.002,107.622
SY116,107.75,0.588,100.003,107.747
SY116,107.875,0.589,99.979,107.872
SY116,108,0.589,99.961,107.997
SY116,108.125,0.589,99.961,108.122
SY116,108.25,0.589,99.967,108.247
SY116,108.375,0.59,99.979,108.372
SY116,108.5,0.591,99.97,108.497
SY116,108.625,0.591,99.934,108.622
SY116,108.75,0.591,99.959,108.747
SY116,108.875,0.591,100.002,108.872
SY116,109,0.591,100.002,108.997
SY116,109.125,0.592,100.002,109.122
SY116,109.25,0.592,99.991,109.247
SY116,109.375,0.592,99.993,109.372
SY116,109.5,0.592,100.012,109.497
SY116,109.625,0.593,99.989,109.622
SY116,109.75,0.592,99.967,109.747
SY116,109.875,0.592,99.941,109.872
SY116,110,0.593,99.934,109.997
SY116,110.125,0.593,99.925,110.122
SY116,110.25,0.593,99.886,110.247
SY116,110.375,0.593,99.882,110.372
SY116,110.5,0.593,99.877,110.497
SY116,110.625,0.593,99.906,110.622
SY116,110.75,0.593,99.899,110.747
SY116,110.875,0.594,99.875,110.872
SY116,111,0.594,99.853,110.997
SY116,111.125,0.594,99.835,111.122
SY116,111.25,0.594,99.792,111.247
SY116,111.375,0.593,99.734,111.372
SY116,111.5,0.593,99.709,111.497
SY116,111.625,0.593,99.607,111.622
SY116,111.75,0.593,99.544,111.747
SY116,111.875,0.593,99.489,111.872
SY116,112,0.593,99.423,111.997
SY116,112.125,0.593,99.357,112.122
SY116,112.25,0.593,99.346,112.247
SY116,112.375,0.592,99.293,112.372
SY116,112.5,0.592,99.258,112.497
SY116,112.625,0.592,99.191,112.622
SY116,112.75,0.592,99.124,112.747
SY116,112.875,0.591,99.085,112.872
SY116,113,0.591,99.004,112.997
SY116,113.125,0.591,98.926,113.122
SY116,113.25,0.591,98.903,113.247
SY116,113.375,0.59,98.858,113.372
SY116,113.5,0.59,98.842,113.497
SY116,113.625,0.589,98.841,113.622
SY116,113.75,0.589,98.826,113.747
SY116,113.875,0.588,98.821,113.872
SY116,114,0.588,98.802,113.997
SY116,114.125,0.587,98.807,114.122
SY116,114.25,0.587,98.815,114.247
SY116,114.375,0.586,98.745,114.372
SY116,114.5,0.586,98.757,114.497
SY116,114.625,0.586,98.762,114.622
SY116,114.75,0.585,98.749,114.747
SY116,114.875,0.585,98.641,114.872
SY116,115,0.584,98.585,114.997
SY116,115.125,0.584,98.527,115.122
SY116,115.25,0.583,98.509,115.247
SY116,115.375,0.583,98.489,115.372
SY116,115.5,0.582,98.449,115.497
SY116,115.625,0.582,98.424,115.622
SY116,115.75,0.582,98.371,115.747
SY116,115.875,0.581,98.324,115.872
SY116,116,0.581,98.299,115.997
SY116,116.125,0.58,98.25,116.122
SY116,116.25,0.58,98.229,116.247
SY116,116.375,0.579,98.215,116.372
SY116,116.5,0.578,98.177,116.497
SY116,116.625,0.577,98.212,116.622
SY116,116.75,0.577,98.236,116.747
SY116,116.875,0.576,98.242,116.872
SY116,117,0.576,98.245,116.997
SY116,117.125,0.575,98.243,117.122
SY116,117.25,0.574,98.237,117.247
SY116,117.375,0.574,98.251,117.372
SY116,117.5,0.574,98.272,117.497
SY116,117.625,0.573,98.25,117.622
SY116,117.75,0.573,98.239,117.747
SY116,117.875,0.572,98.287,117.872
SY116,118,0.571,98.302,117.997
SY116,118.125,0.571,98.318,118.122
SY116,118.25,0.57,98.321,118.247
SY116,118.375,0.569,98.354,118.372
SY116,118.5,0.569,98.387,118.497
SY116,118.625,0.568,98.442,118.622
SY116,118.75,0.567,98.468,118.747
SY116,118.875,0.566,98.493,118.872
SY116,119,0.565,98.445,118.997
SY116,119.125,0.565,98.447,119.122
SY116,119.25,0.564,98.493,119.247
SY116,119.375,0.564,98.487,119.372
SY116,119.5,0.564,98.502,119.497
SY116,119.625,0.563,98.521,119.622
SY116,119.75,0.562,98.49,119.747
SY116,119.875,0.562,98.49,119.872
SY116,120,0.561,98.549,119.997
SY116,120.125,0.561,98.589,120.122
SY116,120.25,0.56,98.686,120.247
SY116,120.375,0.56,98.744,120.372
SY116,120.5,0.56,98.798,120.497
SY116,120.625,0.559,98.899,120.622
SY116,120.75,0.558,98.972,120.747
SY116,120.875,0.558,99.025,120.872
SY116,121,0.558,99.106,120.997
SY116,121.125,0.557,99.153,121.122
SY116,121.25,0.557,99.195,121.247
SY116,121.375,0.556,99.299,121.372
SY116,121.5,0.556,99.396,121.497
SY116,121.625,0.556,99.458,121.622
SY116,121.75,0.556,99.549,121.747
SY116,121.875,0.556,99.584,121.872
SY116,122,0.555,99.661,121.997
SY116,122.125,0.555,99.758,122.122
SY116,122.25,0.555,99.807,122.247
SY116,122.375,0.554,99.894,122.372
SY116,122.5,0.554,99.98,122.497
SY116,122.625,0.554,100.034,122.622
SY116,122.75,0.553,100.127,122.747
SY116,122.875,0.552,100.191,122.872
SY116,123,0.552,100.227,122.997
SY116,123.125,0.552,100.303,123.122
SY116,123.25,0.551,100.394,123.247
SY116,123.375,0.551,100.422,123.372
SY116,123.5,0.551,100.535,123.497
SY116,123.625,0.551,100.583,123.622
SY116,123.75,0.55,100.667,123.747
SY116,123.875,0.55,100.752,123.872
SY116,124,0.549,100.788,123.997
SY116,124.125,0.549,100.874,124.122
SY116,124.25,0.548,100.924,124.247
SY116,124.375,0.548,100.96,124.372
SY116,124.5,0.548,101.058,124.497
SY116,124.625,0.547,101.141,124.622
SY116,124.75,0.547,101.184,124.747
SY116,124.875,0.547,101.246,124.872
SY116,125,0.546,101.292,124.997
SY116,125.125,0.547,101.377,125.122
SY116,125.25,0.546,101.46,125.247
SY116,125.375,0.546,101.481,125.372
SY116,125.5,0.546,101.582,125.497
SY116,125.625,0.546,101.691,125.622
SY116,125.75,0.546,101.746,125.747
SY116,125.875,0.546,101.87,125.872
SY116,126,0.546,102.021,125.997
SY116,126.125,0.546,102.096,126.122
SY116,126.25,0.547,102.236,126.247
SY116,126.375,0.547,102.369,126.372
SY116,126.5,0.547,102.438,126.497
SY116,126.625,0.548,102.575,126.622
SY116,126.75,0.548,102.661,126.747
SY116,126.875,0.548,102.856,126.872
SY116,127,0.549,103.03,126.997
SY116,127.125,0.549,103.101,127.122
SY116,127.25,0.55,103.275,127.246
SY116,127.375,0.551,103.413,127.371
SY116,127.5,0.552,103.466,127.496
SY116,127.625,0.552,103.618,127.621
SY116,127.75,0.553,103.791,127.746
SY116,127.875,0.554,103.875,127.871
SY116,128,0.555,104.04,127.996
SY116,128.125,0.556,104.122,128.121
SY116,128.25,0.557,104.306,128.246
SY116,128.375,0.557,104.5,128.371
SY116,128.5,0.558,104.596,128.496
SY116,128.625,0.559,104.738,128.621
SY116,128.75,0.56,104.938,128.746
SY116,128.875,0.56,105.014,128.871
SY116,129,0.561,105.142,128.996
SY116,129.125,0.562,105.284,129.121
SY116,129.25,0.562,105.352,129.246
SY116,129.375,0.562,105.462,129.371
SY116,129.5,0.563,105.558,129.496
SY116,129.625,0.563,105.609,129.621
SY116,129.75,0.563,105.697,129.746
SY116,129.875,0.563,105.73,129.871
SY116,130,0.564,105.823,129.996
SY116,130.125,0.564,105.97,130.121
SY116,130.25,0.564,106.069,130.246
SY116,130.375,0.565,106.248,130.371
SY116,130.5,0.565,106.377,130.496
SY116,130.625,0.565,106.436,130.621
SY116,130.75,0.566,106.606,130.746
SY116,130.875,0.566,106.773,130.871
SY116,131,0.567,106.856,130.996
SY116,131.125,0.567,107.015,131.121
SY116,131.25,0.568,107.085,131.246
SY116,131.375,0.568,107.252,131.371
SY116,131.5,0.569,107.376,131.496
SY116,131.625,0.569,107.441,131.621
SY116,131.75,0.57,107.599,131.746
SY116,131.875,0.57,107.734,131.871
SY116,132,0.57,107.773,131.996
SY116,132.125,0.571,107.868,132.121
SY116,132.25,0.572,107.964,132.246
SY116,132.375,0.573,108.007,132.371
SY116,132.5,0.574,108.114,132.496
SY116,132.625,0.575,108.162,132.621
SY116,132.75,0.575,108.176,132.746
SY116,132.875,0.576,108.321,132.871
SY116,133,0.577,108.383,132.996
SY116,133.125,0.578,108.476,133.121
SY116,133.25,0.579,108.548,133.246
SY116,133.375,0.58,108.59,133.371
SY116,133.5,0.581,108.693,133.496
SY116,133.625,0.582,108.806,133.621
SY116,133.75,0.582,108.864,133.746
SY116,133.875,0.583,108.925,133.871
SY116,134,0.584,109.003,133.996
SY116,134.125,0.584,109.061,134.121
SY116,134.25,0.585,109.172,134.246
SY116,134.375,0.585,109.289,134.371
SY116,134.5,0.585,109.336,134.496
SY116,134.625,0.586,109.448,134.621
SY116,134.75,0.586,109.467,134.746
SY116,134.875,0.587,109.568,134.871
SY116,135,0.588,109.733,134.996
SY116,135.125,0.588,109.806,135.121
SY116,135.25,0.588,109.904,135.246
SY116,135.375,0.589,109.955,135.371
SY116,135.5,0.589,109.971,135.496
SY116,135.625,0.589,110.029,135.621
SY116,135.75,0.59,110.048,135.746
SY116,135.875,0.59,110.051,135.871
SY116,136,0.591,110.06,135.996
SY116,136.125,0.591,110.074,136.121
SY116,136.25,0.592,110.08,136.246
SY116,136.375,0.593,110.099,136.371
SY116,136.5,0.593,110.102,136.496
SY116,136.625,0.594,110.138,136.621
SY116,136.75,0.595,110.162,136.746
SY116,136.875,0.595,110.172,136.871
SY116,137,0.596,110.181,136.996
SY116,137.125,0.597,110.223,137.121
SY116,137.25,0.597,110.252,137.246
SY116,137.375,0.598,110.285,137.371
SY116,137.5,0.598,110.309,137.496
SY116,137.625,0.598,110.335,137.621
SY116,137.75,0.599,110.375,137.746
SY116,137.875,0.6,110.39,137.871
SY116,138,0.601,110.415,137.996
SY116,138.125,0.601,110.435,138.121
SY116,138.25,0.602,110.465,138.246
SY116,138.375,0.602,110.521,138.371
SY116,138.5,0.603,110.584,138.496
SY116,138.625,0.603,110.6,138.621
SY116,138.75,0.603,110.621,138.746
SY116,138.875,0.604,110.62,138.871
SY116,139,0.604,110.61,138.996
SY116,139.125,0.605,110.64,139.121
SY116,139.25,0.605,110.66,139.246
SY116,139.375,0.606,110.692,139.371
SY116,139.5,0.607,110.715,139.496
SY116,139.625,0.608,110.718,139.621
SY116,139.75,0.609,110.701,139.746
SY116,139.875,0.609,110.733,139.871
SY116,140,0.61,110.727,139.996
SY116,140.125,0.611,110.746,140.121
SY116,140.25,0.612,110.766,140.246
SY116,140.375,0.613,110.779,140.371
SY116,140.5,0.614,110.81,140.496
SY116,140.625,0.615,110.855,140.621
SY116,140.75,0.615,110.86,140.746
SY116,140.875,0.616,110.885,140.871
SY116,141,0.617,110.898,140.996
SY116,141.125,0.618,110.926,141.121
SY116,141.25,0.618,110.897,141.246
SY116,141.375,0.619,110.851,141.371
SY116,141.5,0.62,110.82,141.496
SY116,141.625,0.62,110.797,141.621
SY116,141.75,0.62,110.787,141.746
SY116,141.875,0.621,110.761,141.871
SY116,142,0.621,110.779,141.996
SY116,142.125,0.622,110.755,142.121
SY116,142.25,0.622,110.738,142.246
SY116,142.375,0.623,110.726,142.371
SY116,142.5,0.623,110.707,142.496
SY116,142.625,0.623,110.677,142.621
SY116,142.75,0.623,110.659,142.746
SY116,142.875,0.623,110.665,142.871
SY116,143,0.624,110.641,142.996
SY116,143.125,0.624,110.617,143.121
SY116,143.25,0.624,110.542,143.246
SY116,143.375,0.624,110.487,143.371
SY116,143.5,0.624,110.477,143.496
SY116,143.625,0.624,110.41,143.621
SY116,143.75,0.624,110.301,143.746
SY116,143.875,0.624,110.256,143.871
SY116,144,0.624,110.156,143.996
SY116,144.125,0.624,110.069,144.121
SY116,144.25,0.625,109.93,144.246
SY116,144.375,0.625,109.819,144.371
SY116,144.5,0.626,109.761,144.496
SY116,144.625,0.627,109.639,144.621
SY116,144.75,0.628,109.509,144.746
SY116,144.875,0.628,109.468,144.871
SY116,145,0.629,109.398,144.996
SY116,145.125,0.629,109.325,145.121
SY116,145.25,0.63,109.272,145.246
SY116,145.375,0.631,109.153,145.371
SY116,145.5,0.631,109.101,145.496
SY116,145.625,0.632,109.051,145.621
SY116,145.75,0.633,108.944,145.745
SY116,145.875,0.633,108.895,145.87
SY116,146,0.633,108.809,145.995
SY116,146.125,0.634,108.681,146.12
SY116,146.25,0.634,108.638,146.245
SY116,146.375,0.635,108.536,146.37
SY116,146.5,0.635,108.441,146.495
SY116,146.625,0.635,108.37,146.62
SY116,146.75,0.636,108.246,146.745
SY116,146.875,0.636,108.135,146.87
SY116,147,0.637,108.073,146.995
SY116,147.125,0.637,107.937,147.12
SY116,147.25,0.638,107.874,147.245
SY116,147.375,0.638,107.74,147.37
SY116,147.5,0.638,107.686,147.495
SY116,147.625,0.639,107.647,147.62
SY116,147.75,0.639,107.583,147.745
SY116,147.875,0.64,107.49,147.87
SY116,148,0.64,107.449,147.995
SY116,148.125,0.64,107.359,148.12
SY116,148.25,0.64,107.258,148.245
SY116,148.375,0.641,107.239,148.37
SY116,148.5,0.641,107.143,148.495
SY116,148.625,0.641,107.065,148.62
SY116,148.75,0.641,107.021,148.745
SY116,148.875,0.641,106.934,148.87
SY116,149,0.64,106.885,148.995
SY116,149.125,0.641,106.799,149.12
SY116,149.25,0.641,106.725,149.245
SY116,149.375,0.642,106.663,149.37
SY116,149.5,0.643,106.558,149.495
SY116,149.625,0.643,106.503,149.62
SY116,149.75,0.644,106.459,149.745
SY116,149.875,0.645,106.385,149.87
SY116,150,0.646,106.341,149.995
SY116,150.125,0.647,106.31,150.12
SY116,150.25,0.648,106.252,150.245
SY116,150.375,0.648,106.202,150.37
SY116,150.5,0.649,106.095,150.495
SY116,150.625,0.65,106.062,150.62
SY116,150.75,0.65,106.066,150.745
SY116,150.875,0.651,106.015,150.87
SY116,151,0.652,105.949,150.995
SY116,151.125,0.652,105.902,151.12
SY116,151.25,0.653,105.87,151.245
SY116,151.375,0.653,105.797,151.37
SY116,151.5,0.653,105.77,151.495
SY116,151.625,0.653,105.737,151.62
SY116,151.75,0.653,105.714,151.745
SY116,151.875,0.653,105.694,151.87
SY116,152,0.654,105.636,151.995
SY116,152.125,0.654,105.612,152.12
SY116,152.25,0.653,105.55,152.245
SY116,152.375,0.654,105.494,152.37
SY116,152.5,0.654,105.447,152.495
SY116,152.625,0.655,105.367,152.62
SY116,152.75,0.655,105.26,152.745
SY116,152.875,0.655,105.2,152.87
SY116,153,0.655,105.104,152.995
SY116,153.125,0.655,105.046,153.12
SY116,153.25,0.655,104.998,153.245
SY116,153.375,0.655,104.946,153.37
SY116,153.5,0.655,104.918,153.495
SY116,153.625,0.655,104.816,153.62
SY116,153.75,0.655,104.704,153.745
SY116,153.875,0.655,104.653,153.87
SY116,154,0.655,104.591,153.995
SY116,154.125,0.655,104.521,154.12
SY116,154.25,0.655,104.484,154.245
SY116,154.375,0.655,104.421,154.37
SY116,154.5,0.654,104.355,154.495
SY116,154.625,0.654,104.322,154.62
SY116,154.75,0.654,104.234,154.745
SY116,154.875,0.654,104.213,154.87
SY116,155,0.654,104.22,154.995
SY116,155.125,0.653,104.168,155.12
SY116,155.25,0.653,104.142,155.245
SY116,155.375,0.653,104.081,155.37
SY116,155.5,0.653,104.013,155.495
SY116,155.625,0.653,103.988,155.62
SY116,155.75,0.652,103.96,155.745
SY116,155.875,0.652,103.9,155.87
SY116,156,0.652,103.893,155.995
SY116,156.125,0.651,103.866,156.12
SY116,156.25,0.651,103.807,156.245
SY116,156.375,0.65,103.745,156.37
SY116,156.5,0.65,103.695,156.495
SY116,156.625,0.65,103.665,156.62
SY116,156.75,0.65,103.594,156.745
SY116,156.875,0.649,103.534,156.87
SY116,157,0.649,103.51,156.995
SY116,157.125,0.649,103.413,157.12
SY116,157.25,0.648,103.302,157.245
SY116,157.375,0.647,103.241,157.37
SY116,157.5,0.646,103.199,157.495
SY116,157.625,0.646,103.156,157.62
SY116,157.75,0.646,103.104,157.745
SY116,157.875,0.645,103.014,157.87
SY116,158,0.645,102.968,157.995
SY116,158.125,0.645,102.914,158.12
SY116,158.25,0.645,102.823,158.245
SY116,158.375,0.644,102.787,158.37
SY116,158.5,0.644,102.703,158.495
SY116,158.625,0.644,102.707,158.62
SY116,158.75,0.644,102.67,158.745
SY116,158.875,0.644,102.572,158.87
SY116,159,0.644,102.573,158.995
SY116,159.125,0.645,102.55,159.12
SY116,159.25,0.645,102.479,159.245
SY116,159.375,0.645,102.47,159.37
SY116,159.5,0.645,102.481,159.495
SY116,159.625,0.645,102.457,159.62
SY116,159.75,0.645,102.463,159.745
SY116,159.875,0.644,102.458,159.87
SY116,160,0.644,102.507,159.995
SY116,160.125,0.644,102.529,160.12
SY116,160.25,0.644,102.566,160.245
SY116,160.375,0.644,102.558,160.37
SY116,160.5,0.644,102.521,160.495
SY116,160.625,0.644,102.528,160.62
SY116,160.75,0.643,102.542,160.745
SY116,160.875,0.643,102.525,160.87
SY116,161,0.643,102.478,160.995
SY116,161.125,0.643,102.5,161.12
SY116,161.25,0.643,102.48,161.245
SY116,161.375,0.642,102.496,161.37
SY116,161.5,0.642,102.502,161.495
SY116,161.625,0.642,102.496,161.619
SY116,161.75,0.641,102.501,161.744
SY116,161.875,0.642,102.492,161.869
SY116,162,0.642,102.496,161.994
SY116,162.125,0.641,102.484,162.119
SY116,162.25,0.641,102.476,162.244
SY116,162.375,0.641,102.459,162.369
SY116,162.5,0.641,102.458,162.494
SY116,162.625,0.642,102.452,162.619
SY116,162.75,0.641,102.44,162.744
SY116,162.875,0.64,102.357,162.869
SY116,163,0.64,102.311,162.994
SY116,163.125,0.64,102.261,163.119
SY116,163.25,0.639,102.25,163.244
SY116,163.375,0.639,102.218,163.369
SY116,163.5,0.638,102.215,163.494
SY116,163.625,0.638,102.198,163.619
SY116,163.75,0.638,102.145,163.744
SY116,163.875,0.637,102.091,163.869
SY116,164,0.637,102.071,163.994
SY116,164.125,0.637,101.989,164.119
SY116,164.25,0.636,101.878,164.244
SY116,164.375,0.636,101.835,164.369
SY116,164.5,0.636,101.782,164.494
SY116,164.625,0.635,101.712,164.619
SY116,164.75,0.634,101.64,164.744
SY116,164.875,0.633,101.578,164.869
SY116,165,0.633,101.534,164.994
SY116,165.125,0.632,101.471,165.119
SY116,165.25,0.63,101.403,165.244
SY116,165.375,0.63,101.34,165.369
SY116,165.5,0.629,101.242,165.494
SY116,165.625,0.628,101.193,165.619
SY116,165.75,0.627,101.171,165.744
SY116,165.875,0.627,101.077,165.869
SY116,166,0.626,100.955,165.994
SY116,166.125,0.625,100.9,166.119
SY116,166.25,0.625,100.833,166.244
SY116,166.375,0.624,100.805,166.369
SY116,166.5,0.624,100.743,166.494
SY116,166.625,0.623,100.708,166.619
SY116,166.75,0.622,100.691,166.744
SY116,166.875,0.622,100.663,166.869
SY116,167,0.621,100.62,166.994
SY116,167.125,0.621,100.604,167.119
SY116,167.25,0.62,100.541,167.244
SY116,167.375,0.619,100.486,167.369
SY116,167.5,0.619,100.476,167.494
SY116,167.625,0.619,100.407,167.619
SY116,167.75,0.618,100.371,167.744
SY116,167.875,0.617,100.336,167.869
SY116,168,0.617,100.382,167.994
SY116,168.125,0.616,100.386,168.119
SY116,168.25,0.615,100.343,168.244
SY116,168.375,0.615,100.308,168.369
SY116,168.5,0.614,100.278,168.494
SY116,168.625,0.614,100.244,168.619
SY116,168.75,0.614,100.221,168.744
SY116,168.875,0.614,100.245,168.869
SY116,169,0.613,100.274,168.994
SY116,169.125,0.613,100.273,169.119
SY116,169.25,0.613,100.261,169.244
SY116,169.375,0.613,100.256,169.369
SY116,169.5,0.613,100.235,169.494
SY116,169.625,0.613,100.199,169.619
SY116,169.75,0.613,100.146,169.744
SY116,169.875,0.613,100.109,169.869
SY116,170,0.612,100.07,169.994
SY116,170.125,0.611,100.035,170.119
SY116,170.25,0.611,100.018,170.244
SY116,170.375,0.611,100.008,170.369
SY116,170.5,0.611,100.024,170.494
SY116,170.625,0.611,100.05,170.619
SY116,170.75,0.61,100.103,170.744
SY116,170.875,0.61,100.162,170.869
SY116,171,0.61,100.168,170.994
SY116,171.125,0.609,100.217,171.119
SY116,171.25,0.609,100.238,171.244
SY116,171.375,0.609,100.257,171.369
