采出方式,生产日期,生产时间_(H),套压(MPa)_关井,套压(MPa)_平均,油压(MPa)_关井,油压(MPa)_平均,井口温度,日产气量_(m^3),日产水量_(t),日产油量_(t),日放空气量_(m^3),月产气量_(m^3),月产水量_(t),月产油量_(t),月放空气量_(m^3),年产气量_(10^4m^3),年产水量_(10^4t),年产油量_(10^4t),年放空气量_(10^4m^3),累产气量_(10^8m^3),累产水量_(10^4t),累产油量_(10^4t),累放空气量_(10^8m^3),输压_(MPa),气举注气量_(m^3),备注
自喷,2014/12/31,17.33,46.9,46.11,57.25,56.42,67.2,316779,3,,,14162673,115.4,,,13996.5008,0.12142,0,1.5,1.96660497,0.1666,0,0.00015,7.85,,"31日10:30关井更换井口一级节流阀笼套,套压48.28MPa,油压56.33MPa.17:40更换完成后开井,套压42.42MPa,油压57.09MPa,输压7.5MPa,瞬产44万方."
自喷,2015/1/1,24,,47.35,,56.37,70.3,439144,3.3,,,439144,3.3,,,43.9144,0.00033,0,0,1.97099641,0.16693,0,0.00015,7.83,,
自喷,2015/1/2,24,,47.67,,56.34,71.4,447600,3.5,,,886744,6.8,,,88.6744,0.00068,0,0,1.97547241,0.16728,0,0.00015,7.85,,
自喷,2015/1/3,24,,47.87,,56.32,71.7,453186,3.4,,,1339930,10.2,,,133.993,0.00102,0,0,1.98000427,0.16762,0,0.00015,7.92,,
自喷,2015/1/4,24,,48,,56.3,71.9,456481,3.6,,,1796411,13.8,,,179.6411,0.00138,0,0,1.98456908,0.16798,0,0.00015,7.92,,
自喷,2015/1/5,24,,48.13,,56.27,72,459399,3.7,,,2255810,17.5,,,225.581,0.00175,0,0,1.98916307,0.16835,0,0.00015,7.91,,
自喷,2015/1/6,24,,48.22,,56.26,72.4,461286,3.6,,,2717096,21.1,,,271.7096,0.00211,0,0,1.99377593,0.16871,0,0.00015,7.79,,
自喷,2015/1/7,24,,48.34,,56.23,72.3,467557,3,,,3184653,24.1,,,318.4653,0.00241,0,0,1.9984515,0.16901,0,0.00015,7.79,,
自喷,2015/1/8,24,,48.45,,56.2,72.8,472816,3.5,,,3657469,27.6,,,365.7469,0.00276,0,0,2.00317966,0.16936,0,0.00015,7.85,,
自喷,2015/1/9,24,,48.56,,56.17,73.3,476397,4,,,4133866,31.6,,,413.3866,0.00316,0,0,2.00794363,0.16976,0,0.00015,7.83,,
自喷,2015/1/10,24,,48.63,,56.14,73.3,479640,3.5,,,4613506,35.1,,,461.3506,0.00351,0,0,2.01274003,0.17011,0,0.00015,7.86,,
自喷,2015/1/11,24,,48.73,,56.1,73.4,484550,3.5,,,5098056,38.6,,,509.8056,0.00386,0,0,2.01758553,0.17046,0,0.00015,7.86,,
自喷,2015/1/12,24,,48.87,,56.04,74,491712,3,,,5589768,41.6,,,558.9768,0.00416,0,0,2.02250265,0.17076,0,0.00015,7.79,,
自喷,2015/1/13,24,,49,,56.01,74.4,497086,3.8,,,6086854,45.4,,,608.6854,0.00454,0,0,2.02747351,0.17114,0,0.00015,7.94,,
自喷,2015/1/14,24,,49.09,,55.98,74.7,501004,3.7,,,6587858,49.1,,,658.7858,0.00491,0,0,2.03248355,0.17151,0,0.00015,8,,
自喷,2015/1/15,24,,49.17,,55.95,75.2,504182,4,,,7092040,53.1,,,709.204,0.00531,0,0,2.03752537,0.17191,0,0.00015,7.88,,
自喷,2015/1/16,24,,49.17,,55.94,75.3,502057,3.9,,,7594097,57,,,759.4097,0.0057,0,0,2.04254594,0.1723,0,0.00015,7.96,,
自喷,2015/1/17,24,,49.16,,55.86,75.2,495693,4,,,8089790,61,,,808.979,0.0061,0,0,2.04750287,0.1727,0,0.00015,7.83,,
自喷,2015/1/18,24,,49.19,,55.86,74.8,496290,3.4,,,8586080,64.4,,,858.608,0.00644,0,0,2.05246577,0.17304,0,0.00015,7.93,,
自喷,2015/1/19,24,,49.23,,55.85,75,498391,4,,,9084471,68.4,,,908.4471,0.00684,0,0,2.05744968,0.17344,0,0.00015,7.83,,
自喷,2015/1/20,24,,49.29,,55.83,75.3,502391,4,,,9586862,72.4,,,958.6862,0.00724,0,0,2.06247359,0.17384,0,0.00015,7.85,,
自喷,2015/1/21,24,,49.28,,55.8,75.4,503341,3.4,,,10090203,75.8,,,1009.0203,0.00758,0,0,2.067507,0.17418,0,0.00015,7.9,,
自喷,2015/1/22,24,,49.33,,55.76,75.8,505521,4,,,10595724,79.8,,,1059.5724,0.00798,0,0,2.07256221,0.17458,0,0.00015,7.87,,
自喷,2015/1/23,24,,49.36,,55.74,76,506961,4,,,11102685,83.8,,,1110.2685,0.00838,0,0,2.07763182,0.17498,0,0.00015,7.85,,
自喷,2015/1/24,24,,49.27,,55.72,76.1,507712,4,,,11610397,87.8,,,1161.0397,0.00878,0,0,2.08270894,0.17538,0,0.00015,7.84,,
自喷,2015/1/25,24,,49.4,,55.7,76.3,508161,4,,,12118558,91.8,,,1211.8558,0.00918,0,0,2.08779055,0.17578,0,0.00015,7.88,,
自喷,2015/1/26,24,,49.4,,55.68,76.1,506410,4,,,12624968,95.8,,,1262.4968,0.00958,0,0,2.09285465,0.17618,0,0.00015,7.89,,
自喷,2015/1/27,24,,49.42,,55.66,76.4,509669,4,,,13134637,99.8,,,1313.4637,0.00998,0,0,2.09795134,0.17658,0,0.00015,7.95,,
自喷,2015/1/28,24,,49.45,,55.62,75.3,508081,3.4,,,13642718,103.2,,,1364.2718,0.01032,0,0,2.10303215,0.17692,0,0.00015,8.02,,
自喷,2015/1/29,24,,49.46,,55.6,74.3,507173,4,,,14149891,107.2,,,1414.9891,0.01072,0,0,2.10810388,0.17732,0,0.00015,7.98,,
自喷,2015/1/30,24,,49.47,,55.58,75.3,506325,4,,,14656216,111.2,,,1465.6216,0.01112,0,0,2.11316713,0.17772,0,0.00015,8.07,,
自喷,2015/1/31,24,,49.48,,55.55,74.7,499329,4,,,15155545,115.2,,,1515.5545,0.01152,0,0,2.11816042,0.17812,0,0.00015,7.98,,
自喷,2015/2/1,24,,49.48,,55.53,75.5,492671,4,,,492671,4,,,1564.8216,0.01192,0,0,2.12308713,0.17852,0,0.00015,8.12,,
自喷,2015/2/2,24,,49.57,,55.53,75.9,506995,4,,,999666,8,,,1615.5211,0.01232,0,0,2.12815708,0.17892,0,0.00015,7.19,,
自喷,2015/2/3,24,,49.57,,55.63,75.9,503841,4,,,1503507,12,,,1665.9052,0.01272,0,0,2.13319549,0.17932,0,0.00015,7.13,,
自喷,2015/2/4,24,,49.55,,55.73,76.2,496101,3.5,,,1999608,15.5,,,1715.5153,0.01307,0,0,2.1381565,0.17967,0,0.00015,7.12,,
自喷,2015/2/5,24,,49.55,,55.79,75.9,493829,3.5,,,2493437,19,,,1764.8982,0.01342,0,0,2.14309479,0.18002,0,0.00015,7.12,,
自喷,2015/2/6,24,,49.58,,55.82,75.8,492326,3.5,,,2985763,22.5,,,1814.1308,0.01377,0,0,2.14801805,0.18037,0,0.00015,7.58,,
自喷,2015/2/7,24,,49.59,,55.77,76.1,491921,3,,,3477684,25.5,,,1863.3229,0.01407,0,0,2.15293726,0.18067,0,0.00015,7.95,,
自喷,2015/2/8,24,,49.6,,55.72,76.2,492563,4,,,3970247,29.5,,,1912.5792,0.01447,0,0,2.15786289,0.18107,0,0.00015,7.95,,
自喷,2015/2/9,24,,49.61,,55.67,76.4,492422,4,,,4462669,33.5,,,1961.8214,0.01487,0,0,2.16278711,0.18147,0,0.00015,7.98,,
自喷,2015/2/10,24,,49.6,,55.63,76.7,492298,3.9,,,4954967,37.4,,,2011.0512,0.01526,0,0,2.16771009,0.18186,0,0.00015,7.98,,
自喷,2015/2/11,24,,49.56,,55.61,76.5,490191,4,,,5445158,41.4,,,2060.0703,0.01566,0,0,2.172612,0.18226,0,0.00015,7.68,,
自喷,2015/2/12,24,,49.57,,55.55,76.6,493984,3.9,,,5939142,45.3,,,2109.4687,0.01605,0,0,2.17755184,0.18265,0,0.00015,7.88,,
自喷,2015/2/13,24,,49.69,,55.49,77,501311,4,,,6440453,49.3,,,2159.5998,0.01645,0,0,2.18256495,0.18305,0,0.00015,7.88,,
自喷,2015/2/14,24,,49.68,,55.46,77.5,498946,4,,,6939399,53.3,,,2209.4944,0.01685,0,0,2.18755441,0.18345,0,0.00015,8,,
自喷,2015/2/15,24,,49.65,,55.44,77.6,497756,4,,,7437155,57.3,,,2259.27,0.01725,0,0,2.19253197,0.18385,0,0.00015,8,,
自喷,2015/2/16,24,,49.62,,55.42,77.6,497547,4.4,,,7934702,61.7,,,2309.0247,0.01769,0,0,2.19750744,0.18429,0,0.00015,8.03,,
自喷,2015/2/17,24,,49.58,,55.39,77.3,496307,4,,,8431009,65.7,,,2358.6554,0.01809,0,0,2.20247051,0.18469,0,0.00015,7.96,,
自喷,2015/2/18,24,,49.55,,55.37,77.3,495979,4,,,8926988,69.7,,,2408.2533,0.01849,0,0,2.2074303,0.18509,0,0.00015,7.95,,
自喷,2015/2/19,24,,49.51,,55.35,77.7,495435,4,,,9422423,73.7,,,2457.7968,0.01889,0,0,2.21238465,0.18549,0,0.00015,7.95,,
自喷,2015/2/20,24,,49.47,,55.32,76.7,495022,4,,,9917445,77.7,,,2507.299,0.01929,0,0,2.21733487,0.18589,0,0.00015,7.79,,
自喷,2015/2/21,24,,49.4,,55.31,77,501900,4,,,10419345,81.7,,,2557.489,0.01969,0,0,2.22235387,0.18629,0,0.00015,6.91,,
自喷,2015/2/22,24,,49.34,,55.33,76.9,499723,4,,,10919068,85.7,,,2607.4613,0.02009,0,0,2.2273511,0.18669,0,0.00015,6.89,,
自喷,2015/2/23,24,,49.28,,55.32,76.9,490308,4,,,11409376,89.7,,,2656.4921,0.02049,0,0,2.23225418,0.18709,0,0.00015,7.32,,
自喷,2015/2/24,24,,49.27,,55.29,76.9,487578,4.5,,,11896954,94.2,,,2705.2499,0.02094,0,0,2.23712996,0.18754,0,0.00015,8.03,,
自喷,2015/2/25,24,,49.26,,55.27,77.2,487096,4.5,,,12384050,98.7,,,2753.9595,0.02139,0,0,2.24200092,0.18799,0,0.00015,7.99,,
自喷,2015/2/26,24,,49.21,,55.25,77.3,486944,3.5,,,12870994,102.2,,,2802.6539,0.02174,0,0,2.24687036,0.18834,0,0.00015,8.1,,
自喷,2015/2/27,24,,49.18,,55.22,77.2,488431,4,,,13359425,106.2,,,2851.497,0.02214,0,0,2.25175467,0.18874,0,0.00015,8.04,,
自喷,2015/2/28,24,,49.16,,55.18,76.6,490106,4.5,,,13849531,110.7,,,2900.5076,0.02259,0,0,2.25665573,0.18919,0,0.00015,8.03,,
自喷,2015/3/1,24,,49.12,,55.16,76.6,488867,4,,,488867,4,,,2949.3943,0.02299,0,0,2.2615444,0.18959,0,0.00015,7.99,,
自喷,2015/3/2,24,,49.07,,55.14,76.8,487995,4.3,,,976862,8.3,,,2998.1938,0.02342,0,0,2.26642435,0.19002,0,0.00015,8.01,,
自喷,2015/3/3,24,,49.02,,55.12,76.9,487091,4.2,,,1463953,12.5,,,3046.9029,0.02384,0,0,2.27129526,0.19044,0,0.00015,7.93,,
自喷,2015/3/4,24,,48.96,,55.11,76.8,486612,4,,,1950565,16.5,,,3095.5641,0.02424,0,0,2.27616138,0.19084,0,0.00015,7.93,,
自喷,2015/3/5,24,,48.92,,55.08,76.7,486460,4.5,,,2437025,21,,,3144.2101,0.02469,0,0,2.28102598,0.19129,0,0.00015,7.99,,
自喷,2015/3/6,24,,48.88,,55.05,77.2,486269,4,,,2923294,25,,,3192.837,0.02509,0,0,2.28588867,0.19169,0,0.00015,7.97,,
自喷,2015/3/7,24,,48.85,,55.03,77.5,484549,4,,,3407843,29,,,3241.2919,0.02549,0,0,2.29073416,0.19209,0,0.00015,8.03,,
自喷,2015/3/8,24,,48.78,,55.01,76.7,484197,4,,,3892040,33,,,3289.7116,0.02589,0,0,2.29557613,0.19249,0,0.00015,8.15,,
自喷,2015/3/9,24,,48.75,,54.99,77.1,488256,4,,,4380296,37,,,3338.5372,0.02629,0,0,2.30045869,0.19289,0,0.00015,8.08,,
自喷,2015/3/10,24,,48.71,,54.97,77.3,488156,3.7,,,4868452,40.7,,,3387.3528,0.02666,0,0,2.30534025,0.19326,0,0.00015,8.14,,
自喷,2015/3/11,24,,48.65,,54.96,76.9,486786,4,,,5355238,44.7,,,3436.0314,0.02706,0,0,2.31020811,0.19366,0,0.00015,8.06,,
自喷,2015/3/12,24,,48.56,,54.94,76.8,484519,4.2,,,5839757,48.9,,,3484.4833,0.02748,0,0,2.3150533,0.19408,0,0.00015,8.15,,
自喷,2015/3/13,24,,48.55,,54.92,77.1,482332,3.7,,,6322089,52.6,,,3532.7165,0.02785,0,0,2.31987662,0.19445,0,0.00015,8.04,,
自喷,2015/3/14,24,,48.53,,54.91,77.5,490544,4,,,6812633,56.6,,,3581.7709,0.02825,0,0,2.32478206,0.19485,0,0.00015,6.95,,
自喷,2015/3/15,24,,48.52,,54.99,77,486471,4,,,7299104,60.6,,,3630.418,0.02865,0,0,2.32964677,0.19525,0,0.00015,6.83,,
自喷,2015/3/16,8.83,46.64,48.51,56.24,55.06,77.3,171771,2,,,7470875,62.6,,,3647.5951,0.02885,0,0,2.33136448,0.19545,0,0.00015,7.06,,16日16：30因管线碰口关井。
自喷,2015/3/17,0,39.16,39.16,56.16,56.16,,,,,,7470875,62.6,,,3647.5951,0.02885,0,0,2.33136448,0.19545,0,0.00015,,,
自喷,2015/3/18,0,36.49,36.49,56.21,56.21,,,,,,7470875,62.6,,,3647.5951,0.02885,0,0,2.33136448,0.19545,0,0.00015,,,
自喷,2015/3/19,0,36.48,36.48,56.26,56.26,,,,,,7470875,62.6,,,3647.5951,0.02885,0,0,2.33136448,0.19545,0,0.00015,,,
自喷,2015/3/20,10.25,36.2,43.88,56.29,55.17,60.7,186875,2,,,7657750,64.6,,,3666.2826,0.02905,0,0,2.33323323,0.19565,0,0.00015,7.17,,20日22：15开井，套压36.13MPa，油压56.29MPa，瞬产50万方。
自喷,2015/3/21,24,,48.41,,55.15,71.4,515189,4,,,8172939,68.6,,,3717.8015,0.02945,0,0,2.33838512,0.19605,0,0.00015,8.14,,
自喷,2015/3/22,24,,49.79,,55.11,74.9,519656,4.5,,,8692595,73.1,,,3769.7671,0.0299,0,0,2.34358168,0.1965,0,0.00015,8.11,,
自喷,2015/3/23,24,,50.28,,55.09,76.2,521013,4.5,,,9213608,77.6,,,3821.8684,0.03035,0,0,2.34879181,0.19695,0,0.00015,8.06,,
自喷,2015/3/24,24,,50.46,,55.06,76.9,517575,4.3,,,9731183,81.9,,,3873.6259,0.03078,0,0,2.35396756,0.19738,0,0.00015,8.12,,
自喷,2015/3/25,24,,50.61,,55.02,77.6,516688,4,,,10247871,85.9,,,3925.2947,0.03118,0,0,2.35913444,0.19778,0,0.00015,8.1,,
自喷,2015/3/26,24,,50.68,,54.98,78,515512,4.4,,,10763383,90.3,,,3976.8459,0.03162,0,0,2.36428956,0.19822,0,0.00015,8.18,,
自喷,2015/3/27,24,,50.72,,54.93,78.7,513856,4,,,11277239,94.3,,,4028.2315,0.03202,0,0,2.36942812,0.19862,0,0.00015,8.15,,
自喷,2015/3/28,24,,50.75,,54.91,78.1,512993,4.7,,,11790232,99,,,4079.5308,0.03249,0,0,2.37455805,0.19909,0,0.00015,8.2,,
自喷,2015/3/29,24,,50.77,,54.88,78.7,512337,4.5,,,12302569,103.5,,,4130.7645,0.03294,0,0,2.37968142,0.19954,0,0.00015,8.14,,
自喷,2015/3/30,24,,50.78,,54.85,79,511809,4,,,12814378,107.5,,,4181.9454,0.03334,0,0,2.38479951,0.19994,0,0.00015,8.19,,
自喷,2015/3/31,24,,49.85,,54.96,76.9,439845,3.8,,,13254223,111.3,,,4225.9299,0.03372,0,0,2.38919796,0.20032,0,0.00015,8.09,,31日15：30噪音测试降产至4万方，18：45复产按50万方组织生产。
自喷,2015/4/1,0.83,49.48,50.44,56.18,54.81,79,10417,0,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,7.07,,1日:30因气藏产量调配，调节关井，套压50.44MPa，油压54.8MPa；
自喷,2015/4/2,0,39.59,39.59,56.05,56.05,,,,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,,,
自喷,2015/4/3,0,38.24,38.24,56.11,56.11,,,,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,,,
自喷,2015/4/4,0,37.75,37.75,56.18,56.18,24.8,,,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,6.96,,
自喷,2015/4/5,0,37.59,37.59,56.21,56.21,22.2,,,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,,,
自喷,2015/4/6,0,37.59,37.59,56.27,56.27,14.3,,,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,6.85,,
自喷,2015/4/7,0,37.73,37.73,56.32,56.32,11.2,,,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,,,
自喷,2015/4/8,0,37.93,37.93,56.38,56.38,10.9,,,,,10417,0,,,4226.9716,0.03372,0,0,2.38930213,0.20032,0,0.00015,,,
自喷,2015/4/9,15.83,38.02,46.5,56.39,55.47,38.8,291000,2.3,,,301417,2.3,,,4256.0716,0.03395,0,0,2.39221213,0.20055,0,0.00015,7.67,,9日17:30开井，套压38.02MPa，油压56.38MPa。
自喷,2015/4/10,24,,51.75,,55.42,67.5,470647,4,,,772064,6.3,,,4303.1363,0.03435,0,0,2.3969186,0.20095,0,0.00015,7.96,,
自喷,2015/4/11,24,,52.88,,55.36,71.5,477575,4.3,,,1249639,10.6,,,4350.8938,0.03478,0,0,2.40169435,0.20138,0,0.00015,7.93,,
自喷,2015/4/12,24,,53.38,,55.34,73,477686,4.2,,,1727325,14.8,,,4398.6624,0.0352,0,0,2.40647121,0.2018,0,0.00015,7.95,,
自喷,2015/4/13,24,,53.55,,55.29,74.6,481975,4,,,2209300,18.8,,,4446.8599,0.0356,0,0,2.41129096,0.2022,0,0.00015,7.93,,
自喷,2015/4/14,24,,53.8,,55.22,75.2,487507,4.7,,,2696807,23.5,,,4495.6106,0.03607,0,0,2.41616603,0.20267,0,0.00015,7.91,,
自喷,2015/4/15,24,,53.94,,55.17,75.4,489401,4.5,,,3186208,28,,,4544.5507,0.03652,0,0,2.42106004,0.20312,0,0.00015,7.89,,
自喷,2015/4/16,24,,53.8,,55.19,75.9,470590,4,,,3656798,32,,,4591.6097,0.03692,0,0,2.42576594,0.20352,0,0.00015,7.83,,
自喷,2015/4/17,24,,53.67,,55.17,76.2,463786,4,,,4120584,36,,,4637.9883,0.03732,0,0,2.4304038,0.20392,0,0.00015,7.87,,
自喷,2015/4/18,24,,53.73,,55.13,76.6,466005,4,,,4586589,40,,,4684.5888,0.03772,0,0,2.43506385,0.20432,0,0.00015,8.06,,
自喷,2015/4/19,24,,53.75,,55.07,75,465982,4,,,5052571,44,,,4731.187,0.03812,0,0,2.43972367,0.20472,0,0.00015,8.03,,
自喷,2015/4/20,24,,53.62,,55.03,75.8,461031,4,,,5513602,48,,,4777.2901,0.03852,0,0,2.44433398,0.20512,0,0.00015,7.93,,
自喷,2015/4/21,24,,53.86,,54.06,76.7,480031,4,,,5993633,52,,,4825.2932,0.03892,0,0,2.44913429,0.20552,0,0.00015,8.01,,
自喷,2015/4/22,24,,53.92,,54.93,76.9,484160,4,,,6477793,56,,,4873.7092,0.03932,0,0,2.45397589,0.20592,0,0.00015,7.9,,
自喷,2015/4/23,24,,53.92,,54.89,76.9,482187,5,,,6959980,61,,,4921.9279,0.03982,0,0,2.45879776,0.20642,0,0.00015,7.95,,
自喷,2015/4/24,24,,53.9,,54.86,77.1,482787,4,,,7442767,65,,,4970.2066,0.04022,0,0,2.46362563,0.20682,0,0.00015,7.97,,
自喷,2015/4/25,24,,53.89,,54.82,77.8,484420,4,,,7927187,69,,,5018.6486,0.04062,0,0,2.46846983,0.20722,0,0.00015,8.01,,
自喷,2015/4/26,24,,53.87,,54.79,78.1,485781,4.4,,,8412968,73.4,,,5067.2267,0.04106,0,0,2.47332764,0.20766,0,0.00015,8.04,,
自喷,2015/4/27,24,,53.85,,54.77,78.7,494218,4.4,,,8907186,77.8,,,5116.6485,0.0415,0,0,2.47826982,0.2081,0,0.00015,7.58,,
自喷,2015/4/28,24,,53.82,,54.78,78.6,494878,4,,,9402064,81.8,,,5166.1363,0.0419,0,0,2.4832186,0.2085,0,0.00015,7.58,,
自喷,2015/4/29,24,,53.8,,54.79,77.1,497830,4.5,,,9899894,86.3,,,5215.9193,0.04235,0,0,2.4881969,0.20895,0,0.00015,7.48,,
自喷,2015/4/30,24,,53.78,,54.78,79,497509,4.5,,,10397403,90.8,,,5265.6702,0.0428,0,0,2.49317199,0.2094,0,0.00015,7.61,,
自喷,2015/5/1,24,,53.74,,54.77,76.9,497257,4,,,497257,4,,,5315.3959,0.0432,0,0,2.49814456,0.2098,0,0.00015,7.62,,
自喷,2015/5/2,24,,53.68,,54.75,77.4,495299,4.5,,,992556,8.5,,,5364.9258,0.04365,0,0,2.50309755,0.21025,0,0.00015,7.63,,
自喷,2015/5/3,24,,53.67,,54.74,78.4,497625,4.5,,,1490181,13,,,5414.6883,0.0441,0,0,2.5080738,0.2107,0,0.00015,7.65,,
自喷,2015/5/4,24,,53.65,,54.73,78.1,498706,4.5,,,1988887,17.5,,,5464.5589,0.04455,0,0,2.51306086,0.21115,0,0.00015,7.64,,
自喷,2015/5/5,24,,53.62,,54.7,77.7,500265,4.1,,,2489152,21.6,,,5514.5854,0.04496,0,0,2.51806351,0.21156,0,0.00015,7.64,,
自喷,2015/5/6,24,,53.58,,54.7,78.8,500967,4.5,,,2990119,26.1,,,5564.6821,0.04541,0,0,2.52307318,0.21201,0,0.00015,7.65,,
自喷,2015/5/7,24,,53.55,,54.68,79.3,504154,4.2,,,3494273,30.3,,,5615.0975,0.04583,0,0,2.52811472,0.21243,0,0.00015,7.63,,科研所测得气中硫化氢6.0克每方，水中硫化氢297克每方.
自喷,2015/5/8,24,,53.5,,54.67,78.9,504883,4.2,,,3999156,34.5,,,5665.5858,0.04625,0,0,2.53316355,0.21285,0,0.00015,7.67,,
自喷,2015/5/9,24,,53.45,,54.66,79.4,504863,4.3,,,4504019,38.8,,,5716.0721,0.04668,0,0,2.53821218,0.21328,0,0.00015,7.76,,
自喷,2015/5/10,24,,53.41,,54.65,79.6,506008,4.2,,,5010027,43,,,5766.6729,0.0471,0,0,2.54327226,0.2137,0,0.00015,7.63,,
自喷,2015/5/11,24,,53.35,,54.63,78.4,507951,4,,,5517978,47,,,5817.468,0.0475,0,0,2.54835177,0.2141,0,0.00015,7.71,,
自喷,2015/5/12,24,,53.29,,54.62,79.2,504485,4.5,,,6022463,51.5,,,5867.9165,0.04795,0,0,2.55339662,0.21455,0,0.00015,7.68,,
自喷,2015/5/13,24,,53.24,,54.61,79.9,502886,4,,,6525349,55.5,,,5918.2051,0.04835,0,0,2.55842548,0.21495,0,0.00015,7.72,,
自喷,2015/5/14,24,,53.18,,54.6,80,503059,4.5,,,7028408,60,,,5968.511,0.0488,0,0,2.56345607,0.2154,0,0.00015,7.6,,
自喷,2015/5/15,24,,53.12,,54.59,80,502316,4,,,7530724,64,,,6018.7426,0.0492,0,0,2.56847923,0.2158,0,0.00015,7.7,,
自喷,2015/5/16,24,,53.06,,54.58,79.8,499527,4.5,,,8030251,68.5,,,6068.6953,0.04965,0,0,2.5734745,0.21625,0,0.00015,7.84,,
自喷,2015/5/17,24,,53.03,,54.55,79.9,502029,4,,,8532280,72.5,,,6118.8982,0.05005,0,0,2.57849479,0.21665,0,0.00015,7.82,,
自喷,2015/5/18,24,,53.01,,54.53,80.2,504419,4.5,,,9036699,77,,,6169.3401,0.0505,0,0,2.58353898,0.2171,0,0.00015,7.83,,
自喷,2015/5/19,24,,52.97,,54.52,80.6,505185,4.5,,,9541884,81.5,,,6219.8586,0.05095,0,0,2.58859083,0.21755,0,0.00015,7.79,,
自喷,2015/5/20,24,,52.91,,54.51,80.8,504240,4.3,,,10046124,85.8,,,6270.2826,0.05138,0,0,2.59363323,0.21798,0,0.00015,7.81,,
自喷,2015/5/21,24,,52.85,,54.5,80.4,506297,4.5,,,10552421,90.3,,,6320.9123,0.05183,0,0,2.5986962,0.21843,0,0.00015,7.65,,
自喷,2015/5/22,24,,52.78,,54.48,78.1,504800,4.2,,,11057221,94.5,,,6371.3923,0.05225,0,0,2.6037442,0.21885,0,0.00015,7.56,,
自喷,2015/5/23,24,,52.72,,54.43,79.1,501279,4.1,,,11558500,98.6,,,6421.5202,0.05266,0,0,2.60875699,0.21926,0,0.00015,7.77,,
自喷,2015/5/24,24,,52.66,,54.39,79.3,500575,4,,,12059075,102.6,,,6471.5777,0.05306,0,0,2.61376274,0.21966,0,0.00015,7.86,,
自喷,2015/5/25,24,,52.59,,54.35,79.6,499825,4.3,,,12558900,106.9,,,6521.5602,0.05349,0,0,2.61876099,0.22009,0,0.00015,7.84,,
自喷,2015/5/26,24,,52.53,,54.31,79.6,498559,4,,,13057459,110.9,,,6571.4161,0.05389,0,0,2.62374658,0.22049,0,0.00015,8.03,,
自喷,2015/5/27,24,,52.47,,54.27,81.3,497774,4,,,13555233,114.9,,,6621.1935,0.05429,0,0,2.62872432,0.22089,0,0.00015,7.95,,
自喷,2015/5/28,24,,52.41,,54.23,81.4,497790,4,,,14053023,118.9,,,6670.9725,0.05469,0,0,2.63370222,0.22129,0,0.00015,7.9,,
自喷,2015/5/29,24,,52.35,,54.2,81.6,496599,4,,,14549622,122.9,,,6720.6324,0.05509,0,0,2.63866821,0.22169,0,0.00015,7.95,,勘研院测得气中硫化氢7.62克每方.
自喷,2015/5/30,24,,52.29,,54.17,81.2,496009,4.5,,,15045631,127.4,,,6770.2333,0.05554,0,0,2.6436283,0.22214,0,0.00015,8.02,,
自喷,2015/5/31,24,,52.22,,54.15,81.1,493355,4,,,15538986,131.4,,,6819.5688,0.05594,0,0,2.64856185,0.22254,0,0.00015,8.04,,
自喷,2015/6/1,24,,52.18,,54.11,81.3,496183,4.3,,,496183,4.3,,,6869.1871,0.05637,0,0,2.65352368,0.22297,0,0.00015,8.06,,
自喷,2015/6/2,24,,52.2,,54.05,82.6,500596,4.7,,,996779,9,,,6919.2467,0.05684,0,0,2.65852964,0.22344,0,0.00015,8.06,,
自喷,2015/6/3,24,,52.15,,54.02,82.3,500672,4,,,1497451,13,,,6969.3139,0.05724,0,0,2.66353636,0.22384,0,0.00015,8.11,,
自喷,2015/6/4,24,,52.1,,53.99,81.8,499850,4.5,,,1997301,17.5,,,7019.2989,0.05769,0,0,2.66853486,0.22429,0,0.00015,8.15,,
自喷,2015/6/5,24,,52.05,,53.96,82.3,499231,4.5,,,2496532,22,,,7069.222,0.05814,0,0,2.67352717,0.22474,0,0.00015,8.22,,
自喷,2015/6/6,24,,51.99,,53.94,82.2,498065,4.5,,,2994597,26.5,,,7119.0285,0.05859,0,0,2.67850782,0.22519,0,0.00015,8.19,,
自喷,2015/6/7,24,,51.93,,53.91,82.1,497987,4.5,,,3492584,31,,,7168.8272,0.05904,0,0,2.68348769,0.22564,0,0.00015,8.08,,
自喷,2015/6/8,24,,51.88,,53.9,82.3,498722,4.2,,,3991306,35.2,,,7218.6994,0.05946,0,0,2.68847491,0.22606,0,0.00015,8.07,,
自喷,2015/6/9,24,,51.83,,53.89,82.3,499915,4.2,,,4491221,39.4,,,7268.6909,0.05988,0,0,2.69347406,0.22648,0,0.00015,7.75,,
自喷,2015/6/10,24,,51.76,,53.87,82.5,499431,4.8,,,4990652,44.2,,,7318.634,0.06036,0,0,2.69846837,0.22696,0,0.00015,7.85,,
