Depth,TVD,DX,DY,GR,CAL,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN
4610.75,4607.042,109.654,-45.939,17.139,8.591,226.232,69.931,1.08,3.959,18.586,0.348,47.632,2.795,8.332
4610.875,4607.167,109.657,-45.939,17.413,8.604,243.579,74.899,1.314,3.583,18.667,0.252,47.404,2.825,8.054
4611,4607.292,109.66,-45.938,17.624,8.607,257.832,76.964,1.567,3.085,20.843,0.152,47.265,2.828,7.16
4611.125,4607.417,109.664,-45.937,17.938,8.6,258.958,75.484,1.709,2.72,23.088,0.099,47.265,2.822,6.429
4611.25,4607.542,109.667,-45.937,18.077,8.591,262.695,71.264,2.027,2.516,24.585,0.076,47.162,2.804,6.164
4611.375,4607.667,109.671,-45.936,17.864,8.572,268.609,67.841,2.158,2.421,25.181,0.066,47.043,2.795,5.952
4611.5,4607.792,109.674,-45.936,17.6,8.552,274.489,66.911,2.343,2.483,24.233,0.072,47.186,2.782,5.993
4611.625,4607.917,109.677,-45.935,17.147,8.543,295.464,69.256,2.344,2.642,22.105,0.089,47.518,2.786,6.108
4611.75,4608.042,109.681,-45.935,16.94,8.531,336.04,79.208,2.277,2.824,19.729,0.111,47.531,2.795,6.405
4611.875,4608.167,109.684,-45.934,16.861,8.532,360.765,86.799,2.023,2.897,18.361,0.121,47.812,2.816,6.475
4612,4608.292,109.687,-45.934,16.82,8.537,412.545,105.752,1.763,2.882,17.501,0.119,47.781,2.822,6.433
4612.125,4608.417,109.691,-45.933,17.143,8.542,438.144,120.002,1.67,2.839,17.192,0.113,47.48,2.814,6.384
4612.25,4608.542,109.694,-45.932,17.259,8.54,436.186,123.947,1.467,2.847,17.254,0.114,47.197,2.786,6.377
4612.375,4608.667,109.697,-45.932,17.173,8.537,390.523,119.185,1.29,2.866,17.959,0.117,47.264,2.763,6.248
4612.5,4608.792,109.701,-45.931,17.084,8.528,344.677,110.092,1.25,2.843,19.696,0.114,47.267,2.756,5.939
4612.625,4608.917,109.704,-45.931,17.136,8.523,239.538,84.096,1.308,2.863,23.138,0.116,47.478,2.754,5.837
4612.75,4609.042,109.707,-45.93,17.222,8.517,145.173,56.682,1.355,2.94,27.531,0.128,47.656,2.754,5.858
4612.875,4609.167,109.711,-45.93,17.164,8.517,120.35,48.484,1.442,3.054,30.419,0.145,47.78,2.753,6.112
4613,4609.292,109.714,-45.929,17.331,8.517,101.625,41.564,1.701,3.11,31.5,0.154,47.987,2.747,6.272
4613.125,4609.417,109.717,-45.929,17.706,8.515,119.465,47.497,1.847,3.13,29.77,0.158,47.987,2.746,6.466
4613.25,4609.542,109.721,-45.928,17.632,8.52,148.229,57.945,1.945,3.075,26.588,0.148,48.099,2.754,6.505
4613.375,4609.667,109.724,-45.928,16.931,8.525,237.754,94.176,1.806,2.981,22.415,0.134,48.084,2.773,6.477
4613.5,4609.792,109.727,-45.927,16.438,8.534,322.69,136.832,1.746,2.838,20.458,0.113,47.783,2.783,6.367
4613.625,4609.917,109.731,-45.927,16.458,8.537,331.279,146.705,1.734,2.65,21.38,0.091,47.42,2.791,6.279
4613.75,4610.042,109.734,-45.926,16.958,8.536,278.228,136.714,1.821,2.37,25.875,0.063,47.057,2.778,5.958
4613.875,4610.167,109.737,-45.925,18.103,8.537,191.761,103.397,1.858,2.086,33.593,0.04,47.057,2.769,5.477
4614,4610.292,109.741,-45.925,18.922,8.548,152.112,85.222,1.934,1.902,42.064,0.03,46.693,2.757,5.222
4614.125,4610.417,109.744,-45.924,20.165,8.554,110.687,62.985,2.01,1.791,50.137,0.024,46.477,2.763,5.071
4614.25,4610.542,109.748,-45.924,20.634,8.559,100.374,56.322,2.025,1.802,53.101,0.025,46.121,2.772,5.385
4614.375,4610.667,109.751,-45.923,20.443,8.555,101.994,54.436,1.978,1.824,51.933,0.026,45.825,2.801,5.577
4614.5,4610.792,109.754,-45.923,19.494,8.535,120.651,60.542,1.94,1.89,47.31,0.029,45.687,2.82,5.776
4614.625,4610.917,109.758,-45.922,19.048,8.517,133.637,64.855,1.945,1.964,42.657,0.033,45.687,2.859,5.859
4614.75,4611.042,109.761,-45.922,19.002,8.512,164.19,74.456,2.224,2.04,37.911,0.037,45.865,2.898,5.958
4614.875,4611.167,109.764,-45.921,19.725,8.519,185.887,81.494,2.375,2.066,35.199,0.039,46.365,2.909,5.997
4615,4611.292,109.768,-45.921,19.84,8.525,192.72,84.109,2.35,2.037,34.692,0.037,46.874,2.901,5.546
4615.125,4611.417,109.771,-45.92,19.009,8.52,201.892,88.43,1.971,2.142,32.278,0.044,47.361,2.863,5.252
4615.25,4611.542,109.774,-45.92,17.689,8.5,224.021,97.573,1.796,2.305,29.012,0.057,47.38,2.84,4.844
4615.375,4611.667,109.778,-45.919,17.272,8.494,238.798,103.506,1.695,2.515,25.721,0.076,48.078,2.812,4.8
4615.5,4611.792,109.781,-45.919,16.875,8.502,265.97,115.016,1.697,2.686,23.267,0.095,48.579,2.802,4.932
4615.625,4611.917,109.784,-45.918,16.385,8.528,272.428,118.215,1.691,2.824,21.822,0.112,48.724,2.797,5.212
4615.75,4612.042,109.788,-45.918,16.012,8.539,271.817,119.339,1.697,2.949,21.051,0.13,48.651,2.783,5.398
4615.875,4612.167,109.791,-45.917,15.648,8.538,260.876,115.607,1.741,3.808,19.201,0.415,48.836,2.768,5.731
4616,4612.292,109.794,-45.917,15.783,8.528,253.827,112.867,1.827,5.586,16.322,1.103,48.843,2.763,5.999
4616.125,4612.417,109.798,-45.916,16.812,8.524,242.336,108.073,2.054,5.921,15.725,1.343,49.642,2.756,6.077
4616.25,4612.542,109.801,-45.916,17.698,8.519,231.875,103.42,2.113,6.336,14.995,1.69,50.42,2.749,6.273
4616.375,4612.667,109.804,-45.915,17.525,8.511,227.41,101.37,1.866,6.846,14.072,2.191,51.039,2.731,6.573
4616.5,4612.792,109.808,-45.915,15.864,8.503,219.352,97.517,1.252,7.253,13.47,2.649,51.538,2.721,6.709
4616.625,4612.917,109.811,-45.914,14.121,8.481,214.058,94.698,1.016,7.335,13.483,2.75,51.538,2.72,6.692
4616.75,4613.042,109.814,-45.914,13.841,8.464,211.927,93.408,0.97,7.261,13.706,2.657,51.73,2.716,6.454
4616.875,4613.167,109.818,-45.913,15.133,8.465,210.627,92.124,1.399,7.196,13.83,2.578,51.785,2.697,6.401
4617,4613.292,109.821,-45.913,17.558,8.491,216.39,93.745,1.664,7.166,13.749,2.543,51.483,2.681,6.562
4617.125,4613.417,109.824,-45.912,18.297,8.526,222.264,95.769,1.817,7.27,13.342,2.673,51.463,2.662,6.707
4617.25,4613.542,109.828,-45.912,17.987,8.541,234.323,99.812,1.32,7.563,12.585,3.05,51.802,2.657,6.868
4617.375,4613.667,109.831,-45.911,16.17,8.572,235.614,99.973,1.025,7.797,12.175,3.378,51.802,2.659,6.789
4617.5,4613.792,109.834,-45.911,15.42,8.593,224.221,94.906,0.726,7.986,12.176,3.661,52.589,2.674,6.738
4617.625,4613.917,109.838,-45.911,15.3,8.627,202.807,86.336,0.757,8.113,12.48,3.859,53.082,2.687,6.728
4617.75,4614.042,109.841,-45.91,15.694,8.633,191.964,82.04,1.056,8.174,12.788,3.956,53.31,2.692,6.81
4617.875,4614.167,109.844,-45.91,16.868,8.628,182.798,78.016,1.503,8.044,13.192,3.756,53.158,2.699,6.89
4618,4614.292,109.848,-45.909,17.971,8.626,192.904,81.342,1.7,7.579,13.77,3.083,53.152,2.705,7.21
4618.125,4614.417,109.851,-45.909,18.057,8.623,205.578,86.195,1.74,6.99,14.329,2.353,52.203,2.724,7.53
4618.25,4614.542,109.854,-45.908,17.144,8.611,240.646,100.371,1.513,6.394,14.686,1.743,50.666,2.741,7.602
4618.375,4614.667,109.858,-45.908,16.192,8.573,269.776,113.119,1.43,5.91,15.042,1.334,49.176,2.74,7.536
4618.5,4614.792,109.861,-45.907,16.127,8.543,281.384,118.648,1.413,5.616,15.394,1.121,48.384,2.714,7.467
4618.625,4614.917,109.864,-45.907,16.722,8.536,291.324,124.584,1.44,5.52,15.441,1.058,48.391,2.677,7.333
4618.75,4615.042,109.868,-45.906,16.822,8.524,290.41,125.514,1.388,5.508,15.53,1.05,48.391,2.664,7.021
4618.875,4615.167,109.871,-45.906,16.552,8.515,273.031,121.12,1.228,5.699,15.509,1.181,48.584,2.665,6.774
4619,4615.292,109.874,-45.905,15.959,8.499,237.708,109.623,1.146,6.05,15.425,1.443,49.105,2.692,6.292
4619.125,4615.417,109.878,-45.905,15.9,8.502,218.61,102.85,1.178,6.426,15.416,1.773,49.637,2.707,6.233
4619.25,4615.542,109.881,-45.904,16.295,8.512,180.577,88.507,1.313,6.914,15.501,2.26,50.902,2.73,6.366
4619.375,4615.667,109.884,-45.904,16.997,8.53,154.67,78.149,1.359,7.244,15.917,2.639,50.902,2.737,6.678
4619.5,4615.792,109.888,-45.904,17.315,8.558,145.623,74.315,1.356,7.431,16.129,2.873,51.634,2.746,6.784
4619.625,4615.917,109.891,-45.903,17.609,8.588,139.936,71.463,1.267,7.599,15.986,3.097,51.996,2.753,6.779
4619.75,4616.042,109.894,-45.903,17.743,8.67,146.376,74.105,1.21,7.82,15.317,3.412,52.268,2.755,6.882
4619.875,4616.167,109.898,-45.902,17.968,8.69,154.444,77.901,1.161,8.043,14.347,3.746,52.639,2.76,7.181
4620,4616.292,109.901,-45.902,18.666,8.665,181.282,90.666,1.126,8.121,13.211,3.871,52.826,2.774,7.343
4620.125,4616.417,109.904,-45.901,18.696,8.59,220.232,108.117,1.071,8.075,12.183,3.798,52.826,2.783,7.419
4620.25,4616.542,109.908,-45.901,18.233,8.547,245.932,119.643,0.891,7.944,11.58,3.594,52.744,2.792,7.378
4620.375,4616.667,109.911,-45.9,16.815,8.543,286.089,138.853,0.735,7.882,10.991,3.501,52.123,2.776,7.388
4620.5,4616.792,109.914,-45.9,15.536,8.547,296.483,144.554,0.682,7.789,10.913,3.368,51.938,2.762,7.633
4620.625,4616.917,109.918,-45.9,15.158,8.548,279.487,137.602,0.621,7.544,11.633,3.023,51.176,2.74,7.71
4620.75,4617.042,109.921,-45.899,14.443,8.545,233.526,114.658,0.567,7.32,12.818,2.735,50.908,2.726,7.542
4620.875,4617.167,109.924,-45.899,14.136,8.549,213.823,104.135,0.424,7.045,14.096,2.401,50.908,2.719,7.346
4621,4617.292,109.928,-45.898,13.764,8.554,192.011,90.977,0.343,6.965,14.715,2.31,50.253,2.708,7.434
4621.125,4617.417,109.931,-45.898,13.992,8.564,207.378,93.708,0.367,6.988,14.333,2.337,49.901,2.707,7.984
4621.25,4617.542,109.934,-45.897,14.413,8.57,234.29,102.596,0.6,6.728,13.755,2.068,49.106,2.726,8.439
4621.375,4617.667,109.938,-45.897,15.531,8.576,327.809,136.668,0.946,6.141,12.945,1.526,48.388,2.766,8.388
4621.5,4617.792,109.941,-45.897,16.316,8.594,471.805,190.435,1.092,5.595,12.185,1.111,48.36,2.787,7.835
4621.625,4617.917,109.944,-45.896,16.23,8.607,539.009,215.615,1.155,5.189,11.975,0.864,47.815,2.798,7.474
4621.75,4618.042,109.948,-45.896,15.719,8.604,643.719,256.581,1.22,4.767,12.152,0.648,47.54,2.775,6.662
4621.875,4618.167,109.951,-45.895,15.947,8.579,673.529,275.056,1.296,4.548,12.353,0.551,47.4,2.762,5.934
4622,4618.292,109.954,-45.895,16.289,8.543,662.725,277.733,1.378,4.658,12.21,0.6,47.61,2.743,5.617
4622.125,4618.417,109.958,-45.895,16.579,8.532,591.855,265.286,1.26,5.036,11.823,0.783,48.398,2.748,5.398
4622.25,4618.542,109.961,-45.894,16.514,8.529,533.054,249.981,1.171,5.432,11.726,1.004,48.429,2.76,5.648
4622.375,4618.667,109.964,-45.894,16.551,8.535,412.798,211.799,1.106,5.613,12.767,1.119,49.157,2.789,5.844
4622.5,4618.792,109.968,-45.893,17.107,8.551,299.208,169.76,1.14,5.567,14.745,1.09,49.37,2.8,6.109
4622.625,4618.917,109.971,-45.893,17.597,8.561,257.332,152.148,1.508,5.254,17.557,0.901,49.027,2.797,6.132
4622.75,4619.042,109.974,-45.892,19.369,8.557,184.969,117.574,2.255,4.905,21.658,0.712,48.701,2.772,6.128
4622.875,4619.167,109.978,-45.892,20.813,8.536,133.118,88.806,2.533,4.719,26.161,0.625,48.701,2.762,6.062
4623,4619.292,109.981,-45.892,20.827,8.509,111.248,75.647,2.621,4.6,29.614,0.574,48.724,2.762,5.823
4623.125,4619.417,109.984,-45.891,19.362,8.503,86.566,59.962,2.369,4.566,31.412,0.56,48.774,2.788,5.698
4623.25,4619.542,109.987,-45.891,17.638,8.512,75.674,52.767,2.198,4.606,31.784,0.577,48.639,2.805,5.619
4623.375,4619.667,109.991,-45.89,17.101,8.528,75.208,52.462,1.824,4.771,30.603,0.649,48.616,2.819,5.685
4623.5,4619.792,109.994,-45.89,16.424,8.536,80.981,56.57,1.572,4.928,28.881,0.722,48.552,2.814,5.883
4623.625,4619.917,109.997,-45.89,16.601,8.543,86.031,60.288,1.568,4.994,27.505,0.755,48.552,2.807,5.903
4623.75,4620.042,110.001,-45.889,16.938,8.546,99.276,70.322,1.597,5.019,26.6,0.768,48.629,2.796,5.83
4623.875,4620.167,110.004,-45.889,17.052,8.558,114.833,81.851,1.498,5.109,25.523,0.817,48.727,2.793,5.661
4624,4620.292,110.007,-45.888,16.737,8.58,125.753,89.358,1.146,5.296,23.163,0.921,48.965,2.797,5.619
4624.125,4620.417,110.011,-45.888,16.251,8.589,159.163,109.136,1.057,5.375,20.665,0.967,49.11,2.81,5.64
4624.25,4620.542,110.014,-45.888,16.528,8.594,246.81,155.344,1.134,5.293,17.707,0.919,49.116,2.813,5.74
4624.375,4620.667,110.017,-45.887,16.712,8.586,318.067,191.991,1.311,5.11,15.507,0.817,48.981,2.808,5.922
4624.5,4620.792,110.021,-45.887,16.7,8.583,512.977,291.644,1.408,4.908,13.249,0.714,48.548,2.805,6.034
4624.625,4620.917,110.024,-45.887,16.686,8.581,679.1,375.303,1.475,4.672,12.11,0.606,48.182,2.812,6.076
4624.75,4621.042,110.027,-45.886,17.009,8.578,742.069,405.318,1.732,4.353,12.235,0.478,47.848,2.84,5.961
4624.875,4621.167,110.031,-45.886,17.737,8.574,800.672,427.258,1.825,4.109,12.517,0.392,47.699,2.858,5.606
4625,4621.292,110.034,-45.885,17.804,8.561,826.288,430.337,1.776,4.089,12.373,0.386,47.693,2.86,5.347
4625.125,4621.417,110.037,-45.885,17.523,8.546,824.94,426.557,1.556,4.227,11.988,0.432,47.735,2.85,5.316
4625.25,4621.542,110.041,-45.885,16.81,8.538,789.858,406.033,1.369,4.371,11.781,0.483,47.826,2.835,5.381
4625.375,4621.667,110.044,-45.884,16.652,8.527,763.564,392.161,1.316,4.408,11.932,0.496,47.891,2.827,5.438
4625.5,4621.792,110.047,-45.884,16.711,8.525,717.399,366.787,1.194,4.294,12.546,0.456,47.683,2.809,5.403
4625.625,4621.917,110.05,-45.884,16.991,8.525,705.342,358.638,1.164,4.013,13.58,0.365,47.239,2.798,5.174
4625.75,4622.042,110.054,-45.883,17.235,8.518,712.512,361.125,1.172,3.712,14.565,0.28,47.222,2.781,4.84
4625.875,4622.167,110.057,-45.883,17.255,8.51,754.754,379.978,1.057,3.446,15.282,0.219,46.74,2.771,4.677
4626,4622.292,110.06,-45.882,16.365,8.495,823.567,414.845,0.923,3.148,16.142,0.161,46.313,2.77,4.349
4626.125,4622.417,110.064,-45.882,15.843,8.498,853.439,432.372,0.655,3.015,16.424,0.139,46.178,2.768,4.138
4626.25,4622.542,110.067,-45.882,14.82,8.506,900.434,463.211,0.41,3.04,15.897,0.143,46.156,2.763,4.09
4626.375,4622.667,110.07,-45.881,13.926,8.526,944.728,484.606,0.352,3.035,15.55,0.142,46.156,2.757,4.144
4626.5,4622.792,110.073,-45.881,13.679,8.547,984.244,497.599,0.44,3.092,14.824,0.151,46.061,2.741,4.209
4626.625,4622.917,110.077,-45.88,14.42,8.551,1108.608,533.496,0.788,3.138,13.911,0.159,46.207,2.737,4.3
4626.75,4623.042,110.08,-45.88,16.62,8.548,1205.702,562.123,0.991,3.1,13.377,0.152,46.269,2.744,4.279
4626.875,4623.167,110.083,-45.88,17.45,8.543,1394.896,621.411,1.153,2.985,13.091,0.135,46.341,2.767,4.194
4627,4623.292,110.086,-45.879,17.66,8.537,1520.734,666.444,1.115,2.698,13.891,0.096,45.92,2.785,3.938
4627.125,4623.417,110.09,-45.879,17.223,8.536,1536.886,675.404,1.002,2.535,14.594,0.078,45.92,2.786,3.84
4627.25,4623.542,110.093,-45.878,16.711,8.537,1551.751,688.236,1.127,2.393,15.32,0.064,45.598,2.781,3.896
4627.375,4623.667,110.096,-45.878,17.607,8.538,1620.928,716.298,1.261,2.337,15.427,0.059,45.198,2.78,4.048
4627.5,4623.792,110.099,-45.878,18.238,8.54,1662.941,732.742,1.421,2.416,14.807,0.066,45.402,2.779,3.924
4627.625,4623.917,110.103,-45.877,18.195,8.54,1644.943,732.98,1.243,2.732,13.263,0.101,45.969,2.773,3.766
4627.75,4624.042,110.106,-45.877,16.627,8.539,1454.757,680.419,1.067,3.119,12.148,0.157,45.991,2.767,3.539
4627.875,4624.167,110.109,-45.877,15.882,8.533,1326.013,642.795,0.832,3.494,11.552,0.229,46.838,2.76,3.666
4628,4624.292,110.112,-45.876,15.4,8.53,1048.163,554.813,0.876,3.867,11.53,0.323,47.523,2.767,3.841
4628.125,4624.417,110.115,-45.876,15.939,8.532,832.993,474.42,0.969,4.275,11.593,0.451,48.013,2.772,4.254
4628.25,4624.542,110.119,-45.875,16.184,8.553,743.063,436.764,1.124,4.617,11.539,0.581,48.315,2.77,4.505
4628.375,4624.667,110.122,-45.875,16.352,8.565,648.838,394.126,1.216,4.756,11.843,0.641,48.274,2.751,4.955
4628.5,4624.792,110.125,-45.875,16.856,8.579,621.627,382.198,1.304,4.592,12.679,0.577,48.272,2.737,5.225
4628.625,4624.917,110.128,-45.874,17.33,8.578,609.083,379.243,1.541,4.09,14.279,0.388,48.106,2.716,5.224
4628.75,4625.042,110.131,-45.874,18.339,8.572,637.444,396.53,1.658,3.815,15.053,0.306,47.633,2.707,5.114
4628.875,4625.167,110.135,-45.873,18.475,8.586,667.855,412.589,1.723,3.718,14.942,0.28,47.27,2.711,5.114
4629,4625.292,110.138,-45.873,17.69,8.612,769.955,462.573,1.632,3.827,13.637,0.31,47.225,2.73,5.177
4629.125,4625.417,110.141,-45.873,16.615,8.669,910.949,525.157,1.621,3.987,12.125,0.355,47.225,2.74,5.303
4629.25,4625.542,110.144,-45.872,16.389,8.679,1000.523,561.758,1.82,3.963,11.5,0.347,47.425,2.753,5.379
4629.375,4625.667,110.147,-45.872,16.624,8.658,1152.63,618.263,2.115,3.871,11.098,0.321,47.496,2.748,5.427
4629.5,4625.792,110.151,-45.871,16.477,8.615,1237.826,644.866,2.168,3.798,10.932,0.301,47.474,2.741,5.581
4629.625,4625.917,110.154,-45.871,16.208,8.613,1228.582,638.053,2.152,3.673,11.37,0.27,47.288,2.726,5.649
4629.75,4626.042,110.157,-45.871,16.229,8.613,1118.862,588.03,2.392,3.346,12.982,0.2,46.965,2.715,5.642
4629.875,4626.167,110.16,-45.87,17.475,8.589,1044.409,554.909,2.606,2.841,16.048,0.117,46.965,2.714,5.327
4630,4626.292,110.163,-45.87,18.119,8.571,905.313,491.519,2.864,2.359,20.441,0.063,46.426,2.722,5.066
4630.125,4626.417,110.166,-45.869,18.143,8.555,838.78,458.15,2.687,1.997,24.947,0.035,45.866,2.745,4.62
4630.25,4626.542,110.169,-45.869,17.652,8.564,828.378,450.836,2.529,1.892,26.521,0.029,45.314,2.761,4.378
4630.375,4626.667,110.173,-45.868,16.798,8.569,853.473,457.06,2.351,2.008,24.631,0.035,45.348,2.777,4.356
4630.5,4626.792,110.176,-45.868,16.665,8.578,917.21,481.172,2.308,2.175,22.137,0.046,45.349,2.778,4.377
4630.625,4626.917,110.179,-45.868,16.767,8.588,956.576,497.269,2.263,2.398,19.465,0.064,45.536,2.772,4.375
4630.75,4627.042,110.182,-45.867,17.06,8.594,1053.88,538.504,2.223,2.591,17.304,0.084,46.08,2.772,4.36
4630.875,4627.167,110.185,-45.867,17.822,8.601,1136.193,575.645,2.242,2.793,15.5,0.107,46.389,2.773,4.364
4631,4627.292,110.188,-45.866,18.26,8.596,1158.303,587.949,2.228,2.998,14.291,0.137,46.735,2.772,4.477
4631.125,4627.417,110.191,-45.866,18.34,8.588,1116.31,580.109,2.109,3.205,13.68,0.171,46.968,2.77,4.554
4631.25,4627.542,110.194,-45.866,18.077,8.565,969.37,530.291,2.06,3.394,13.624,0.207,46.977,2.772,4.701
4631.375,4627.667,110.197,-45.865,18.278,8.536,880.679,495.773,2.097,3.541,13.964,0.239,47.247,2.774,4.76
4631.5,4627.792,110.201,-45.865,19.318,8.523,701.899,417.846,2.136,3.649,14.762,0.263,47.406,2.759,4.89
4631.625,4627.917,110.204,-45.864,19.354,8.518,636.143,386.464,2.015,3.578,16.112,0.247,47.316,2.746,5.027
4631.75,4628.042,110.207,-45.864,18.598,8.523,554.508,346.216,1.443,3.705,16.364,0.277,47.112,2.721,5.089
4631.875,4628.167,110.21,-45.863,16.667,8.536,550.475,344.892,1.185,3.848,15.986,0.315,46.948,2.712,5.17
4632,4628.292,110.213,-45.863,15.795,8.546,571.168,355.24,0.847,3.971,15.145,0.35,46.942,2.713,5.224
4632.125,4628.417,110.216,-45.863,14.932,8.552,644.175,389.651,0.735,4.015,14.19,0.363,46.888,2.717,5.217
4632.25,4628.542,110.219,-45.862,14.904,8.575,740.812,434.425,0.715,4.035,13.321,0.369,47.084,2.711,5.14
4632.375,4628.667,110.222,-45.862,15.201,8.598,778.446,451.814,0.802,4.047,12.819,0.372,47.251,2.708,5.041
4632.5,4628.792,110.225,-45.861,16.205,8.605,828.143,473.577,0.964,4.05,12.474,0.374,47.394,2.706,4.99
4632.625,4628.917,110.228,-45.861,16.796,8.607,855.069,482.392,1.011,3.974,12.487,0.351,47.394,2.706,4.934
4632.75,4629.042,110.231,-45.861,17.041,8.605,873.515,487.928,1.175,3.791,12.906,0.3,47.363,2.704,4.935
4632.875,4629.167,110.234,-45.86,18.097,8.604,917.867,500.59,1.555,3.53,13.589,0.236,47.109,2.707,5.025
4633,4629.292,110.237,-45.86,19.439,8.603,946.329,507.235,1.733,3.249,14.488,0.179,46.713,2.711,5.165
4633.125,4629.417,110.24,-45.859,19.744,8.602,1001.36,517.091,1.824,2.884,15.932,0.122,46.094,2.723,5.194
4633.25,4629.542,110.243,-45.859,19.862,8.603,1062.068,527.8,1.8,2.46,18.251,0.072,45.294,2.725,5.105
4633.375,4629.667,110.246,-45.858,19.689,8.605,1089.926,532.802,1.762,2.084,21.047,0.041,45.294,2.722,4.831
4633.5,4629.792,110.249,-45.858,19.386,8.607,1148.629,542.082,1.498,1.857,23.088,0.027,44.659,2.721,4.64
4633.625,4629.917,110.252,-45.858,18.327,8.609,1202.904,550.582,1.308,1.735,24.161,0.022,44.259,2.729,4.299
4633.75,4630.042,110.256,-45.857,17.561,8.606,1228.083,555.707,0.945,1.849,22.455,0.027,44.055,2.761,4.114
4633.875,4630.167,110.259,-45.857,16.163,8.599,1247.117,561.471,0.739,2.101,19.674,0.042,44.242,2.795,4.121
4634,4630.292,110.262,-45.856,15.211,8.578,1225.445,555.099,0.689,2.406,17.246,0.066,44.249,2.809,4.243
4634.125,4630.417,110.265,-45.856,15.26,8.557,1204.255,547.107,0.807,2.649,15.79,0.09,44.678,2.831,4.314
4634.25,4630.542,110.268,-45.855,16.392,8.552,1166.258,528.573,1.173,2.759,15.318,0.103,45.393,2.845,4.303
4634.375,4630.667,110.271,-45.855,17.956,8.562,1170.797,521.726,1.378,2.818,15.008,0.11,45.864,2.843,4.257
4634.5,4630.792,110.274,-45.855,18.669,8.587,1190.137,523.235,1.713,2.843,14.732,0.114,46.273,2.82,4.269
4634.625,4630.917,110.277,-45.854,19.458,8.597,1247.786,532.154,1.849,2.921,14.072,0.125,46.475,2.795,4.392
4634.75,4631.042,110.279,-45.854,19.577,8.608,1288.968,538.991,1.838,3.016,13.341,0.139,46.483,2.787,4.553
4634.875,4631.167,110.282,-45.853,19.328,8.609,1377.866,555.274,1.675,3.09,12.652,0.15,46.534,2.783,4.572
4635,4631.292,110.285,-45.853,18.64,8.603,1451.22,568.272,1.584,3.075,12.44,0.148,46.603,2.784,4.461
4635.125,4631.417,110.288,-45.852,18.492,8.585,1453.348,565.761,1.597,3.001,12.745,0.137,46.513,2.785,4.38
4635.25,4631.542,110.291,-45.852,18.765,8.571,1372.309,536.112,1.887,2.916,13.493,0.124,46.503,2.791,4.425
4635.375,4631.667,110.294,-45.852,19.46,8.556,1223.052,489.131,2.061,2.87,14.375,0.118,46.503,2.794,4.618
4635.5,4631.792,110.297,-45.851,19.626,8.552,1133.929,462.928,2.257,2.868,15.094,0.117,46.442,2.795,4.746
4635.625,4631.917,110.3,-45.851,19.306,8.552,993.341,424.679,2.353,2.876,15.932,0.119,46.532,2.784,4.767
4635.75,4632.042,110.303,-45.85,19.379,8.553,894.382,401.467,2.458,2.874,16.712,0.118,46.565,2.776,4.92
4635.875,4632.167,110.306,-45.85,19.834,8.559,872.386,398.778,2.708,2.859,17.137,0.116,46.48,2.759,5.075
4636,4632.292,110.309,-45.849,21.058,8.563,861.404,405.566,2.855,2.895,17.06,0.121,46.469,2.739,5.404
4636.125,4632.417,110.312,-45.849,21.404,8.566,848.924,410.316,2.818,2.917,17.09,0.124,46.469,2.728,5.516
4636.25,4632.542,110.315,-45.849,21.118,8.558,818.714,403.043,2.58,3.025,16.943,0.141,46.381,2.708,5.537
4636.375,4632.667,110.318,-45.848,19.772,8.55,702.973,362.142,2.292,3.188,17.086,0.168,46.403,2.695,5.61
4636.5,4632.792,110.321,-45.848,17.782,8.53,619.045,329.608,2.145,3.301,17.87,0.188,46.423,2.693,5.674
4636.625,4632.917,110.324,-45.847,17.097,8.523,477.515,271.336,2.016,3.375,19.518,0.203,46.448,2.702,5.657
4636.75,4633.042,110.327,-45.847,16.977,8.52,385.077,230.849,2.058,3.43,21.11,0.214,46.573,2.713,5.62
4636.875,4633.167,110.33,-45.846,17.377,8.527,368.27,222.977,2.21,3.516,21.341,0.233,46.573,2.737,5.707
4637,4633.292,110.332,-45.846,17.884,8.53,377.655,227.267,1.97,3.721,19.858,0.282,46.672,2.75,5.777
4637.125,4633.417,110.335,-45.845,17.14,8.529,432.318,254.229,1.68,4.014,17.476,0.365,46.853,2.749,5.842
4637.25,4633.542,110.338,-45.845,16.645,8.515,472.142,274.081,1.206,4.324,15.37,0.467,47.141,2.738,5.874
4637.375,4633.667,110.341,-45.845,16.53,8.506,539.253,307.612,1.186,4.506,13.926,0.535,47.407,2.729,5.926
4637.5,4633.792,110.344,-45.844,17.117,8.494,581.919,328.3,1.265,4.543,13.306,0.55,47.417,2.726,6.136
4637.625,4633.917,110.347,-45.844,17.247,8.496,591.104,331.725,1.386,4.446,13.394,0.512,47.437,2.718,6.235
4637.75,4634.042,110.35,-45.843,17.07,8.502,606.901,334.212,1.455,4.25,13.864,0.441,47.243,2.713,6.285
4637.875,4634.167,110.353,-45.843,16.655,8.515,620.001,336.558,1.493,3.934,14.709,0.341,46.932,2.713,6.042
4638,4634.292,110.356,-45.842,16.437,8.525,676.152,351.194,1.562,3.567,15.548,0.247,46.494,2.713,5.843
4638.125,4634.417,110.358,-45.842,15.945,8.554,787.103,383.79,1.559,3.132,16.596,0.16,45.949,2.702,5.515
4638.25,4634.542,110.361,-45.841,15.647,8.6,875.217,410.26,1.473,2.729,17.831,0.101,45.928,2.694,5.242
