Depth,TVD,DX,DY,PERM,POR,SW,AC,CAL,CNL,DEN,GR,KTH,PE,RT,RXO,SH
4525.375,4523.577,58.492,-58.981,0.058,2.321,44.478,49.896,8.772,8.152,2.746,32.555,21.116,-9999,238.742,173.38,5.013
4525.5,4523.702,58.497,-58.982,0.085,2.605,33.887,49.616,8.774,7.639,2.727,28.066,17.958,-9999,332.001,234.15,3.516
4525.625,4523.827,58.501,-58.983,0.138,3.008,25.098,49.177,8.774,7.346,2.707,24.325,14.908,-9999,461.126,317.62,2.127
4525.75,4523.952,58.506,-58.984,0.205,3.389,19.309,48.9,8.775,7.371,2.696,22.201,13.063,-9999,622.074,418.917,1.312
4525.875,4524.077,58.511,-58.986,0.196,3.343,17.066,48.681,8.781,7.481,2.698,21.534,12.434,-9999,806.329,534.511,1.038
4526,4524.201,58.515,-58.987,0.194,3.332,15.385,48.667,8.79,7.356,2.717,21.771,12.524,-9999,981.646,651.003,1.077
4526.125,4524.326,58.52,-58.988,0.18,3.257,14.782,48.817,8.79,6.986,2.735,22.428,13.009,-9999,1073.208,723.29,1.288
4526.25,4524.451,58.524,-58.989,0.16,3.147,15.352,49.025,8.778,6.629,2.738,23.422,13.997,-9999,1041.351,720.208,1.722
4526.375,4524.576,58.529,-58.99,0.109,2.807,18.18,49.471,8.758,6.569,2.722,24.524,15.478,-9999,891.352,636.378,2.383
4526.5,4524.701,58.534,-58.991,0.082,2.575,22.037,50.012,8.747,6.758,2.702,25.95,17.208,-9999,699.942,519.847,3.17
4526.625,4524.826,58.538,-58.992,0.049,2.217,29.627,50.558,8.749,7.03,2.689,28.756,19.961,-9999,499.074,390.365,4.459
4526.75,4524.951,58.543,-58.994,0.01,1.371,57.444,50.921,8.755,7.161,2.684,33.975,24.702,-9999,315.484,261.529,6.785
4526.875,4525.076,58.548,-58.995,0,0.522,100,51.164,8.76,7.135,2.688,40.642,29.306,-9999,174.139,152.541,9.182
4527,4525.201,58.552,-58.996,0,0.001,100,51.517,8.763,7.049,2.701,46.759,31.808,-9999,95.12,84.748,10.544
4527.125,4525.326,58.557,-58.997,0,0.001,100,51.683,8.763,7.037,2.719,50.414,32.465,-9999,66.705,58.159,10.909
4527.25,4525.451,58.562,-58.998,0,0.001,100,51.789,8.762,7.147,2.742,51.345,32.048,-9999,63.046,54.077,10.677
4527.375,4525.575,58.566,-58.999,0,0.001,100,51.692,8.762,7.245,2.761,49.486,29.362,-9999,75.533,63.847,9.212
4527.5,4525.7,58.571,-59,0.002,0.81,100,51.599,8.762,7.077,2.769,45.826,25.057,-9999,101.904,85.969,6.965
4527.625,4525.825,58.576,-59.002,0.015,1.567,85.042,51.503,8.764,6.704,2.768,42.61,21.757,-9999,132.489,113.9,5.324
4527.75,4525.95,58.58,-59.003,0.017,1.601,76.936,51.382,8.769,6.429,2.765,42.291,21.882,-9999,149.982,133.208,5.385
4527.875,4526.075,58.585,-59.004,0.001,0.784,100,51.289,8.775,6.416,2.767,44.863,25.01,-9999,146.665,134.211,6.941
4528,4526.2,58.59,-59.005,0,0.001,100,51.224,8.781,6.6,2.773,48.701,29.426,-9999,129.365,120.506,9.246
4528.125,4526.325,58.594,-59.006,0,0.001,100,51.189,8.781,6.856,2.782,50.804,31.848,-9999,112.507,104.434,10.566
4528.25,4526.45,58.599,-59.007,0,0.001,100,51.167,8.777,7.188,2.795,50.006,30.982,-9999,102.63,93.681,10.09
4528.375,4526.575,58.604,-59.008,0,0.343,100,51.122,8.772,7.581,2.808,46.937,27.415,-9999,99.167,88.679,8.181
4528.5,4526.7,58.608,-59.009,0.015,1.564,96.091,51.095,8.769,7.735,2.814,43.898,24.199,-9999,99.195,87.011,6.532
4528.625,4526.824,58.613,-59.011,0.032,1.949,77.777,51.074,8.768,7.54,2.808,42.771,22.972,-9999,100.609,86.999,5.92
4528.75,4526.949,58.618,-59.012,0.019,1.659,89.728,51.093,8.768,7.179,2.798,44.11,23.302,-9999,101.857,87.399,6.084
4528.875,4527.074,58.622,-59.013,0.007,1.225,100,51.142,8.768,6.989,2.793,46.631,24.227,-9999,102.415,87.046,6.546
4529,4527.199,58.627,-59.014,0.004,1.01,100,51.208,8.767,7.045,2.792,48.365,25.009,-9999,104.1,86.831,6.941
4529.125,4527.324,58.631,-59.015,0.005,1.095,100,51.345,8.763,7.095,2.799,47.782,24.964,-9999,110.343,89.626,6.918
4529.25,4527.449,58.636,-59.016,0.004,1.039,100,51.587,8.755,6.658,2.798,46.517,24.951,-9999,123.402,97.649,6.911
4529.375,4527.574,58.641,-59.017,0,0.412,100,52.001,8.745,5.87,2.782,46.407,25.833,-9999,142.97,110.861,7.361
4529.5,4527.699,58.645,-59.019,0,0.001,100,52.4,8.736,5.015,2.746,47.295,27.531,-9999,164.593,126.287,8.242
4529.625,4527.824,58.65,-59.02,0,0.001,100,52.608,8.732,4.272,2.701,47.642,28.698,-9999,180.188,138.161,8.857
4529.75,4527.949,58.655,-59.021,0,0.001,100,53.254,8.732,3.667,2.665,47.925,29.681,-9999,185.079,143.2,9.383
4529.875,4528.074,58.659,-59.022,0,0.001,100,53.652,8.735,3.313,2.648,50.433,32.451,-9999,177.65,140.074,10.901
4530,4528.198,58.664,-59.023,0,0.001,100,54.344,8.74,3.283,2.645,55.12,36.696,-9999,162.515,131.306,13.332
4530.125,4528.323,58.669,-59.024,0,0.001,100,54.605,8.746,3.521,2.648,60.078,40.535,-9999,144.391,119.408,15.645
4530.25,4528.448,58.673,-59.025,0,0.084,100,54.783,8.748,3.774,2.651,62.898,42.646,-9999,130.461,109.22,16.966
4530.375,4528.573,58.678,-59.026,0,0.083,100,54.962,8.748,3.913,2.648,63.638,43.574,-9999,123.267,103.574,17.557
4530.5,4528.698,58.683,-59.028,0,0.083,100,55.239,8.744,4.032,2.649,63.776,44.058,-9999,120.842,102.149,17.869
4530.625,4528.823,58.687,-59.029,0,0.082,100,55.645,8.742,4.327,2.655,65.139,46.01,-9999,117.862,101.184,19.144
4530.75,4528.948,58.692,-59.03,0,0.079,100,56.154,8.741,4.814,2.667,68.077,49.831,-9999,112.63,98.769,21.733
4530.875,4529.073,58.697,-59.031,0,0.1,100,56.154,8.74,5.391,2.679,71.447,54.253,-9999,106.063,95.149,24.889
4531,4529.198,58.701,-59.032,0,0.1,100,56.732,8.738,5.853,2.685,73.208,56.59,-9999,99.823,91.509,26.629
4531.125,4529.323,58.706,-59.033,0,0.1,100,57.282,8.734,6.112,2.686,72.931,56.507,-9999,93.861,87.766,26.566
4531.25,4529.447,58.711,-59.034,0,0.1,100,57.565,8.729,6.291,2.688,72.407,55.708,-9999,87.037,82.779,25.966
4531.375,4529.572,58.715,-59.036,0,0.1,100,58.058,8.723,6.598,2.695,73.025,56.201,-9999,79.335,76.442,26.336
4531.5,4529.697,58.72,-59.037,0,0.1,100,58.27,8.721,7.09,2.706,73.647,56.581,-9999,72.061,69.85,26.622
4531.625,4529.822,58.724,-59.038,0,0.1,100,58.382,8.723,7.633,2.717,72.921,55.256,-9999,66.457,64.281,25.629
4531.75,4529.947,58.729,-59.039,0,0.1,100,58.462,8.728,7.958,2.72,72.123,53.604,-9999,62.567,59.983,24.414
4531.875,4530.072,58.734,-59.04,0,0.1,100,58.489,8.735,7.96,2.713,72.928,53.296,-9999,60.522,57.161,24.191
4532,4530.197,58.738,-59.041,0,0.1,100,58.343,8.741,7.802,2.703,74.555,53.468,-9999,60.962,56.603,24.316
4532.125,4530.322,58.743,-59.042,0,0.1,100,58.049,8.743,7.623,2.698,74.768,52.871,-9999,64.168,58.772,23.883
4532.25,4530.447,58.748,-59.044,0,0.1,100,58.049,8.742,7.412,2.701,72.794,51.428,-9999,69.708,63.418,22.852
4532.375,4530.572,58.752,-59.045,0,0.1,100,57.699,8.74,7.081,2.706,70.137,49.784,-9999,75.795,68.913,21.7
4532.5,4530.697,58.757,-59.046,0,0.1,100,57.378,8.738,6.717,2.707,68.129,48.464,-9999,80.955,73.772,20.792
4532.625,4530.821,58.762,-59.047,0,0.1,100,57.211,8.736,6.499,2.701,67.972,48.121,-9999,83.658,76.424,20.559
4532.75,4530.946,58.766,-59.048,0,0.1,100,56.942,8.731,6.454,2.693,69.462,48.72,-9999,83.639,76.523,20.967
4532.875,4531.071,58.771,-59.049,0,0.1,100,56.75,8.725,6.515,2.69,71.379,49.302,-9999,81.318,74.427,21.367
4533,4531.196,58.776,-59.05,0,0.1,100,56.528,8.72,6.59,2.696,71.729,49.33,-9999,78.64,71.731,21.386
4533.125,4531.321,58.78,-59.051,0,0.1,100,56.242,8.717,6.662,2.703,70.223,48.82,-9999,78.296,70.686,21.036
4533.25,4531.446,58.785,-59.053,0,0.1,100,55.785,8.716,6.756,2.708,67.692,47.824,-9999,81.894,72.931,20.357
4533.375,4531.571,58.79,-59.054,0,0.1,100,55.11,8.716,6.824,2.715,65.441,46.737,-9999,88.13,77.71,19.627
4533.5,4531.696,58.794,-59.055,0,0.078,100,54.58,8.716,6.78,2.727,63.63,45.857,-9999,94.943,83.05,19.043
4533.625,4531.821,58.799,-59.056,0,0.079,100,54.58,8.716,6.486,2.739,61.827,44.661,-9999,102.039,88.422,18.259
4533.75,4531.946,58.804,-59.057,0,0.08,100,54.291,8.716,5.994,2.741,60.09,43.295,-9999,108.988,93.617,17.379
4533.875,4532.071,58.808,-59.058,0,0.081,100,54.115,8.715,5.545,2.735,58.79,42.225,-9999,114.078,97.394,16.699
4534,4532.195,58.813,-59.059,0,0.082,100,53.927,8.714,5.372,2.731,58.93,42.216,-9999,116.319,98.764,16.694
4534.125,4532.32,58.818,-59.061,0,0.081,100,53.687,8.713,5.46,2.733,60.634,43.139,-9999,118.213,99.639,17.279
4534.25,4532.445,58.822,-59.062,0,0.081,100,53.535,8.712,5.625,2.733,62.382,43.979,-9999,122.527,102.269,17.818
4534.375,4532.57,58.827,-59.063,0,0.081,100,53.558,8.712,5.609,2.722,61.985,43.467,-9999,131.201,108.224,17.489
4534.5,4532.695,58.831,-59.064,0,0.082,100,53.646,8.712,5.375,2.703,60.279,42.226,-9999,142.624,116.758,16.7
4534.625,4532.82,58.836,-59.065,0,0.082,100,53.843,8.712,5.085,2.685,60.197,42.23,-9999,153.123,125.838,16.703
4534.75,4532.945,58.841,-59.066,0,0.081,100,54.36,8.713,4.952,2.679,64.742,46.978,-9999,155.121,129.69,19.788
4534.875,4533.07,58.845,-59.067,0,0.1,100,54.505,8.714,4.951,2.68,72.286,55.246,-9999,145.666,124.513,25.622
4535,4533.195,58.85,-59.069,0,0.1,100,55.105,8.715,4.989,2.683,79.56,63.393,-9999,127.7,111.31,31.997
4535.125,4533.32,58.855,-59.07,0,0.1,100,55.959,8.718,5.034,2.679,84.16,68.175,-9999,109.353,96.524,36.055
4535.25,4533.444,58.859,-59.071,0,0.1,100,56.733,8.722,5.127,2.674,86.77,70.859,-9999,95.116,84.455,38.442
4535.375,4533.569,58.864,-59.072,0,0.1,100,57.086,8.726,5.327,2.676,89.641,73.628,-9999,84.663,75.136,40.991
4535.5,4533.694,58.869,-59.073,0,0.1,100,57.099,8.725,5.597,2.687,93.652,77.559,-9999,76.087,67.067,44.766
4535.625,4533.819,58.873,-59.074,0,0.1,100,56.851,8.721,5.864,2.701,97.019,81.021,-9999,69.52,60.61,48.249
4535.75,4533.944,58.878,-59.075,0,0.1,100,56.605,8.717,5.955,2.709,95.912,79.75,-9999,66.69,57.559,46.953
4535.875,4534.069,58.883,-59.076,0,0.1,100,56.35,8.715,5.713,2.706,88.947,70.315,-9999,68.534,58.523,37.952
4536,4534.194,58.887,-59.078,0,0.1,100,56.059,8.714,5.179,2.692,77.978,54.584,-9999,76.551,64.185,25.132
4536.125,4534.319,58.892,-59.079,0,0.082,100,55.602,8.714,4.68,2.678,67.984,41.197,-9999,92.357,75.601,16.055
4536.25,4534.444,58.897,-59.08,0,0.001,100,55.505,8.713,4.496,2.674,62.162,35.314,-9999,111.363,89.691,12.526
4536.375,4534.569,58.901,-59.081,0,0.001,100,55.191,8.713,4.8,2.686,60.59,34.587,-9999,125.346,100.512,12.108
4536.5,4534.694,58.906,-59.082,0,0.001,100,54.941,8.713,5.614,2.707,60.161,34.82,-9999,127.061,102.215,12.242
4536.625,4534.818,58.911,-59.083,0,0.001,100,54.878,8.714,6.605,2.725,59.307,35.207,-9999,119.378,96.462,12.464
4536.75,4534.943,58.915,-59.084,0,0.084,100,54.895,8.716,7.239,2.732,58.7,36.102,-9999,108.972,88.102,12.984
4536.875,4535.068,58.92,-59.086,0,0.083,100,54.896,8.72,7.24,2.726,58.873,37.54,-9999,102.288,82.232,13.831
4537,4535.193,58.924,-59.087,0,0.082,100,54.86,8.725,6.852,2.714,58.529,39.037,-9999,100.35,79.881,14.729
4537.125,4535.318,58.929,-59.088,0,0.082,100,54.85,8.727,6.335,2.704,56.682,39.925,-9999,102.252,80.398,15.27
4537.25,4535.443,58.934,-59.089,0,0.082,100,54.865,8.727,5.84,2.696,55.186,40.668,-9999,106.941,82.919,15.727
4537.375,4535.568,58.938,-59.09,0,0.082,100,54.899,8.731,5.428,2.689,55.583,42.357,-9999,113.98,87.308,16.783
4537.5,4535.693,58.943,-59.091,0,0.081,100,54.977,8.739,5.21,2.68,57.058,44.699,-9999,120.291,91.564,18.284
4537.625,4535.818,58.948,-59.092,0,0.08,100,54.973,8.747,5.097,2.673,57.634,45.891,-9999,121.894,92.379,19.065
4537.75,4535.943,58.952,-59.094,0,0.08,100,54.963,8.75,5.03,2.674,57.339,45.797,-9999,118.187,88.821,19.003
4537.875,4536.067,58.957,-59.095,0,0.08,100,54.602,8.748,5.05,2.683,57.689,45.867,-9999,111.88,83.108,19.049
4538,4536.192,58.962,-59.096,0,0.08,100,54.416,8.743,5.163,2.693,58.957,46.69,-9999,105.486,77.673,19.596
4538.125,4536.317,58.966,-59.097,0,0.079,100,54.217,8.739,5.293,2.696,60.629,48.048,-9999,100.036,73.245,20.509
4538.25,4536.442,58.971,-59.098,0,0.078,100,54.194,8.739,5.334,2.695,62.131,49.48,-9999,97.656,70.885,21.49
4538.375,4536.567,58.976,-59.099,0,0.1,100,54.348,8.739,5.252,2.697,63.653,50.856,-9999,99.603,71.638,22.449
4538.5,4536.692,58.98,-59.1,0,0.1,100,54.438,8.738,5.061,2.703,65.705,52.202,-9999,104.896,75.358,23.403
4538.625,4536.817,58.985,-59.101,0,0.1,100,54.446,8.732,4.83,2.703,67.821,53.029,-9999,110.488,79.721,23.997
4538.75,4536.942,58.99,-59.103,0,0.1,100,54.418,8.727,4.636,2.686,69.401,53.492,-9999,115.652,83.605,24.333
4538.875,4537.067,58.994,-59.104,0,0.1,100,54.325,8.723,4.584,2.659,69.736,53.212,-9999,120.781,86.983,24.13
4539,4537.192,58.999,-59.105,0,0.1,100,54.26,8.721,4.682,2.641,68.47,51.439,-9999,124.67,89.302,22.86
4539.125,4537.317,59.004,-59.106,0,0.078,100,54.216,8.722,4.917,2.644,65.647,47.875,-9999,125.938,89.843,20.392
4539.25,4537.441,59.008,-59.107,0,0.081,100,54.343,8.728,5.278,2.667,61.91,43.25,-9999,124.627,88.766,17.35
4539.375,4537.566,59.013,-59.108,0,0.083,100,54.424,8.733,5.669,2.691,58.526,39.392,-9999,122.187,86.905,14.945
4539.5,4537.691,59.018,-59.109,0,0.084,100,54.53,8.733,5.945,2.704,56.202,36.993,-9999,119.587,84.604,13.507
4539.625,4537.816,59.022,-59.111,0,0.001,100,54.685,8.727,5.94,2.708,54.674,35.532,-9999,119.193,83.229,12.652
4539.75,4537.941,59.027,-59.112,0,0.001,100,54.812,8.72,5.703,2.706,53.431,34.337,-9999,123.111,84.491,11.965
4539.875,4538.066,59.031,-59.113,0,0.001,100,54.841,8.715,5.441,2.699,52.134,33.546,-9999,131.299,88.447,11.516
4540,4538.191,59.036,-59.114,0,0.001,100,54.835,8.713,5.276,2.687,50.853,33.134,-9999,140.014,92.498,11.283
4540.125,4538.316,59.041,-59.115,0,0.001,100,54.818,8.711,5.193,2.678,50.326,33.257,-9999,145.272,94.627,11.353
4540.25,4538.441,59.045,-59.116,0,0.001,100,54.834,8.71,5.225,2.678,51.791,34.081,-9999,142.691,93.111,11.819
4540.375,4538.566,59.05,-59.117,0,0.001,100,54.897,8.71,5.532,2.685,54.499,35.118,-9999,131.29,87.074,12.413
4540.5,4538.69,59.055,-59.119,0,0.001,100,54.999,8.711,6.202,2.693,56.426,35.572,-9999,114.424,77.42,12.676
4540.625,4538.815,59.059,-59.12,0,0.084,100,55.385,8.713,7.041,2.701,55.621,34.64,-9999,99.346,68,12.138
4540.75,4538.94,59.064,-59.121,0,0.387,100,55.502,8.715,7.596,2.708,53.042,32.714,-9999,90.417,62.482,11.048
4540.875,4539.065,59.069,-59.122,0.003,0.954,100,55.595,8.72,7.641,2.707,51.028,31.43,-9999,88.424,61.834,10.335
4541,4539.19,59.073,-59.123,0.001,0.652,100,55.633,8.725,7.283,2.695,51.441,32.646,-9999,93.193,65.76,11.01
4541.125,4539.315,59.078,-59.124,0,0.085,100,55.61,8.73,6.845,2.672,52.946,35.122,-9999,103.325,73.418,12.415
4541.25,4539.44,59.083,-59.125,0,0.084,100,55.583,8.734,6.547,2.645,53.92,36.954,-9999,115.639,83.145,13.484
4541.375,4539.565,59.087,-59.126,0,0.084,100,55.587,8.736,6.431,2.621,54.257,37.726,-9999,123.247,90.152,13.942
4541.5,4539.69,59.092,-59.128,0,0.083,100,55.596,8.737,6.428,2.61,55.556,38.631,-9999,122.887,91.337,14.484
4541.625,4539.815,59.097,-59.129,0,0.082,100,55.659,8.744,6.537,2.617,58.416,39.654,-9999,114.836,86.241,15.104
4541.75,4539.94,59.101,-59.13,0,0.082,100,55.698,8.754,6.706,2.636,60.632,39.618,-9999,103.266,77.946,15.082
4541.875,4540.064,59.106,-59.131,0,0.083,100,55.601,8.765,6.715,2.654,60.576,38.093,-9999,91.142,68.836,14.161
4542,4540.189,59.111,-59.132,0,0.084,100,55.292,8.779,6.309,2.661,58.868,35.431,-9999,80.858,60.558,12.594
4542.125,4540.314,59.115,-59.133,0,0.001,100,54.881,8.798,5.852,2.659,57.843,33.545,-9999,75.308,55.219,11.515
4542.25,4540.439,59.12,-59.134,0,0.001,100,54.316,8.824,5.779,2.651,57.509,32.67,-9999,76.092,54.061,11.023
4542.375,4540.564,59.124,-59.136,0,0.001,100,53.088,8.848,6.148,2.652,55.692,30.817,-9999,84.312,57.766,9.999
4542.5,4540.689,59.129,-59.137,0.038,2.052,76.017,51.646,8.865,6.525,2.671,51.94,27.579,-9999,100.023,65.949,8.267
4542.625,4540.814,59.134,-59.138,0.038,2.052,68.035,50.451,8.873,6.697,2.706,47.701,24.608,-9999,125.58,79.818,6.738
4542.75,4540.939,59.138,-59.139,0.026,1.835,66.559,50.311,8.881,6.799,2.743,44.681,23.218,-9999,162.527,100.186,6.042
4542.875,4541.064,59.143,-59.14,0.015,1.561,68.174,49.409,8.889,6.998,2.769,42.36,22.569,-9999,208.837,124.962,5.721
4543,4541.189,59.148,-59.141,0.012,1.448,64.408,49.132,8.889,7.159,2.773,39.806,22.436,-9999,269.357,154.696,5.656
4543.125,4541.313,59.152,-59.142,0.014,1.53,53.292,49.102,8.875,7.095,2.757,37.015,22.181,-9999,359.725,195.974,5.531
4543.25,4541.438,59.157,-59.144,0.024,1.799,39.453,49.329,8.858,6.88,2.732,34.53,21.235,-9999,481.149,250.901,5.07
4543.375,4541.563,59.162,-59.145,0.049,2.218,28.642,49.394,8.847,6.608,2.7,32.916,20.014,-9999,607.699,309.79,4.484
4543.5,4541.688,59.166,-59.146,0.062,2.375,24.922,49.388,8.843,6.306,2.684,33.003,19.72,-9999,684.563,347.105,4.344
4543.625,4541.813,59.171,-59.147,0.044,2.145,27.02,49.339,8.842,5.965,2.684,35.136,20.076,-9999,693.895,352.167,4.513
4543.75,4541.938,59.176,-59.148,0.023,1.765,33.065,49.151,8.842,5.736,2.7,38.536,20.698,-9999,658.818,333.907,4.811
4543.875,4542.063,59.18,-59.149,0.013,1.48,39.95,48.91,8.842,5.792,2.721,40.612,20.954,-9999,630.783,318.349,4.934
4544,4542.188,59.185,-59.15,0.012,1.459,40.676,48.668,8.842,6.081,2.741,39.876,20.513,-9999,629.994,317.024,4.722
4544.125,4542.313,59.19,-59.151,0.019,1.661,35.398,48.655,8.841,6.351,2.754,36.739,19.378,-9999,661.6,332.758,4.182
4544.25,4542.438,59.194,-59.153,0.028,1.868,30.494,48.416,8.841,6.48,2.764,33.386,18.315,-9999,722.479,363.563,3.683
4544.375,4542.563,59.199,-59.154,0.03,1.916,28.264,48.239,8.84,6.51,2.771,31.614,17.875,-9999,802.805,406.128,3.478
4544.5,4542.688,59.204,-59.155,0.022,1.743,29.601,48.121,8.84,6.535,2.773,32.1,18.477,-9999,859.81,440.577,3.758
4544.625,4542.813,59.208,-59.156,0.009,1.321,38.025,47.834,8.839,6.522,2.772,33.586,19.708,-9999,860.054,447.201,4.338
4544.75,4542.938,59.213,-59.157,0.003,0.931,54.119,47.638,8.84,6.501,2.772,34.704,20.498,-9999,802.873,421.272,4.715
4544.875,4543.063,59.218,-59.158,0.002,0.794,65.655,47.461,8.845,6.544,2.778,34.617,20.104,-9999,733.48,384.462,4.527
4545,4543.188,59.222,-59.159,0.002,0.903,60.456,47.278,8.853,6.588,2.793,33.821,19.028,-9999,686.305,356.247,4.017
4545.125,4543.312,59.227,-59.161,0.004,1.013,54.972,47.04,8.859,6.484,2.808,33.128,18.203,-9999,679.261,346.968,3.63
4545.25,4543.437,59.231,-59.162,0.003,0.941,57.925,46.887,8.859,6.231,2.816,32.757,17.934,-9999,712.877,356.712,3.505
4545.375,4543.562,59.236,-59.163,0.001,0.742,69.159,46.847,8.85,5.972,2.817,32.704,18.074,-9999,782.731,383.282,3.57
4545.5,4543.687,59.241,-59.164,0.001,0.609,79.203,46.846,8.835,5.91,2.815,32.652,18.285,-9999,855.62,412.834,3.669
4545.625,4543.812,59.245,-59.165,0.001,0.595,79.86,46.875,8.82,5.997,2.815,32.209,18.48,-9999,850.769,407.179,3.76
4545.75,4543.937,59.25,-59.166,0.001,0.633,79.26,46.918,8.811,6.095,2.814,31.43,18.599,-9999,759.895,362.604,3.815
4545.875,4544.062,59.255,-59.167,0,0.542,98.324,46.956,8.814,6.085,2.812,30.969,18.82,-9999,659.543,312.03,3.919
4546,4544.187,59.259,-59.168,0,0.362,100,46.952,8.818,6.047,2.808,31.634,19.649,-9999,596.055,278.375,4.31
4546.125,4544.312,59.264,-59.17,0,0.196,100,46.887,8.821,6.087,2.803,33.678,21.468,-9999,588.469,270.725,5.183
4546.25,4544.437,59.269,-59.171,0,0.001,100,46.794,8.819,6.157,2.8,36.193,23.79,-9999,636.453,286.361,6.327
4546.375,4544.562,59.273,-59.172,0,0.001,100,46.679,8.817,6.11,2.799,38.188,25.802,-9999,726.815,318.398,7.345
4546.5,4544.686,59.278,-59.173,0,0.001,100,46.472,8.811,5.897,2.802,39.087,26.917,-9999,831.007,356.995,7.921
4546.625,4544.811,59.283,-59.174,0,0.001,100,46.268,8.804,5.674,2.803,39.271,27.521,-9999,901.044,384.645,8.236
4546.75,4544.936,59.287,-59.175,0,0.001,100,46.265,8.8,5.575,2.802,39.453,28.153,-9999,919.661,392.911,8.569
4546.875,4545.061,59.292,-59.176,0,0.001,100,46.16,8.797,5.607,2.796,40.014,29.053,-9999,898.124,382.506,9.047
4547,4545.186,59.297,-59.178,0,0.001,100,46.139,8.795,5.652,2.792,40.652,29.847,-9999,870.686,366.2,9.473
4547.125,4545.311,59.301,-59.179,0,0.001,100,46.143,8.792,5.672,2.79,41.124,30.439,-9999,852.473,351.462,9.349
4547.25,4545.436,59.306,-59.18,0,0.001,100,46.114,8.79,5.663,2.791,41.078,30.468,-9999,844.031,341.174,9.365
4547.375,4545.561,59.311,-59.181,0,0.001,100,46.035,8.79,5.644,2.793,40.237,29.575,-9999,834.833,331.425,8.883
4547.5,4545.686,59.315,-59.182,0,0.258,100,45.924,8.794,5.619,2.797,38.805,27.766,-9999,823.633,320.471,7.923
4547.625,4545.811,59.32,-59.183,0,0.388,100,45.826,8.799,5.512,2.801,37.526,26.061,-9999,820.513,311.738,7.038
4547.75,4545.935,59.324,-59.184,0,0.437,100,45.726,8.806,5.328,2.803,36.58,24.899,-9999,830.985,309.377,6.445
4547.875,4546.06,59.329,-59.186,0,0.484,97.833,45.596,8.81,5.129,2.804,35.398,23.594,-9999,851.257,314.82,5.791
4548,4546.185,59.334,-59.187,0.001,0.617,77.055,45.469,8.81,4.981,2.801,33.842,21.809,-9999,870.888,325.749,4.912
4548.125,4546.31,59.338,-59.188,0.003,0.961,50.692,45.462,8.812,4.832,2.798,32.435,20.166,-9999,881.228,338.377,4.121
4548.25,4546.435,59.343,-59.189,0.005,1.151,42.971,45.376,8.814,4.611,2.796,31.614,19.179,-9999,871.232,347.386,3.654
4548.375,4546.56,59.348,-59.19,0.007,1.218,41.395,45.305,8.819,4.464,2.798,31.268,18.512,-9999,840.722,351.375,3.342
4548.5,4546.685,59.352,-59.191,0.009,1.329,39.066,45.253,8.825,4.524,2.803,31.206,17.952,-9999,801.202,356.636,3.081
4548.625,4546.81,59.357,-59.192,0.013,1.502,35.591,45.228,8.832,4.81,2.807,31.4,17.532,-9999,773.539,374.309,2.887
4548.75,4546.935,59.362,-59.193,0.021,1.708,31.824,45.261,8.837,5.148,2.807,31.408,17.049,-9999,766.388,405.271,2.666
4548.875,4547.06,59.366,-59.195,0.038,2.057,26.701,45.387,8.841,5.399,2.801,30.829,16.16,-9999,771.129,442.529,2.261
4549,4547.185,59.371,-59.196,0.079,2.551,22.068,45.557,8.845,5.565,2.794,29.752,14.924,-9999,741.705,461.192,1.706
4549.125,4547.309,59.376,-59.197,0.152,3.099,19.619,45.779,8.851,5.716,2.791,28.453,13.709,-9999,631.296,428.85,1.168
4549.25,4547.434,59.38,-59.198,0.233,3.517,20.454,46.158,8.857,5.871,2.796,27.261,12.766,-9999,435.296,327.047,0.757
4549.375,4547.559,59.385,-59.199,0.311,3.836,25.096,46.822,8.861,6.017,2.799,27.053,12.682,-9999,233.18,194.572,0.721
4549.5,4547.684,59.39,-59.2,0.425,4.208,34.747,46.92,8.863,6.096,2.797,28.04,13.878,-9999,96.102,88.474,1.243
4549.625,4547.809,59.394,-59.201,0.394,4.113,54.471,47.65,8.864,6.098,2.787,29.442,15.868,-9999,44,39.951,2.129
4549.75,4547.934,59.399,-59.203,0.425,4.209,64.955,48.819,8.864,6.063,2.771,29.595,17.35,-9999,35.136,29.028,2.804
4549.875,4548.059,59.404,-59.204,0.548,4.54,53.773,49.271,8.866,6.064,2.749,28.57,17.792,-9999,47.972,36.479,3.007
4550,4548.184,59.408,-59.205,0.78,5.042,35.363,49.657,8.868,6.21,2.726,27.462,17.341,-9999,97.522,70.881,2.8
4550.125,4548.309,59.413,-59.205,1.091,5.57,23.13,49.666,8.874,6.463,2.707,26.43,16.336,-9999,182.781,132.851,2.341
4550.25,4548.434,59.417,-59.206,1.398,5.998,16.97,49.368,8.892,6.733,2.697,25.528,15.095,-9999,282.678,206.714,1.782
4550.375,4548.558,59.422,-59.206,1.468,6.085,14.501,49.059,8.925,6.948,2.702,25.198,14.221,-9999,362.77,263.209,1.394
4550.5,4548.683,59.427,-59.207,1.302,5.872,13.812,48.726,8.97,7.04,2.716,25.608,13.727,-9999,420.895,295.108,1.176
