Depth,TVD,DX,DY,GR,KTH,CAL,AC,DEN,RT,RXO,SH,POR,SW,PERM
4613.25,4613.171,-3.794,-19.673,14.216,9.037,8.539,45.948,2.759,853.531,399.897,0.431,4,22.215,0.117
4613.375,4613.296,-3.794,-19.674,14.407,9.077,8.541,45.67,2.755,813.653,388.567,0.447,4,23.008,0.115
4613.5,4613.421,-3.794,-19.674,14.774,9.193,8.547,45.548,2.756,806.913,391.231,0.496,4,23.541,0.111
4613.625,4613.546,-3.793,-19.675,14.827,9.121,8.555,45.653,2.762,842.782,411.986,0.466,4,23.801,0.102
4613.75,4613.671,-3.793,-19.676,14.417,8.742,8.571,45.703,2.763,935.678,454.601,0.308,4,22.693,0.103
4613.875,4613.796,-3.793,-19.677,14.025,8.332,8.59,46.098,2.754,1075.852,511.552,0.137,4,20.777,0.111
4614,4613.921,-3.793,-19.678,13.967,8.119,8.606,46.675,2.742,1238.481,570.263,0.049,4,17.409,0.158
4614.125,4614.046,-3.792,-19.679,14.219,8.112,8.613,47.218,2.736,1361.057,604.66,0.046,4,15.304,0.2
4614.25,4614.171,-3.792,-19.679,14.67,8.21,8.615,47.762,2.74,1407.021,601.938,0.087,4,14.724,0.209
4614.375,4614.296,-3.792,-19.68,15.363,8.396,8.621,48.507,2.743,1374.72,564.712,0.164,4,14.968,0.201
4614.5,4614.421,-3.791,-19.681,16.066,8.546,8.636,48.809,2.741,1314.205,516.679,0.226,4,14.986,0.216
4614.625,4614.546,-3.791,-19.682,16.542,8.601,8.658,49.052,2.737,1291.094,483.387,0.249,5,15.032,0.226
4614.75,4614.671,-3.791,-19.683,16.756,8.587,8.679,49.344,2.731,1384.738,493.225,0.243,5,14.269,0.255
4614.875,4614.796,-3.791,-19.684,16.668,8.391,8.692,49.664,2.735,1643.278,566.313,0.162,5,12.94,0.275
4615,4614.921,-3.79,-19.684,16.218,7.941,8.695,49.885,2.746,1999.155,684.592,0.01,5,11.662,0.278
4615.125,4615.046,-3.79,-19.685,15.73,7.51,8.695,49.95,2.751,2277.732,789.185,0.01,5,10.572,0.294
4615.25,4615.171,-3.79,-19.686,15.668,7.463,8.697,49.956,2.742,2317.64,816.001,0.01,5,9.509,0.385
4615.375,4615.296,-3.789,-19.687,15.893,7.728,8.698,49.877,2.723,2124.365,760.204,0.01,6,8.641,0.588
4615.5,4615.421,-3.789,-19.688,16.025,8.005,8.69,49.8,2.706,1825.776,662.207,0.01,7,8.351,0.839
4615.625,4615.546,-3.789,-19.689,16.079,8.222,8.676,49.751,2.698,1596.984,584.17,0.092,7,8.462,1.03
4615.75,4615.671,-3.788,-19.689,16.271,8.532,8.656,49.739,2.695,1498.519,549.089,0.22,7,8.611,1.128
4615.875,4615.796,-3.788,-19.69,16.53,8.942,8.638,49.677,2.694,1531.739,560.262,0.391,7,8.678,1.097
4616,4615.921,-3.788,-19.691,16.647,9.281,8.624,49.544,2.691,1622.942,594.162,0.533,7,8.671,1.003
4616.125,4616.046,-3.788,-19.692,16.718,9.579,8.62,49.325,2.687,1698.195,626.111,0.658,7,8.846,0.853
4616.25,4616.171,-3.787,-19.693,17.036,10.021,8.622,49.08,2.686,1689.157,631.139,0.844,6,9.265,0.717
4616.375,4616.296,-3.787,-19.694,17.435,10.496,8.628,48.897,2.69,1601.949,607.793,1.046,6,9.844,0.627
4616.5,4616.421,-3.787,-19.695,17.54,10.657,8.642,48.837,2.7,1481.927,567.588,1.114,6,10.603,0.555
4616.625,4616.546,-3.786,-19.695,17.276,10.396,8.676,48.724,2.708,1396.471,532.038,1.003,6,10.876,0.574
4616.75,4616.671,-3.786,-19.696,16.978,9.954,8.731,48.626,2.712,1377.634,514.601,0.816,6,11.145,0.555
4616.875,4616.796,-3.786,-19.697,16.914,9.592,8.797,48.607,2.712,1436.754,521.311,0.663,6,10.899,0.573
4617,4616.921,-3.786,-19.698,17.047,9.334,8.858,48.718,2.709,1551.916,545.241,0.555,6,10.256,0.624
4617.125,4617.046,-3.785,-19.699,17.378,9.186,8.948,49.534,2.703,1702.474,577.956,0.493,6,9.534,0.686
4617.25,4617.171,-3.785,-19.7,17.915,9.203,9.133,50.328,2.698,1896.159,619.884,0.5,7,8.682,0.791
4617.375,4617.296,-3.785,-19.701,18.138,9.145,9.335,51.161,2.704,2133.096,673.34,0.476,7,8.012,0.852
4617.5,4617.421,-3.784,-19.701,17.776,8.853,9.408,51.875,2.732,2394.921,734.468,0.354,6,7.874,0.739
4617.625,4617.546,-3.784,-19.702,17.096,8.461,9.245,52.089,2.773,2611.872,785.015,0.191,6,8.614,0.463
4617.75,4617.671,-3.784,-19.703,16.607,8.169,8.984,52.059,2.802,2714.841,810.673,0.07,5,9.954,0.259
4617.875,4617.796,-3.784,-19.704,16.402,7.965,8.773,51.701,2.801,2629.436,796.927,0.01,4,10.82,0.197
4618,4617.921,-3.783,-19.705,16.293,7.817,8.664,51.02,2.771,2303.485,725.566,0.01,5,10.621,0.25
4618.125,4618.046,-3.783,-19.706,16.265,7.807,8.606,50.323,2.735,1828.461,607.613,0.01,5,10.032,0.427
4618.25,4618.171,-3.783,-19.707,16.202,7.876,8.571,49.755,2.707,1350.55,475.319,0.01,6,10.03,0.7
4618.375,4618.296,-3.782,-19.708,15.869,7.856,8.552,49.374,2.692,1015.454,375.529,0.01,7,10.572,0.975
4618.5,4618.421,-3.782,-19.709,15.51,7.822,8.546,49.328,2.683,829.917,320.492,0.01,8,10.816,1.332
4618.625,4618.546,-3.782,-19.709,15.567,8.028,8.548,49.704,2.678,751.203,301.879,0.012,8,11.129,1.49
4618.75,4618.671,-3.781,-19.71,16.022,8.467,8.551,50.292,2.677,719.895,300.384,0.193,8,11.241,1.575
4618.875,4618.796,-3.781,-19.711,16.519,8.89,8.55,50.948,2.679,709.994,305.943,0.369,8,11.32,1.59
4619,4618.921,-3.781,-19.712,16.576,8.957,8.542,51.375,2.681,708.152,311.832,0.397,9,10.717,1.921
4619.125,4619.046,-3.781,-19.713,16.1,8.594,8.533,51.431,2.683,699.872,310.999,0.246,9,10.639,1.99
4619.25,4619.171,-3.78,-19.714,15.348,7.974,8.531,51.382,2.686,677.021,299.856,0.01,9,10.75,2.006
4619.375,4619.296,-3.78,-19.715,14.919,7.438,8.543,50.975,2.687,641.668,280.281,0.01,9,11.006,2.018
4619.5,4619.421,-3.78,-19.716,15.077,7.168,8.571,50.545,2.686,609.615,261.258,0.01,9,11.453,1.938
4619.625,4619.546,-3.779,-19.717,15.566,7.106,8.621,50.198,2.686,592.487,248.393,0.01,8,11.903,1.815
4619.75,4619.671,-3.779,-19.717,15.799,7.107,8.685,49.84,2.691,599.341,245.091,0.01,8,13.011,1.349
4619.875,4619.796,-3.779,-19.718,15.754,7.154,8.739,49.574,2.696,634.864,252.179,0.01,7,13.35,1.153
4620,4619.921,-3.778,-19.719,15.735,7.356,8.762,49.175,2.699,709.092,273.316,0.01,7,13.307,0.994
4620.125,4620.046,-3.778,-19.72,15.817,7.779,8.754,48.661,2.701,823.022,309.841,0.01,7,13.304,0.783
4620.25,4620.171,-3.778,-19.721,15.714,8.255,8.738,48.085,2.703,964.827,357.826,0.105,6,12.997,0.649
4620.375,4620.296,-3.778,-19.722,15.336,8.576,8.733,47.643,2.704,1122.676,412.866,0.238,6,12.653,0.546
4620.5,4620.421,-3.777,-19.723,14.857,8.63,8.745,47.561,2.701,1278.325,468.862,0.261,6,12.073,0.507
4620.625,4620.546,-3.777,-19.724,14.346,8.499,8.752,47.471,2.696,1400.126,515.496,0.207,6,11.37,0.518
4620.75,4620.671,-3.777,-19.725,13.733,8.192,8.727,47.689,2.695,1436.483,534.296,0.079,6,11.054,0.526
4620.875,4620.796,-3.776,-19.726,13.246,7.875,8.68,48.01,2.698,1376.504,518.33,0.01,6,11.173,0.528
4621,4620.921,-3.776,-19.727,13.234,7.8,8.639,48.283,2.701,1254.35,477.619,0.01,6,11.596,0.535
4621.125,4621.046,-3.776,-19.728,13.666,8.023,8.629,48.467,2.706,1116.723,428.875,0.01,6,12.169,0.552
4621.25,4621.171,-3.775,-19.728,14.089,8.336,8.627,48.411,2.713,999.249,386.843,0.139,6,12.812,0.563
4621.375,4621.296,-3.775,-19.729,14.498,8.729,8.614,48.337,2.723,907.659,354.664,0.302,6,13.352,0.582
4621.5,4621.421,-3.775,-19.73,14.951,9.163,8.594,48.282,2.731,848.073,335.742,0.483,6,13.65,0.613
4621.625,4621.546,-3.775,-19.731,15.028,9.293,8.593,48.26,2.735,810.027,326.782,0.538,6,14,0.614
4621.75,4621.671,-3.774,-19.732,14.403,8.859,8.617,48.223,2.734,779.357,322.262,0.356,6,14.181,0.626
4621.875,4621.796,-3.774,-19.733,13.468,8.152,8.651,48.1,2.727,738.406,313.739,0.063,6,14.243,0.667
4622,4621.921,-3.774,-19.734,12.993,7.717,8.674,47.848,2.722,682.253,297.495,0.01,6,14.472,0.712
4622.125,4622.046,-3.773,-19.735,13.211,7.635,8.682,47.465,2.722,616.319,274.527,0.01,6,15.321,0.693
4622.25,4622.171,-3.773,-19.736,13.782,7.701,8.686,47.081,2.727,552.714,249.982,0.01,6,16.765,0.616
4622.375,4622.296,-3.773,-19.737,14.358,7.828,8.688,46.819,2.731,501.814,229.353,0.01,6,18.679,0.51
4622.5,4622.421,-3.772,-19.738,14.689,7.984,8.683,46.818,2.729,470.639,216.459,0.01,6,19.88,0.469
4622.625,4622.546,-3.772,-19.739,14.695,8.053,8.662,47.196,2.722,459.58,211.555,0.022,6,19.81,0.504
4622.75,4622.671,-3.772,-19.74,14.711,8.159,8.627,47.669,2.714,464.418,213.033,0.066,6,19.202,0.558
4622.875,4622.796,-3.771,-19.741,15.224,8.624,8.591,48.136,2.708,479.763,219.334,0.258,6,18.154,0.642
4623,4622.921,-3.771,-19.742,15.985,9.287,8.563,48.397,2.704,500.263,228.619,0.535,6,17.407,0.692
4623.125,4623.046,-3.771,-19.742,16.382,9.683,8.549,48.32,2.701,527.775,241.459,0.702,6,16.608,0.747
4623.25,4623.171,-3.771,-19.743,16.175,9.529,8.552,48.043,2.695,572.843,261.785,0.637,7,15.457,0.843
4623.375,4623.296,-3.77,-19.744,15.722,9.11,8.565,47.49,2.691,644.279,293.159,0.461,7,14.04,0.975
4623.5,4623.421,-3.77,-19.745,15.181,8.54,8.588,46.974,2.691,741.685,335.408,0.224,7,12.743,1.07
4623.625,4623.546,-3.77,-19.746,14.659,7.922,8.628,47.07,2.697,841.932,378.283,0.01,7,12.043,1.027
4623.75,4623.671,-3.769,-19.747,14.528,7.526,8.686,47.733,2.704,911.138,406.976,0.01,7,11.698,0.959
4623.875,4623.796,-3.769,-19.748,15.039,7.6,8.75,48.784,2.708,921.46,409.325,0.01,7,11.479,0.971
4624,4623.921,-3.769,-19.749,15.746,7.913,8.801,49.74,2.713,870.505,383.834,0.01,7,11.393,1.062
4624.125,4624.046,-3.768,-19.75,16.121,8.137,8.829,50.415,2.723,785.706,341.94,0.057,7,11.738,1.123
4624.25,4624.171,-3.768,-19.751,16.456,8.36,8.825,50.686,2.741,691.029,292.47,0.149,7,12.671,1.06
4624.375,4624.296,-3.768,-19.752,17.408,8.845,8.806,50.512,2.762,624.296,252.39,0.35,7,14.589,0.834
4624.5,4624.421,-3.767,-19.753,18.974,9.56,8.808,50.092,2.778,631.323,247.302,0.65,6,16.189,0.599
4624.625,4624.546,-3.767,-19.754,20.692,10.426,8.873,49.089,2.784,696.425,263.659,1.016,6,17.074,0.444
4624.75,4624.671,-3.767,-19.755,22.018,11.349,8.993,47.819,2.785,843.039,306.899,1.411,5,17.233,0.33
4624.875,4624.796,-3.766,-19.756,22.798,12.148,9.135,46.578,2.79,1115.438,390.787,1.756,4,17.497,0.204
4625,4624.921,-3.766,-19.757,22.855,12.522,9.243,45.706,2.794,1594.041,544.053,1.919,4,17.09,0.124
4625.125,4625.046,-3.766,-19.758,22.179,12.526,9.294,45.081,2.784,2261.229,765.287,1.921,4,15.14,0.102
4625.25,4625.171,-3.766,-19.759,20.907,12.208,9.294,44.971,2.763,3026.45,1029.695,1.782,4,11.937,0.133
4625.375,4625.296,-3.765,-19.76,19.786,11.716,9.298,44.997,2.74,3646.56,1260.803,1.569,4,9.452,0.2
4625.5,4625.421,-3.765,-19.761,19.383,11.298,9.342,45.052,2.727,3915.681,1382.679,1.389,5,8.305,0.256
4625.625,4625.546,-3.765,-19.762,19.555,10.825,9.396,45.099,2.725,3734.731,1349.101,1.186,5,8.249,0.271
4625.75,4625.671,-3.764,-19.763,19.531,9.936,9.389,45.182,2.732,3215.586,1183.514,0.808,5,9.024,0.246
4625.875,4625.796,-3.764,-19.764,19.105,8.878,9.326,45.286,2.736,2630.668,980.568,0.364,5,10.229,0.225
4626,4625.921,-3.764,-19.765,18.677,8.271,9.264,45.42,2.737,2181.842,818.87,0.112,5,11.209,0.231
4626.125,4626.046,-3.763,-19.766,18.801,8.304,9.257,45.59,2.737,1955.202,737.129,0.126,5,11.833,0.243
4626.25,4626.171,-3.763,-19.767,19.369,8.895,9.289,45.816,2.742,1904.094,719.457,0.371,5,12.012,0.25
4626.375,4626.296,-3.763,-19.768,19.993,9.743,9.333,46.202,2.746,1967.704,743.363,0.727,5,11.87,0.251
4626.5,4626.421,-3.762,-19.769,20.06,10.428,9.385,46.676,2.742,2050.955,777.157,1.017,5,11.074,0.293
4626.625,4626.546,-3.762,-19.77,19.234,10.809,9.44,47.095,2.728,2080.24,796.102,1.179,5,10.112,0.381
4626.75,4626.671,-3.762,-19.77,17.895,10.939,9.482,47.406,2.714,1993.822,776.614,1.235,6,9.417,0.505
4626.875,4626.796,-3.762,-19.771,17.25,11.164,9.474,47.666,2.707,1809.053,719.356,1.331,6,9.327,0.597
4627,4626.921,-3.761,-19.772,17.741,11.847,9.405,47.826,2.708,1570.785,637.08,1.626,6,9.906,0.609
4627.125,4627.046,-3.761,-19.773,18.814,12.883,9.311,47.974,2.715,1344.601,553.584,2.077,6,11.368,0.499
4627.25,4627.171,-3.761,-19.774,19.424,13.579,9.253,48.031,2.726,1182.92,492.599,2.383,5,12.904,0.416
4627.375,4627.296,-3.76,-19.775,19.218,13.553,9.245,47.961,2.736,1110.305,466.605,2.372,5,13.901,0.371
4627.5,4627.421,-3.76,-19.776,18.559,13.09,9.235,47.669,2.746,1116.522,474.011,2.168,5,14.574,0.323
4627.625,4627.546,-3.76,-19.777,18.074,12.619,9.167,47.02,2.755,1161.542,499.728,1.961,5,15.001,0.277
4627.75,4627.671,-3.76,-19.778,18.357,12.254,9.041,46.663,2.762,1209.111,529.888,1.802,5,15.548,0.228
4627.875,4627.796,-3.759,-19.779,19.273,11.667,8.914,46.487,2.766,1216.395,546.737,1.548,4,16.126,0.195
4628,4627.921,-3.759,-19.78,20.08,10.885,8.835,46.607,2.769,1168.211,541.265,1.212,4,16.808,0.177
4628.125,4628.046,-3.759,-19.781,20.264,10.226,8.81,46.851,2.777,1078.711,515.042,0.931,4,18.141,0.155
4628.25,4628.171,-3.759,-19.782,20.319,9.895,8.797,47.013,2.79,991.212,484.5,0.791,4,20.4,0.121
4628.375,4628.296,-3.758,-19.783,20.777,10.102,8.775,47.101,2.8,929.999,462.011,0.879,4,22.272,0.101
4628.5,4628.421,-3.758,-19.784,21.631,10.796,8.744,47.042,2.798,887.582,447.554,1.174,4,22.14,0.112
4628.625,4628.546,-3.758,-19.785,22.599,11.649,8.727,46.889,2.782,837.729,430.202,1.54,4,20.671,0.154
4628.75,4628.671,-3.757,-19.786,23.69,12.665,8.726,46.696,2.767,775.221,405.562,1.981,4,20.038,0.194
4628.875,4628.796,-3.757,-19.787,24.87,13.874,8.725,46.507,2.761,716.6,378.864,2.514,4,20.804,0.196
4629,4628.921,-3.757,-19.787,25.684,14.742,8.714,46.566,2.763,675.953,358.104,2.901,4,22.172,0.177
4629.125,4629.046,-3.757,-19.788,25.495,14.871,8.707,46.708,2.768,656.796,346.713,2.959,4,22.787,0.172
4629.25,4629.171,-3.756,-19.789,24.348,14.397,8.727,46.9,2.772,665.103,349.349,2.747,4,22.842,0.171
4629.375,4629.296,-3.756,-19.79,23.177,13.874,8.763,46.998,2.773,701.565,367.306,2.514,4,22.174,0.176
4629.5,4629.421,-3.756,-19.791,22.454,13.493,8.797,46.953,2.774,761.641,398.323,2.345,4,21.123,0.182
4629.625,4629.546,-3.756,-19.792,21.821,12.983,8.81,46.933,2.776,832.555,434.011,2.121,4,20.03,0.187
4629.75,4629.671,-3.755,-19.793,21.037,12.311,8.801,46.773,2.777,908.635,469.603,1.827,4,18.94,0.195
4629.875,4629.796,-3.755,-19.794,20.493,11.84,8.773,46.592,2.774,994.06,505.843,1.623,4,17.655,0.213
4630,4629.921,-3.755,-19.795,20.425,11.732,8.759,46.422,2.768,1089.478,542.313,1.576,5,16.508,0.229
4630.125,4630.046,-3.755,-19.796,20.207,11.666,8.8,46.259,2.77,1190.203,576.251,1.547,5,15.937,0.222
4630.25,4630.171,-3.754,-19.797,19.192,11.512,8.911,46.078,2.783,1308.678,611.676,1.481,4,16.363,0.174
4630.375,4630.296,-3.754,-19.798,17.919,11.332,9.023,45.948,2.8,1464.435,659.053,1.403,4,17.7,0.112
4630.5,4630.421,-3.754,-19.798,17.188,11.297,9.091,45.936,2.813,1675.23,727.364,1.388,3,19.026,0.071
4630.625,4630.546,-3.754,-19.799,17.337,11.579,9.131,45.941,2.816,1953.962,823.275,1.51,3,19.646,0.049
4630.75,4630.671,-3.753,-19.8,17.665,11.947,9.23,45.863,2.817,2279.506,943.453,1.669,3,20.627,0.032
4630.875,4630.796,-3.753,-19.801,17.768,12.162,9.411,45.629,2.82,2630.004,1087.323,1.762,2,21.995,0.02
4631,4630.921,-3.753,-19.802,17.686,12.15,9.596,45.593,2.824,2952.749,1240.308,1.757,2,21.948,0.017
4631.125,4631.046,-3.753,-19.803,17.847,12.203,9.714,45.272,2.829,3219.215,1381.606,1.78,2,21.637,0.015
4631.25,4631.171,-3.752,-19.804,18.436,12.459,9.773,45.073,2.835,3433.946,1502.036,1.891,2,19.898,0.017
4631.375,4631.296,-3.752,-19.805,19.495,12.891,9.809,45.056,2.838,3661.108,1627.462,2.08,2,19.364,0.017
4631.5,4631.421,-3.752,-19.806,20.69,13.251,9.784,45.092,2.837,3974.798,1799.435,2.238,2,19.282,0.015
4631.625,4631.546,-3.752,-19.807,21.552,13.417,9.656,45.166,2.833,4463.186,2065.146,2.312,2,19.023,0.014
4631.75,4631.671,-3.751,-19.808,21.74,13.305,9.472,45.017,2.828,5172.967,2456.161,2.262,2,17.356,0.015
4631.875,4631.796,-3.751,-19.808,21.356,12.91,9.305,44.815,2.822,5948.668,2918.103,2.089,2,15.378,0.017
4632,4631.921,-3.751,-19.809,20.725,12.415,9.191,44.524,2.816,6439.363,3292.327,1.872,2,13.65,0.021
4632.125,4632.046,-3.751,-19.81,20.143,11.993,9.135,44.489,2.81,6296.882,3350.574,1.689,2,12.909,0.025
4632.25,4632.171,-3.751,-19.811,19.542,11.525,9.165,44.979,2.807,5546.929,3042.029,1.487,2,13.673,0.025
4632.375,4632.296,-3.75,-19.812,18.971,10.973,9.335,45.033,2.81,4483.148,2487.456,1.249,2,16.209,0.019
4632.5,4632.421,-3.75,-19.813,18.665,10.511,9.63,46.015,2.815,3517.608,1949.813,1.052,2,19.338,0.016
4632.625,4632.546,-3.75,-19.814,18.769,10.287,9.998,47.113,2.817,2833.849,1565.109,0.957,2,21.94,0.015
4632.75,4632.671,-3.75,-19.815,19.238,10.263,10.327,47.664,2.82,2508.26,1389.424,0.947,2,23.226,0.016
4632.875,4632.796,-3.749,-19.816,19.746,10.25,10.504,47.98,2.832,2441.568,1372.786,0.941,2,24.128,0.016
4633,4632.921,-3.749,-19.816,20.231,10.236,10.472,47.539,2.85,2581.731,1497.552,0.935,2,27.468,0.01
4633.125,4633.046,-3.749,-19.817,20.799,10.349,10.288,46.816,2.853,2920.041,1777.182,0.983,2,28.809,0.007
4633.25,4633.171,-3.749,-19.818,21.348,10.581,10.084,46.009,2.828,3476.389,2221.366,1.082,2,25.164,0.008
4633.375,4633.296,-3.749,-19.819,21.638,10.867,9.924,44.981,2.795,4315.539,2856.111,1.204,2,16.597,0.024
4633.5,4633.421,-3.748,-19.82,21.488,11.098,9.822,44.004,2.777,5437.599,3637.234,1.303,3,12.384,0.043
4633.625,4633.546,-3.748,-19.821,21.096,11.3,9.776,43.926,2.769,6691.791,4426.907,1.39,3,10.659,0.049
4633.75,4633.671,-3.748,-19.822,20.632,11.502,9.803,43.572,2.77,7675.539,4972.666,1.477,3,10.245,0.043
4633.875,4633.796,-3.748,-19.823,20.014,11.797,9.876,43.691,2.774,7896.579,5063.616,1.604,3,10.905,0.031
4634,4633.921,-3.748,-19.823,19.297,12.087,9.94,44.113,2.779,7237.499,4700.633,1.73,2,12.014,0.025
4634.125,4634.046,-3.747,-19.824,18.835,12.352,9.971,44.46,2.784,5899.069,3994.651,1.845,2,13.29,0.024
4634.25,4634.171,-3.747,-19.825,18.825,12.632,9.981,44.743,2.786,4509.971,3232.492,1.967,2,14.837,0.025
4634.375,4634.296,-3.747,-19.826,19.174,13.038,9.964,45.305,2.788,3449.74,2622.948,2.145,2,16.705,0.027
4634.5,4634.421,-3.747,-19.827,19.747,13.505,9.93,45.465,2.787,2917.592,2330.296,2.35,2,18.348,0.028
4634.625,4634.546,-3.747,-19.828,20.422,13.928,9.921,45.565,2.781,2803.471,2321.652,2.538,2,19.943,0.024
4634.75,4634.671,-3.746,-19.829,20.864,14.025,9.946,45.607,2.771,3004.438,2540.482,2.581,2,19.39,0.024
4634.875,4634.796,-3.746,-19.829,20.581,13.476,9.979,45.411,2.761,3380.898,2907.068,2.338,2,17.199,0.03
4635,4634.921,-3.746,-19.83,19.863,12.622,9.993,45.325,2.759,3660.532,3219.071,1.963,3,15.455,0.036
4635.125,4635.046,-3.746,-19.831,19.426,12.15,9.985,45.044,2.766,3575.211,3239.169,1.757,3,15.816,0.033
4635.25,4635.171,-3.746,-19.832,19.807,12.459,9.944,44.705,2.781,3018.12,2826.755,1.891,2,18.912,0.022
4635.375,4635.296,-3.745,-19.833,20.445,13.036,9.845,44.536,2.796,2245.363,2176.496,2.144,2,26.874,0.011
4635.5,4635.421,-3.745,-19.834,20.552,13.297,9.692,44.517,2.803,1579.631,1571.243,2.259,2,37.127,0.006
4635.625,4635.546,-3.745,-19.835,19.902,13.06,9.549,44.47,2.801,1200.636,1197.954,2.154,2,41.065,0.008
4635.75,4635.671,-3.745,-19.835,18.929,12.453,9.462,44.301,2.791,1074.098,1048.34,1.889,2,35.295,0.017
4635.875,4635.796,-3.745,-19.836,18.343,11.857,9.45,44.124,2.781,1163.571,1088.29,1.63,3,28.166,0.035
4636,4635.921,-3.745,-19.837,18.353,11.421,9.491,43.978,2.783,1504.022,1324.683,1.442,3,25.339,0.036
4636.125,4636.046,-3.744,-19.838,18.931,11.288,9.543,43.848,2.794,2143.049,1792.321,1.385,2,23.796,0.025
4636.25,4636.171,-3.744,-19.839,19.916,11.281,9.547,43.738,2.803,3076.234,2493.109,1.382,2,24.902,0.011
4636.375,4636.296,-3.744,-19.84,20.872,11.272,9.493,43.723,2.807,4070.413,3263.657,1.378,2,24.544,0.007
4636.5,4636.421,-3.744,-19.84,21.57,11.192,9.396,43.695,2.803,4964.791,4006.553,1.343,2,21.957,0.007
4636.625,4636.546,-3.744,-19.841,21.675,11.009,9.284,43.674,2.795,5608.889,4574.097,1.265,2,19.204,0.009
4636.75,4636.671,-3.743,-19.842,21.266,10.579,9.197,43.682,2.785,6025.298,4874.804,1.081,2,14.867,0.018
4636.875,4636.796,-3.743,-19.843,20.572,9.878,9.198,43.773,2.783,6223.091,4841.463,0.784,2,13.357,0.024
4637,4636.921,-3.743,-19.844,19.717,9.024,9.334,43.998,2.794,6295.783,4595.006,0.425,2,13.666,0.022
4637.125,4637.046,-3.743,-19.845,19.129,8.386,9.526,44.25,2.81,6371.353,4356.095,0.16,2,15.446,0.014
4637.25,4637.171,-3.743,-19.845,19.249,8.25,9.654,44.422,2.822,6478.29,4226.534,0.103,2,18.313,0.008
4637.375,4637.296,-3.743,-19.846,20.086,8.736,9.679,44.501,2.832,6481.041,4134.668,0.305,2,20.23,0.005
4637.5,4637.421,-3.742,-19.847,21.098,9.51,9.697,44.539,2.841,6190.929,3954.439,0.629,1,23.326,0.004
4637.625,4637.546,-3.742,-19.848,21.542,10.113,9.807,44.504,2.846,5513.017,3600.26,0.883,1,28.626,0.002
4637.75,4637.671,-3.742,-19.849,21.235,10.47,9.97,44.441,2.838,4667.412,3149.88,1.035,1,29.522,0.002
4637.875,4637.796,-3.742,-19.85,20.41,10.729,10.088,44.354,2.823,3951.246,2758.276,1.145,2,23.285,0.007
4638,4637.921,-3.742,-19.85,19.452,10.868,10.057,44.19,2.808,3601.226,2581.453,1.205,2,18.714,0.019
4638.125,4638.046,-3.742,-19.851,19.08,11.111,9.897,44.095,2.804,3619.098,2638.334,1.309,2,17.239,0.026
4638.25,4638.171,-3.741,-19.852,19.494,11.717,9.682,44.37,2.81,3960.341,2873.407,1.569,2,18.392,0.018
4638.375,4638.296,-3.741,-19.853,20.124,12.369,9.548,45.348,2.826,4552.205,3153.256,1.852,2,21.965,0.008
4638.5,4638.421,-3.741,-19.854,20.392,12.619,9.584,46.773,2.846,5113.393,3325.677,1.961,1,32.608,0.002
4638.625,4638.546,-3.741,-19.854,20.651,12.655,9.747,48.052,2.868,5349.818,3330.909,1.977,1,43.633,0.001
4638.75,4638.671,-3.741,-19.855,21.596,12.888,9.853,48.54,2.885,5119.824,3238.001,2.079,1,43.291,0.001
4638.875,4638.796,-3.741,-19.856,22.683,13.13,9.809,48.775,2.891,4664.978,3176.058,2.185,1,46.732,0.001
4639,4638.921,-3.741,-19.857,23.16,13.1,9.645,48.253,2.882,4174.602,3187.46,2.172,1,46.79,0.001
4639.125,4639.046,-3.74,-19.858,23.128,12.894,9.465,47.469,2.863,3572.912,3096.97,2.082,1,42.929,0.001
4639.25,4639.171,-3.74,-19.858,23.121,12.745,9.312,46.526,2.842,2747.564,2699.192,2.016,1,40.983,0.002
4639.375,4639.296,-3.74,-19.859,23.07,12.744,9.199,45.458,2.828,1790.539,1969.899,2.016,2,34.004,0.007
4639.5,4639.421,-3.74,-19.86,22.386,12.743,9.161,44.68,2.824,1044.283,1235.611,2.015,2,38.258,0.011
4639.625,4639.546,-3.74,-19.861,21.073,12.769,9.204,44.491,2.823,652.047,764.748,2.027,2,48.264,0.012
4639.75,4639.671,-3.74,-19.862,19.714,12.728,9.326,44.551,2.818,562.981,613.72,2.009,2,52.619,0.014
4639.875,4639.796,-3.74,-19.862,18.84,12.586,9.502,44.808,2.811,644.547,646.492,1.947,2,47.837,0.017
4640,4639.921,-3.739,-19.863,18.252,12.241,9.702,45.321,2.809,893.682,826.5,1.797,2,40.509,0.018
4640.125,4640.046,-3.739,-19.864,17.552,11.586,9.881,45.869,2.815,1335.736,1162.535,1.513,2,33.123,0.018
4640.25,4640.171,-3.739,-19.865,16.754,10.792,10.046,46.234,2.821,1909.924,1593.371,1.172,2,30.301,0.013
4640.375,4640.296,-3.739,-19.866,16.353,10.277,10.205,46.765,2.827,2577.661,2106.649,0.953,2,28.089,0.01
4640.5,4640.421,-3.739,-19.866,16.635,10.13,10.318,47.006,2.838,3262.81,2705.281,0.891,2,28.231,0.006
4640.625,4640.546,-3.739,-19.867,16.883,9.886,10.341,46.993,2.851,3797.144,3248.792,0.787,1,32.299,0.003
4640.75,4640.671,-3.739,-19.868,16.624,9.405,10.298,46.603,2.854,4028.188,3542.139,0.585,1,30.973,0.003
4640.875,4640.796,-3.738,-19.869,16.249,8.965,10.283,45.445,2.841,3964.578,3512.537,0.401,1,28.352,0.004
