Depth,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4681.375,17.419,8.827,9.308,43.748,4.583,2.859,2977.022,2526.84,0.756,0.036,99.99,0
4681.5,16.783,8.069,9.273,43.793,4.531,2.854,2514.695,2204.886,0.44,0.278,99.99,0
4681.625,17.422,7.985,9.135,43.804,4.443,2.851,2078.63,1868.727,0.405,0.355,99.99,0
4681.75,17.801,7.964,9.081,43.765,4.462,2.85,1905.263,1735.216,0.397,0.311,99.99,0
4681.875,17.956,7.873,9.065,43.696,4.671,2.85,1688.073,1569.59,0.359,0.202,99.99,0
4682,17.441,8.002,9.136,43.696,4.915,2.849,1653.972,1553.303,0.412,0.115,99.99,0
4682.125,17.183,8.166,9.173,43.636,4.959,2.847,1692.84,1596.311,0.48,0.071,99.99,0
4682.25,17.114,8.58,9.203,43.621,4.829,2.841,1857.469,1762.57,0.652,0.062,99.99,0
4682.375,17.504,9.037,9.162,43.656,4.538,2.831,2087.947,1981.102,0.843,0.059,99.99,0
4682.5,17.732,9.284,9.133,43.722,4.403,2.826,2192.146,2077.686,0.947,0.058,99.99,0
4682.625,18.011,9.706,9.102,43.722,4.213,2.815,2302.012,2182.383,1.125,0.059,99.99,0
4682.75,17.882,9.719,9.105,43.791,4.169,2.811,2297.799,2180.859,1.131,0.062,99.99,0
4682.875,17.325,9.352,9.121,43.835,4.215,2.802,2201.069,2089.017,0.976,0.082,99.99,0
4683,17.015,9.059,9.09,43.829,4.437,2.797,2035.9,1926.691,0.853,0.102,99.99,0
4683.125,17.117,9.182,9.044,43.765,4.56,2.795,1941.924,1835.056,0.904,0.099,99.99,0
4683.25,18.093,10.173,8.916,43.674,4.67,2.792,1767,1663.898,1.323,0.071,99.99,0
4683.375,19.649,11.59,8.825,43.674,4.572,2.79,1676.053,1562.131,1.931,0.05,99.99,0
4683.5,20.136,12.02,8.83,43.612,4.482,2.789,1682.469,1555.18,2.117,0.046,99.99,0
4683.625,19.861,11.836,8.962,43.616,4.276,2.789,1813.034,1644.971,2.037,0.047,99.99,0
4683.75,18.817,11.162,9.158,43.655,4.09,2.789,2088.833,1864.137,1.746,0.054,99.99,0
4683.875,18.508,11.055,9.235,43.659,4.013,2.79,2270.472,2011.494,1.7,0.055,99.99,0
4684,18.434,11.285,9.323,43.659,3.894,2.789,2670.443,2337.594,1.799,0.052,99.99,0
4684.125,18.769,11.583,9.374,43.597,3.853,2.786,2995.306,2608.183,1.928,0.05,99.99,0
4684.25,19.091,11.732,9.39,43.509,3.873,2.784,3082.232,2683.813,1.992,0.01,99.99,0
4684.375,19.576,11.846,9.368,43.475,3.971,2.782,3065.78,2677.616,2.042,0.01,99.99,0
4684.5,19.488,11.667,9.326,43.547,4.014,2.783,2973.63,2602.8,1.964,0.01,99.99,0
4684.625,18.602,10.601,9.208,43.698,4.061,2.792,2688.549,2362.773,1.506,0.01,99.99,0
4684.75,17.958,9.311,9.123,43.698,4.125,2.805,2342.01,2074.997,0.959,0.01,99.99,0
4684.875,17.995,8.765,9.118,43.843,4.166,2.81,2168.83,1935.745,0.73,0.028,99.99,0
4685,18.551,7.906,9.181,43.906,4.254,2.814,1878.059,1708.648,0.373,0.173,99.99,0
4685.125,18.908,7.246,9.285,43.882,4.385,2.807,1727.091,1594.842,0.101,0.234,99.99,0
4685.25,18.87,6.975,9.323,43.843,4.451,2.801,1714.294,1585.661,0.01,0.233,99.99,0
4685.375,18.504,6.511,9.358,43.843,4.513,2.787,1784.46,1635.889,0.01,0.233,99.99,0
4685.5,17.612,6.148,9.379,43.88,4.489,2.778,1900.617,1710.176,0.01,0.258,99.99,0
4685.625,17.026,6.048,9.391,44.033,4.472,2.776,1942.294,1731.03,0.01,0.363,99.99,0
4685.75,16.407,6.238,9.405,44.271,4.393,2.782,1938.316,1709.14,0.01,0.527,99.99,0
4685.875,16.634,6.664,9.394,44.533,4.282,2.788,1887.842,1666.027,0.01,0.707,99.99,0
4686,17.656,8.078,9.334,44.781,3.957,2.807,1731.099,1546.963,0.444,0.754,94.58,0
4686.125,17.876,9.297,9.283,44.781,3.822,2.827,1590.505,1447.207,0.953,0.609,99.99,0
4686.25,17.608,9.618,9.28,44.982,3.903,2.836,1549.132,1420.352,1.088,0.708,99.99,0
4686.375,17.208,10.14,9.297,45.102,4.245,2.848,1519.797,1409.323,1.309,0.728,99.99,0
4686.5,17.27,10.595,9.249,45.119,4.456,2.853,1526.409,1424.49,1.503,0.681,99.99,0
4686.625,17.272,10.706,9.186,45.054,4.426,2.853,1530.012,1428.26,1.55,0.623,99.99,0
4686.75,16.568,10.249,9.036,45.054,4.244,2.853,1503.427,1399.659,1.355,0.679,99.99,0
4686.875,15.214,9.043,8.954,44.935,4.192,2.859,1412.951,1315.981,0.846,0.734,99.99,0
4687,14.663,8.456,8.958,44.762,4.252,2.857,1364.151,1272.017,0.601,0.689,99.99,0
4687.125,14.186,7.741,9.032,44.526,4.463,2.861,1339.397,1241.936,0.304,0.605,99.99,0
4687.25,13.784,7.287,9.126,44.256,4.677,2.859,1464.989,1340.077,0.118,0.477,99.99,0
4687.375,13.5,7.05,9.162,44.043,4.765,2.856,1599.664,1451.747,0.02,0.363,99.99,0
4687.5,13.655,6.979,9.185,44.043,4.873,2.843,2104.899,1832.869,0.01,0.37,99.99,0
4687.625,14.598,7.389,9.165,43.974,4.875,2.836,2485.138,2089.886,0.159,0.28,99.99,0
4687.75,17.725,8.963,9.076,44.051,4.714,2.822,3287.634,2571.917,0.812,0.147,99.99,0
4687.875,19.967,10.322,9.005,44.211,4.369,2.813,3644.727,2709.662,1.387,0.093,99.99,0
4688,20.08,10.599,9.018,44.388,4.204,2.811,3538.396,2595.38,1.505,0.181,99.99,0
4688.125,19.003,10.555,9.14,44.548,4.061,2.809,2888.581,2116.865,1.486,0.296,99.99,0
4688.25,18.208,10.573,9.259,44.548,4.182,2.808,2100.432,1590.115,1.494,0.294,99.99,0
4688.375,18.175,10.726,9.281,44.677,4.283,2.806,1789.311,1388.312,1.559,0.364,99.99,0
4688.5,17.957,10.915,9.239,44.755,4.441,2.8,1420.172,1153.142,1.64,0.395,99.99,0
4688.625,17.328,10.812,9.113,44.764,4.534,2.794,1332.393,1117.346,1.596,0.414,99.99,0
4688.75,17.07,10.791,9.034,44.694,4.586,2.791,1370.199,1158.833,1.587,0.368,99.99,0
4688.875,16.821,10.861,8.901,44.694,4.81,2.79,1560.042,1315.256,1.617,0.359,99.99,0
4689,16.798,10.947,8.872,44.562,4.986,2.791,1679.368,1404.689,1.654,0.258,99.99,0
4689.125,17.13,11.331,8.882,44.409,5.333,2.795,1893.982,1550.917,1.819,0.106,99.99,0
4689.25,18.272,12.248,8.898,44.286,5.427,2.8,2051.852,1625.049,2.217,0.01,99.99,0
4689.375,18.881,12.706,8.902,44.251,5.344,2.803,2112.098,1634.041,2.417,0.01,99.99,0
4689.5,18.901,12.618,8.94,44.337,5.067,2.81,2191.155,1599.773,2.378,0.01,99.99,0
4689.625,17.247,11.004,9.049,44.337,4.913,2.814,2190.233,1508.542,1.678,0.096,99.99,0
4689.75,16.491,10.221,9.113,44.52,4.921,2.814,2149.996,1448.159,1.344,0.318,99.99,0
4689.875,16.161,9.659,9.216,44.712,5.024,2.806,1982.177,1308.798,1.105,0.518,99.99,0
4690,16.424,9.9,9.281,44.833,5.093,2.791,1749.134,1167.971,1.207,0.572,99.99,0
4690.125,16.142,9.894,9.3,44.862,5.132,2.784,1649.176,1112.735,1.205,0.592,99.99,0
4690.25,14.886,9.522,9.302,44.862,5.308,2.778,1561.134,1067.92,1.047,0.637,99.99,0
4690.375,14.309,9.43,9.261,44.838,5.563,2.786,1664.318,1134.683,1.009,0.632,99.99,0
4690.5,14.502,9.599,9.237,44.781,5.668,2.796,1784.939,1207.123,1.08,0.572,99.99,0
4690.625,15.104,9.787,9.22,44.669,5.744,2.821,2121.09,1397.384,1.159,0.473,99.99,0
4690.75,15.355,9.643,9.227,44.489,5.708,2.834,2316.117,1496.985,1.099,0.366,99.99,0
4690.875,15.881,8.974,9.242,44.289,5.498,2.856,2694.436,1655.688,0.817,0.303,99.99,0
4691,16.367,8.093,9.215,44.289,5.244,2.866,2894.751,1691.989,0.45,0.039,99.99,0
4691.125,16.547,7.682,9.189,44.157,5.196,2.867,2863.226,1646.638,0.28,0.035,99.99,0
4691.25,16.861,7.078,9.15,44.141,5.314,2.861,2534.271,1450.01,0.032,0.419,99.99,0
4691.375,16.943,6.96,9.161,44.224,5.492,2.851,2061.486,1211.332,0.01,0.495,99.99,0
4691.5,16.763,7.12,9.178,44.363,5.527,2.846,1853.404,1110.6,0.049,0.579,99.99,0
4691.625,16.022,7.75,9.197,44.363,5.499,2.839,1528.868,961.315,0.308,0.505,99.99,0
4691.75,15.782,8.648,9.134,44.527,5.541,2.834,1277.942,857.231,0.681,0.512,99.99,0
4691.875,16.076,9.213,9.064,44.699,5.623,2.832,1173.586,816.262,0.917,0.562,99.99,0
4692,16.778,10.158,8.889,44.877,5.858,2.832,1019.695,756.378,1.317,0.571,99.99,0
4692.125,16.836,10.291,8.813,45.093,5.988,2.833,967.654,735.206,1.373,0.703,99.99,0
4692.25,16.214,9.718,8.732,45.369,6.24,2.84,883.261,695.847,1.13,0.962,97.319,0.001
4692.375,15.499,8.831,8.719,45.369,6.392,2.848,794.656,646.891,0.757,1.068,90.328,0.001
4692.5,15.559,8.617,8.713,45.668,6.411,2.852,749.798,619.923,0.668,1.299,72.719,0.001
4692.625,16.468,8.737,8.686,45.872,6.387,2.858,674.528,571.693,0.718,1.417,69.119,0.001
4692.75,17.382,9.296,8.661,45.86,6.456,2.861,634.273,543.679,0.952,1.336,77.041,0.001
4692.875,17.545,9.604,8.657,45.608,6.545,2.862,632.064,541.555,1.082,0.112,99.99,0
4693,17.537,10.21,8.662,45.194,6.692,2.862,681.959,571.94,1.339,0.076,99.99,0
4693.125,17.788,10.906,8.665,45.194,6.557,2.861,830.256,660.896,1.636,0.682,99.99,0
4693.25,17.983,11.175,8.663,44.75,6.352,2.86,944.817,728.436,1.752,0.346,99.99,0
4693.375,18.057,11.263,8.662,44.378,5.785,2.861,1249.803,908.656,1.79,0.077,99.99,0
4693.5,17.908,10.887,8.667,44.132,5.252,2.863,1688.992,1148.086,1.628,0.01,99.99,0
4693.625,18.122,10.72,8.669,44.029,5.058,2.864,1946.15,1273.018,1.556,0.01,99.99,0
4693.75,19.215,10.429,8.666,44.029,4.826,2.864,2294.49,1427.201,1.432,0.01,99.99,0
4693.875,19.789,10.251,8.666,44.058,4.76,2.862,2272.176,1413.05,1.356,0.01,99.99,0
4694,20.408,9.834,8.681,44.193,4.617,2.854,1825.622,1204.511,1.179,0.136,99.99,0
4694.125,21.012,9.657,8.722,44.386,4.367,2.839,1273.48,933.847,1.104,0.294,99.99,0
4694.25,21.541,9.703,8.755,44.567,4.216,2.831,1108.193,841.179,1.124,0.413,99.99,0
4694.375,22.43,9.874,8.836,44.657,3.969,2.816,1028.129,816.471,1.196,0.454,99.99,0
4694.5,21.979,9.678,8.904,44.657,3.902,2.808,1476.033,1210.252,1.113,0.478,99.99,0
4694.625,21.299,9.514,8.92,44.622,3.938,2.807,2069.621,1658.768,1.044,0.473,99.99,0
4694.75,19.651,9.267,8.925,44.497,4.071,2.812,3873.446,2960.005,0.94,0.417,99.99,0
4694.875,18.36,9.096,8.945,44.337,4.15,2.818,5426.623,4149.909,0.868,0.328,99.99,0
4695,18.125,9.086,8.965,44.184,4.157,2.82,5743.598,4467.188,0.864,0.224,99.99,0
4695.125,18.931,9.593,8.997,44.184,4.178,2.818,5509.411,4495.566,1.077,0.163,99.99,0
4695.25,20.199,10.275,8.997,44.065,4.193,2.812,4841.913,4084.448,1.367,0.01,99.99,0
4695.375,20.327,10.337,8.998,43.983,4.138,2.81,4533.138,3850.224,1.393,0.01,99.99,0
4695.5,19.916,10.014,9.039,43.926,3.882,2.808,4097.575,3473.061,1.256,0.01,99.99,0
4695.625,20.008,10.002,9.077,43.865,3.749,2.809,3997.829,3361.137,1.251,0.01,99.99,0
4695.75,20.982,10.512,9.16,43.772,3.624,2.814,4022.683,3305.808,1.468,0.01,99.99,0
4695.875,21.079,10.882,9.211,43.772,3.592,2.82,4198.265,3389.749,1.626,0.01,99.99,0
4696,20.473,10.734,9.222,43.65,3.538,2.823,4268.911,3432.374,1.562,0.01,99.99,0
4696.125,19.225,10.163,9.235,43.531,3.397,2.826,4279.098,3436.047,1.319,0.01,99.99,0
4696.25,19.748,10.184,9.245,43.439,3.437,2.826,4117.827,3324.05,1.328,0.01,99.99,0
4696.375,20.5,10.369,9.246,43.376,3.517,2.825,4011.754,3252.334,1.407,0.01,99.99,0
4696.5,21.732,10.622,9.242,43.376,3.6,2.825,3826.123,3135.395,1.515,0.01,99.99,0
4696.625,22.411,10.822,9.253,43.347,3.547,2.831,3671.677,3053.718,1.6,0.01,99.99,0
4696.75,22.724,11.002,9.265,43.364,3.554,2.837,3585.54,3009.096,1.677,0.01,99.99,0
4696.875,23.699,11.642,9.281,43.43,3.746,2.851,3372.317,2884.311,1.953,0.01,99.99,0
4697,24.37,12.092,9.277,43.533,3.907,2.858,3243.81,2802.483,2.149,0.01,99.99,0
4697.125,25.337,12.819,9.261,43.63,4.229,2.866,2967.266,2615.994,2.467,0.01,99.99,0
4697.25,25.027,12.871,9.238,43.63,4.394,2.866,2694.169,2396.885,2.489,0.01,99.99,0
4697.375,24.477,12.666,9.214,43.692,4.395,2.863,2530.467,2249.833,2.399,0.01,99.99,0
4697.5,23.674,12.485,9.114,43.719,4.266,2.857,2057.952,1831.355,2.32,0.01,99.99,0
4697.625,24.512,13.829,8.994,43.733,4.135,2.851,1470.682,1332.402,2.913,0.01,99.99,0
4697.75,25.516,15.261,8.967,43.764,4.121,2.849,1225.754,1124.109,3.555,0.01,99.99,0
4697.875,27.672,18.532,8.997,43.764,4.17,2.846,958.544,880.947,5.066,0.01,99.99,0
4698,28.6,20.43,9.031,43.82,4.232,2.843,913.053,828.376,5.97,0.01,99.99,0
4698.125,28.367,20.631,9.01,43.897,4.238,2.84,930.92,842.688,6.067,0.01,99.99,0
4698.25,26.669,19.954,8.907,43.991,4.27,2.833,1028.448,921.289,5.742,0.01,99.99,0
4698.375,24.043,17.843,8.809,44.113,4.437,2.825,1165.948,1034.43,4.743,0.01,99.99,0
4698.5,22.669,16.317,8.776,44.269,4.526,2.821,1226.766,1093.029,4.036,0.01,99.99,0
4698.625,20.277,13.204,8.725,44.269,4.586,2.811,1346.662,1231.673,2.636,0.01,99.99,0
4698.75,19.515,12.126,8.702,44.455,4.565,2.805,1435.047,1328.759,2.164,0.039,99.99,0
4698.875,19.051,11.238,8.667,44.643,4.49,2.793,1698.164,1574.758,1.779,0.278,99.99,0
4699,19.535,11.37,8.649,44.781,4.334,2.784,1922.781,1755.549,1.836,0.357,99.99,0
4699.125,20.028,11.712,8.647,44.846,4.233,2.783,1934.815,1756.567,1.984,0.359,99.99,0
4699.25,21.448,13.043,8.656,44.849,4.119,2.784,1678.562,1528.705,2.565,0.196,99.99,0
4699.375,23.407,15.039,8.682,44.849,4.186,2.792,1173.152,1096.721,3.455,0.01,99.99,0
4699.5,24.585,16.124,8.69,44.842,4.244,2.796,915.644,873.579,3.948,0.01,99.99,0
4699.625,27.477,18.202,8.671,44.869,4.335,2.807,531.087,528.736,4.911,0.01,99.99,0
4699.75,31.383,19.888,8.615,44.95,4.415,2.818,358.477,362.379,5.71,0.01,99.99,0
4699.875,33.606,20.457,8.59,45.076,4.438,2.824,331.521,333.473,5.983,0.01,99.99,0
4700,38.111,21.559,8.568,45.076,4.4,2.831,344.441,344.283,6.519,0.01,99.99,0
4700.125,40.118,22.275,8.566,45.222,4.368,2.831,374.89,374.088,6.87,0.01,99.99,0
4700.25,42.994,23.743,8.561,45.362,4.382,2.824,465.944,462.966,7.601,0.01,99.99,0
4700.375,43.956,24.428,8.559,45.477,4.552,2.813,555.866,549.47,7.946,0.01,99.99,0
4700.5,43.664,24.435,8.562,45.585,4.687,2.808,580.672,573.245,7.95,0.01,99.99,0
4700.625,42.098,24.11,8.572,45.723,4.999,2.804,564.797,560.4,7.785,0.01,99.99,0
4700.75,41.012,24.303,8.583,45.723,5.31,2.811,478.987,483.463,7.883,0.01,99.99,0
4700.875,41.247,24.925,8.587,45.919,5.464,2.816,428.863,437.472,8.199,0.01,99.99,0
4701,42.866,27.092,8.592,46.166,5.758,2.824,348.358,360.299,9.318,0.01,99.99,0
4701.125,43.897,29.132,8.594,46.42,5.997,2.821,303.723,315.775,10.398,0.01,99.99,0
4701.25,43.66,29.7,8.593,46.625,6.087,2.813,293.062,305.418,10.704,0.01,99.99,0
4701.375,42.112,30.113,8.587,46.625,6.204,2.791,293.247,305.759,10.928,0.01,99.99,0
4701.5,40.328,30.112,8.583,46.743,6.333,2.771,315.307,327.727,10.927,0.01,99.99,0
4701.625,39.517,29.995,8.583,46.758,6.413,2.766,331.414,343.681,10.864,0.01,99.99,0
4701.75,37.851,29.554,8.59,46.67,6.46,2.767,370.223,380.665,10.625,0.01,99.99,0
4701.875,37.125,29.349,8.595,46.503,6.387,2.773,391.506,400.632,10.515,0.01,99.99,0
4702,36.626,29.391,8.606,46.305,6.114,2.791,436.075,442.908,10.538,0.01,99.99,0
4702.125,37.48,29.935,8.614,46.305,5.87,2.808,484.158,488.533,10.831,0.01,99.99,0
4702.25,37.789,29.871,8.616,46.135,5.797,2.814,509.157,511.51,10.797,0.01,99.99,0
4702.375,36.998,28.107,8.615,46.042,5.64,2.821,554.043,551.388,9.852,0.01,99.99,0
4702.5,35.576,25.465,8.612,46.051,5.459,2.826,579.97,573.906,8.475,0.01,99.99,0
4702.625,35.606,24.458,8.608,46.168,5.438,2.829,583.575,576.717,7.961,0.01,99.99,0
4702.75,37.366,22.937,8.601,46.168,5.61,2.835,573.298,565.182,7.198,0.01,99.99,0
4702.875,39.512,21.586,8.599,46.37,5.846,2.842,541.681,532.563,6.532,0.109,99.99,0
4703,40.426,21.541,8.602,46.613,5.869,2.846,519.057,509.49,6.51,0.282,99.99,0
4703.125,42.744,24.303,8.611,46.831,5.718,2.85,463.617,454.984,7.883,0.032,99.99,0
4703.25,44.466,27.248,8.615,46.946,5.641,2.85,434.698,427.97,9.399,0.01,99.99,0
4703.375,48.237,34.323,8.625,46.899,5.685,2.845,393.932,391.911,13.274,0.01,99.99,0
4703.5,50.695,39.057,8.641,46.899,5.829,2.835,404.286,403.273,16.061,0.01,99.99,0
4703.625,50.686,39.704,8.648,46.678,5.809,2.829,437.4,441.672,16.455,0.01,99.99,0
4703.75,47.584,37.735,8.658,46.315,5.548,2.815,659.197,690.748,15.266,0.01,99.99,0
4703.875,41.383,32.397,8.66,45.88,5.21,2.804,1385.455,1347.918,12.186,0.01,99.99,0
4704,38.043,29.517,8.661,45.474,5.062,2.8,1937.122,1801.12,10.606,0.01,99.99,0
4704.125,32.552,24.978,8.678,45.227,4.728,2.8,2897.304,2542.228,8.226,0.01,99.99,0
4704.25,28.922,22.016,8.712,45.227,4.316,2.807,2856.135,2487.537,6.743,0.01,99.99,0
4704.375,27.672,20.937,8.721,45.249,4.151,2.813,2419.17,2138.266,6.216,0.01,99.99,0
4704.5,26.814,19.946,8.703,45.549,4.062,2.824,1297.545,1217.914,5.738,0.01,99.99,0
4704.625,30.292,20.412,8.658,46,4.296,2.832,549.577,553.24,5.962,0.018,99.99,0
4704.75,33.938,21.455,8.643,46.402,4.468,2.834,377.266,383.78,6.468,0.15,99.99,0
4704.875,42.476,25.592,8.637,46.402,4.802,2.831,269.585,263.847,8.54,0.01,99.99,0
4705,45.461,27.83,8.639,46.603,4.998,2.828,273.456,266.37,9.705,0.01,99.99,0
4705.125,45.092,27.851,8.643,46.543,5.604,2.82,372.876,354.218,9.717,0.01,99.99,0
4705.25,37.573,22.703,8.645,46.256,6.123,2.816,597.314,534.174,7.082,0.01,99.99,0
4705.375,33.459,20.028,8.646,45.87,6.148,2.817,726.608,634.19,5.777,0.01,99.99,0
4705.5,29.087,17.301,8.646,45.561,5.885,2.826,911.788,777.66,4.49,0.136,99.99,0
4705.625,30.406,18.459,8.643,45.561,5.806,2.838,927.315,795.421,5.031,0.01,99.99,0
4705.75,31.966,19.718,8.641,45.446,5.913,2.843,886.891,767.135,5.629,0.01,99.99,0
4705.875,34.684,21.65,8.639,45.489,6.165,2.846,787.741,690.305,6.563,0.01,99.99,0
4706,36.928,22.5,8.641,45.582,6.186,2.841,725.232,632.108,6.981,0.01,99.99,0
4706.125,37.929,22.767,8.644,45.678,6.144,2.837,708.127,611.651,7.114,0.01,99.99,0
4706.25,38.676,22.855,8.65,45.678,6.124,2.829,678.764,576.464,7.157,0.01,99.99,0
4706.375,38.353,22.598,8.649,45.786,6.138,2.826,664.646,561.074,7.03,0.01,99.99,0
4706.5,37.399,22.095,8.64,45.887,6.149,2.824,651.672,543.051,6.781,0.01,99.99,0
4706.625,36.36,22.01,8.628,45.905,6.202,2.822,674.07,553.601,6.74,0.01,99.99,0
4706.75,35.528,22.008,8.625,45.799,6.29,2.821,706.08,576.23,6.739,0.01,99.99,0
4706.875,33.558,22.058,8.621,45.611,6.493,2.816,848.959,676.656,6.763,0.01,99.99,0
4707,32.329,22.424,8.618,45.611,6.396,2.813,1099.343,839.872,6.944,0.01,99.99,0
4707.125,31.709,22.595,8.619,45.407,6.2,2.813,1224.064,918.014,7.028,0.01,99.99,0
4707.25,29.477,22.398,8.622,45.194,5.751,2.817,1353.51,999.728,6.931,0.01,99.99,0
4707.375,27.198,21.708,8.623,44.957,5.458,2.828,1289.485,965.011,6.591,0.01,99.99,0
4707.5,27.068,21.955,8.623,44.738,5.355,2.834,1217.693,922.804,6.713,0.01,99.99,0
4707.625,29.375,24.551,8.624,44.738,5.233,2.847,1075.663,839.326,8.009,0.01,99.99,0
4707.75,32.54,27.607,8.625,44.622,5.245,2.856,989.461,798.316,9.588,0.01,99.99,0
4707.875,33.328,28.167,8.625,44.675,5.258,2.858,972.918,798.644,9.884,0.01,99.99,0
4708,33.042,27.19,8.622,44.894,5.227,2.855,968.707,822.204,9.369,0.01,99.99,0
4708.125,32.496,26.212,8.62,45.247,5.217,2.851,960.989,829.995,8.86,0.01,99.99,0
4708.25,32.111,24.683,8.618,45.738,5.343,2.836,891.657,797.926,8.076,0.01,99.99,0
4708.375,32.905,23.97,8.622,45.738,5.639,2.821,727.964,674.021,7.715,0.01,99.99,0
4708.5,33.565,23.82,8.625,46.426,5.833,2.815,616.036,582.234,7.639,0.01,99.99,0
4708.625,36.123,24.899,8.633,47.368,6.317,2.808,370.085,380.26,8.185,0.324,99.99,0
4708.75,42.331,30.507,8.639,48.512,6.885,2.806,205.056,216.31,11.142,0.267,99.99,0
4708.875,47.223,35.593,8.64,49.698,7.175,2.805,157.193,163.682,14.006,0.265,99.99,0
4709,58.591,47.488,8.642,49.698,7.713,2.8,110.345,109.711,21.444,0.01,99.99,0
4709.125,67.07,55.819,8.643,50.718,8.016,2.793,93.513,91.326,27.338,0.01,99.99,0
4709.25,68.57,57.162,8.644,51.424,8.018,2.79,92.767,89.413,28.346,0.01,99.99,0
4709.375,65.405,54.531,8.648,51.774,7.727,2.785,103.46,97.005,26.387,0.01,99.99,0
4709.5,58.131,48.498,8.649,51.811,7.13,2.783,123.508,113.776,22.127,0.01,99.99,0
4709.625,54.791,45.702,8.648,51.625,6.796,2.782,133.853,122.451,20.256,0.01,99.99,0
4709.75,51.717,43.085,8.648,51.625,6.374,2.782,148.262,134.34,18.563,0.01,99.99,0
4709.875,52.37,43.564,8.649,51.348,6.389,2.783,150.773,136.403,18.869,0.01,99.99,0
4710,55.975,45.867,8.658,51.123,6.842,2.786,148.421,134.558,20.365,0.01,99.99,0
4710.125,58.378,46.102,8.662,51.027,7.369,2.788,144.615,131.387,20.52,0.01,99.99,0
4710.25,58.377,44.936,8.66,51.037,7.495,2.789,144.647,131.282,19.755,0.01,99.99,0
4710.375,56.92,41.171,8.653,51.075,7.48,2.787,147.834,133.271,17.359,0.255,99.99,0
4710.5,55.256,37.565,8.652,51.075,7.344,2.782,146.615,131.654,15.165,0.881,99.99,0.001
4710.625,54.801,36.487,8.654,51.1,7.303,2.779,141.649,127.472,14.528,1.08,99.99,0.001
4710.75,55.643,36.87,8.662,51.173,7.322,2.777,125.278,113.669,14.753,1.062,99.99,0.001
4710.875,58.928,41.161,8.674,51.393,7.54,2.783,108.266,98.175,17.353,0.475,99.99,0
4711,60.489,43.759,8.68,51.8,7.765,2.788,100.565,90.819,18.994,0.287,99.99,0
4711.125,61.277,46.821,8.688,51.8,8.33,2.796,84.971,76.344,20.997,0.01,99.99,0
4711.25,60.93,47.437,8.689,52.357,8.541,2.796,77.363,69.417,21.409,0.01,99.99,0
4711.375,62.153,50.271,8.686,53.018,8.662,2.782,65.63,58.204,23.346,0.01,99.99,0
4711.5,68.179,56.144,8.685,53.757,8.657,2.756,59.449,51.806,27.581,0.01,99.99,0
4711.625,72.096,58.966,8.687,54.513,8.736,2.741,57.946,50.101,29.726,0.01,99.99,0
4711.75,77.826,61.636,8.69,55.164,9.043,2.719,57.477,48.775,31.826,0.01,99.99,0
4711.875,78.274,60.517,8.688,55.164,9.3,2.712,59.659,49.52,30.938,0.01,99.99,0
4712,77.069,59.178,8.684,55.56,9.372,2.714,61.119,50.272,29.891,0.01,99.99,0
4712.125,73.962,56.614,8.674,55.653,9.444,2.722,62.659,51.127,27.933,0.034,99.99,0
4712.25,72.251,56.208,8.67,55.544,9.504,2.729,60.393,49.606,27.628,0.137,99.99,0
4712.375,72.478,57.421,8.67,55.401,9.559,2.73,58.031,48.003,28.542,0.01,99.99,0
4712.5,74.657,62.111,8.671,55.401,9.656,2.729,53.284,44.616,32.207,0.01,99.99,0
4712.625,76.636,66.743,8.67,55.324,9.44,2.73,51.109,43.02,36.039,0.01,99.99,0
4712.75,76.54,67.695,8.669,55.307,9.141,2.733,51.221,43.347,36.854,0.01,99.99,0
4712.875,73.768,66.206,8.661,55.286,8.348,2.74,53.947,46.574,35.584,0.01,99.99,0
4713,71.672,64.246,8.655,55.182,7.987,2.744,56.441,49.306,33.946,0.01,99.99,0
4713.125,68.043,60.138,8.644,54.92,7.567,2.751,61.919,55.561,30.64,0.01,99.99,0
4713.25,67.445,58.39,8.641,54.92,7.578,2.756,65.823,61.301,29.282,0.01,99.99,0
4713.375,68.508,58.711,8.643,54.4,7.713,2.759,67.865,64.447,29.529,0.01,99.99,0
4713.5,70.291,58.775,8.649,53.53,8.067,2.765,77.405,75.719,29.579,0.01,99.99,0
4713.625,66.156,51.824,8.655,52.331,8.102,2.769,107.149,110.024,24.436,0.01,99.99,0
4713.75,61.205,45.293,8.657,50.964,7.898,2.771,140.759,148.82,19.988,0.01,99.99,0
4713.875,49.136,32.263,8.663,50.964,7.24,2.772,295.939,300.989,12.111,1.649,90.261,0.001
4714,39.79,24.083,8.668,49.664,6.657,2.773,592.364,541.31,7.772,2.02,47.301,0.002
4714.125,37.051,21.635,8.668,48.619,6.464,2.774,754.381,661.261,6.556,1.648,53.53,0.001
4714.25,34.797,19.19,8.667,47.901,6.272,2.783,977.217,812.089,5.377,1.491,52.635,0.001
4714.375,34.839,19.023,8.667,47.487,6.282,2.79,1013.396,829.503,5.298,1.229,65.965,0.001
4714.5,36.39,19.907,8.669,47.295,6.484,2.808,985.297,790.029,5.719,0.977,89.767,0.001
4714.625,38.642,21.6,8.668,47.295,6.684,2.822,942.959,739.117,6.539,0.743,99.99,0
4714.75,39.384,22.262,8.667,47.218,6.688,2.826,937.038,726.204,6.864,0.598,99.99,0
4714.875,39.406,22.784,8.667,47.172,6.507,2.822,946.394,721.259,7.122,0.492,99.99,0
